smiles,Pgp-Inhibitor,Pgp-Substrate,HIA,F(20%),F(30%),BBB,CYP1A2-Inhibitor,CYP1A2-Substrate,CYP3A4-Inhibitor,CYP3A4-Substrate,CYP2C19-Inhibitor,CYP2C19-Substrate,CYP2C9-Inhibitor,CYP2C9-Substrate,CYP2D6-Inhibitor,CYP2D6-Substrate,Ames,SkinSen
COc1ccc(cc1)C2=NCC(=O)N(CCC(C)C)c3ccccc23,0.1744714,0.0985945,0.0580523,0.1062264,0.0895618,0.2356062,0.0274449,0.0155168,0.0382744,0.0304879,0.0982361,0.1139329,0.0526859,0.0958748,0.0974330,0.2513684,0.0910347,0.0471561
COc1ccc(cc1)C2=NCC(=O)N(CC3CCCCC3)c4ccccc24,0.1061783,0.0806604,0.1939216,0.3158623,0.1464648,0.2640253,0.2164170,0.4331633,0.3754290,0.2144091,0.3493657,0.2507330,0.4705527,0.1456735,0.0607762,0.1143943,0.0881454,0.2069988
COc1ccc(cc1)C2=NCC(=O)Nc3ccc(Cl)cc23,0.1530175,0.0635655,0.1376680,0.1085166,0.2417399,0.2486556,0.1182314,0.2149588,0.1813720,0.3319888,0.2650797,0.1179846,0.2228715,0.1660600,0.3505996,0.0754909,0.0376139,0.0891802
COc1ccc(cc1)C2=NCC(=O)N(C)c3ccc(Cl)cc23,0.0624202,0.1461295,0.3042255,0.1279195,0.2332705,0.2097056,0.3848957,0.0235632,0.0105817,0.0258329,0.0246023,0.0449250,0.0839832,0.0312932,0.0626493,0.0624136,0.1137413,0.1217689
CCCCN1C(=O)CN=C(c2ccc(cc2)OC)c3cc(Cl)ccc13,0.0602276,0.1107273,0.0907735,0.1639452,0.0529102,0.0195629,0.0400911,0.0378423,0.0638437,0.0530694,0.0191520,0.0434255,0.0425203,0.0702050,0.0595139,0.0240884,0.0497283,0.0512137
COc1ccc(cc1)C2=NCC(=O)N(CCC(C)C)c3ccc(Cl)cc23,0.0805349,0.0849991,0.0330558,0.0657123,0.0610050,0.1062999,0.0196011,0.0092093,0.0241160,0.0204549,0.0357518,0.0745209,0.0266968,0.0542302,0.0574751,0.0889069,0.0375121,0.0169356
COc1ccc(cc1)C2=NCC(=O)N(CC3CCCCC3)c4ccc(Cl)cc24,0.0418417,0.0370912,0.1023389,0.1368134,0.0566842,0.1134701,0.1089548,0.2729134,0.2028370,0.1116450,0.2005987,0.1587951,0.3571801,0.1006031,0.0428958,0.0809634,0.0738396,0.1861189
COc1ccc(cc1)C2=NCC(=O)Nc3ccc(C#N)cc23,0.7420000,0.8380000,0.8440000,0.8120000,0.7740000,0.7420000,0.8400000,0.8280000,0.7700000,0.7360000,0.7340000,0.7740000,0.7840000,0.7360000,0.7260000,0.7120000,0.7600000,0.7600000
COc1ccc(cc1)C2=NCC(=O)N(C)c3ccc(C#N)cc23,0.7080000,0.7260000,0.7000000,0.7480000,0.7500000,0.6920000,0.6560000,0.7204667,0.7361333,0.7361333,0.6853333,0.6681333,0.7340000,0.7560000,0.7640000,0.7020000,0.6860000,0.5680000
CCCCN1C(=O)CN=C(c2ccc(cc2)OC)c3cc(C#N)ccc13,0.6420000,0.6580000,0.6020000,0.5460000,0.7860000,0.7560000,0.7700000,0.7340000,0.7200000,0.7880000,0.8400000,0.7840000,0.7840000,0.7560000,0.8800000,0.9720000,0.8880000,0.8600000
COc1ccc(cc1)C2=NCC(=O)N(CCC(C)C)c3ccc(C#N)cc23,0.8100000,0.8540000,0.8500000,0.7880000,0.7900000,0.7720000,0.8140000,0.8460000,0.7880000,0.7840000,0.7660000,0.8420000,0.8340000,0.7660000,0.7560000,0.7160000,0.8646666,0.8246667
COc1ccc(cc1)C2=NCC(=O)N(CC3CCCCC3)c4ccc(C#N)cc24,0.7626666,0.7560000,0.7320000,0.8540000,0.8420000,0.7760000,0.7680000,0.7600000,0.7180000,0.7660000,0.7220000,0.7140000,0.6400000,0.9520000,0.8560000,0.7980000,0.8060000,0.7940000
COc1ccc(cc1)C2=NCC(=O)Nc3ccc(cc23)N(C)C,0.8020000,0.7960000,0.7500000,0.7720000,0.7720000,0.8180000,0.8620000,0.8080000,0.7780000,0.8020000,0.7600000,0.7620000,0.7160000,0.7100000,0.7180000,0.7460000,0.7560000,0.7200000
COc1ccc(cc1)C2=NCC(=O)N(C)c3ccc(cc23)N(C)C,0.7040000,0.7100000,0.7640000,0.7460000,0.6860000,0.6760000,0.6880000,0.7706667,0.7540000,0.6980000,0.6860000,0.6960000,0.7540000,0.7580000,0.7120000,0.6980000,0.7060000,0.6680000
CCCCN1C(=O)CN=C(c2ccc(cc2)OC)c3cc(ccc13)N(C)C,0.6740000,0.6340000,0.6260000,0.6080000,0.8120000,0.7740000,0.7300000,0.7260000,0.7260000,0.6190000,0.7820000,0.7560000,0.7420000,0.6820000,0.6943333,0.7620000,0.7560000,0.7100000
COc1ccc(cc1)C2=NCC(=O)N(CCC(C)C)c3ccc(cc23)N(C)C,0.7120000,0.6230000,0.7000000,0.6800000,0.6520000,0.6260000,0.5973333,0.7000000,0.7160000,0.6800000,0.6620000,0.5570000,0.6560000,0.6420000,0.6100000,0.5620000,0.5798000,0.6748000
COc1ccc(cc1)C2=NCC(=O)N(CC3CCCCC3)c4ccc(cc24)N(C)C,0.6601334,0.6293333,0.5921333,0.5683333,0.6860000,0.6800000,0.6360000,0.6000000,0.4530000,0.5580000,0.5660000,0.5220000,0.4600000,0.6073334,0.6820000,0.6900000,0.6680000,0.6200000
COc1ccc(cc1)C2=NCC(=O)Nc3ccc(F)cc23,0.5700000,0.7460000,0.7080000,0.7300000,0.6880000,0.7990000,0.9100000,0.8540000,0.8580000,0.8160000,0.6250000,0.7720000,0.7400000,0.7520000,0.7100000,0.6250000,0.7580000,0.7260000
COc1ccc(cc1)C2=NCC(=O)N(C)c3ccc(F)cc23,0.7460000,0.7140000,0.3575657,0.3829372,0.5403319,0.2976162,0.3840658,0.6455324,0.6198904,0.6751680,0.5311762,0.6105832,0.5067744,0.4830413,0.5386270,0.4157785,0.4853918,0.5287589
CCCCN1C(=O)CN=C(c2ccc(cc2)OC)c3cc(F)ccc13,0.5377222,0.6393327,0.4431964,0.5099007,0.6172217,0.6478813,0.7096611,0.5226358,0.6319143,0.6871983,0.7160206,0.7850204,0.6027669,0.6406171,0.2914859,0.2758357,0.3674563,0.2286845
COc1ccc(cc1)C2=NCC(=O)N(CCC(C)C)c3ccc(F)cc23,0.2703127,0.2715110,0.2729769,0.3407907,0.2707378,0.2461715,0.6197438,0.6833745,0.7784215,0.6216474,0.6398002,0.0883204,0.2091773,0.4869269,0.2988498,0.2538887,0.3203782,0.5059792
COc1ccc(cc1)C2=NCC(=O)N(CC3CCCCC3)c4ccc(F)cc24,0.7065958,0.6021533,0.5269575,0.1787359,0.3176469,0.5354857,0.4298795,0.3978982,0.3371050,0.5495145,0.7672092,0.6234580,0.4845001,0.2808549,0.5328361,0.7436321,0.5939152,0.5267409
COc1ccc(cc1)C2=NCC(=O)Nc3ccc(Br)cc23,0.3001096,0.5737202,0.7896802,0.6255530,0.5511632,0.0830747,0.1764508,0.3833104,0.2596293,0.2225990,0.0976269,0.2159542,0.4017649,0.3593684,0.1976434,0.3053252,0.5443269,0.7821621
COc1ccc(cc1)C2=NCC(=O)N(C)c3ccc(Br)cc23,0.6477059,0.6029176,0.3056746,0.4077619,0.6537681,0.4783084,0.4247824,0.5175008,0.5500527,0.6829697,0.6142299,0.5831071,0.3508978,0.3603029,0.5123082,0.4405504,0.4553308,0.5760371
CCCCN1C(=O)CN=C(c2ccc(cc2)OC)c3cc(Br)ccc13,0.6161165,0.7598889,0.6486509,0.5996692,0.4869730,0.5375547,0.6961026,0.5805699,0.6003567,0.5737240,0.6190984,0.7693463,0.6459172,0.6597237,0.2106507,0.2226388,0.3811623,0.2930040
COc1ccc(cc1)C2=NCC(=O)N(CCC(C)C)c3ccc(Br)cc23,0.2959928,0.2296840,0.2659862,0.4141826,0.3941679,0.2801065,0.4295899,0.4891693,0.6855263,0.5685195,0.5851551,0.3767079,0.5160776,0.6832243,0.4095480,0.4688126,0.5841455,0.6484462
COc1ccc(cc1)C2=NCC(=O)N(CC3CCCCC3)c4ccc(Br)cc24,0.7246978,0.5652450,0.6087924,0.5184210,0.5685851,0.6393461,0.4934900,0.5559062,0.5050179,0.5628973,0.6485044,0.4684642,0.5248479,0.6088585,0.6912084,0.7640117,0.5706481,0.6798965
COc1ccc(cc1)C2=NCC(=O)Nc3ccc(I)cc23,0.7160286,0.7627103,0.8347084,0.6585845,0.7131527,0.3015124,0.3569812,0.4720105,0.2944980,0.3319603,0.2905706,0.3291119,0.4127612,0.3116031,0.2834478,0.6250182,0.7373896,0.8267839
COc1ccc(cc1)C2=NCC(=O)N(C)c3ccc(I)cc23,0.6745743,0.7023585,0.1537387,0.3415990,0.6581278,0.3815710,0.2880702,0.3524573,0.5445663,0.7598767,0.5953041,0.5000000,0.2692484,0.4251839,0.6588579,0.4884647,0.4432297,0.3524992
CCCCN1C(=O)CN=C(c2ccc(cc2)OC)c3cc(I)ccc13,0.5355333,0.7420657,0.5607466,0.4825051,0.7261333,0.9135000,0.8555000,0.8236667,0.6540000,0.7028000,0.9145000,0.8565000,0.8511667,0.6720000,0.6961333,0.8665000,0.8245000,0.8131667
COc1ccc(cc1)C2=NCC(=O)N(CCC(C)C)c3ccc(I)cc23,0.6440000,0.7006333,0.8025000,0.7505000,0.7476667,0.6760000,0.6081333,0.7925000,0.7485000,0.7605000,0.5460000,0.7210000,0.8694667,0.8244666,0.8064333,0.6345000,0.7101333,0.8960000
COc1ccc(cc1)C2=NCC(=O)N(CC3CCCCC3)c4ccc(I)cc24,0.8360000,0.8251666,0.6320000,0.4508000,0.5960000,0.5920000,0.5660000,0.4160000,0.6761333,0.8845000,0.8105000,0.8091667,0.6060000,0.6763333,0.8850000,0.8210000,0.8061666,0.6260000
COc1ccc(cc1)C2=NCC(=O)Nc3ccc(cc23)C(N)=O,0.6740000,0.9660000,0.8820000,0.8656667,0.7100000,0.6693333,0.8870000,0.8270000,0.8126667,0.6520000,0.6543334,0.8050000,0.7470000,0.7386667,0.6870000,0.6093333,0.8210000,0.7630000
COc1ccc(cc1)C2=NCC(=O)N(C)c3ccc(cc23)C(N)=O,0.7600000,0.5860000,0.7020333,0.8763000,0.8173000,0.7972667,0.6635000,0.6753333,0.9030000,0.8350000,0.8146667,0.6580000,0.3980000,0.5840000,0.5680000,0.5450000,0.4180000,0.6293333
CCCCN1C(=O)CN=C(c2ccc(cc2)OC)c3cc(ccc13)C(N)=O,0.8810000,0.8010000,0.8006667,0.6160000,0.8113334,0.8950000,0.8450000,0.8341666,0.7890000,0.7940000,0.9120000,0.8640000,0.8626667,0.8040000,0.7913333,0.8700000,0.8320000,0.8286667
COc1ccc(cc1)C2=NCC(=O)N(CCC(C)C)c3ccc(cc23)C(N)=O,0.7800000,0.6933333,0.7900000,0.7520000,0.7586667,0.7040000,0.7213333,0.7900000,0.7600000,0.7700000,0.7100000,0.7896333,0.8624667,0.8274667,0.8189333,0.7649667,0.7833334,0.8740000
COc1ccc(cc1)C2=NCC(=O)N(CC3CCCCC3)c4ccc(cc24)C(N)=O,0.8260000,0.8266667,0.7760000,0.5940000,0.6620000,0.6520000,0.6400000,0.5960000,0.7653334,0.8680000,0.8140000,0.8226666,0.7580000,0.7100000,0.8340000,0.8110000,0.8006667,0.7110000
COc1ccc(cc1)C2=NCC(=O)Nc3ccc(cc23)[N+](=O)[O-],0.7140000,0.8520000,0.8250000,0.8296667,0.7170000,0.7100000,0.8000000,0.7870000,0.7916667,0.6950000,0.6693333,0.7740000,0.7560000,0.7646667,0.6720000,0.6180000,0.7220000,0.7090000
COc1ccc(cc1)C2=NCC(=O)N(C)c3ccc(cc23)[N+](=O)[O-],0.7250000,0.6090000,0.7168334,0.8153000,0.7993000,0.7967666,0.6835000,0.7220000,0.8260000,0.8010000,0.8036667,0.6970000,0.4280000,0.5000000,0.5280000,0.5240000,0.4060000,0.6920000
CCCCN1C(=O)CN=C(c2ccc(cc2)OC)c3cc(ccc13)[N+](=O)[O-],0.8000000,0.7630000,0.7816667,0.6530000,0.5960000,0.7840000,0.7630000,0.7546667,0.6790000,0.5960000,0.8680000,0.8310000,0.8186666,0.7450000,0.5920000,0.7820000,0.7690000,0.7606667
COc1ccc(cc1)C2=NCC(=O)N(CCC(C)C)c3ccc(cc23)[N+](=O)[O-],0.6970000,0.5656667,0.7470000,0.7230000,0.7206666,0.6750000,0.0044186,0.0092256,0.0364492,0.0234647,0.0264079,0.0258725,0.0530869,0.1254182,0.0983460,0.1153180,0.0681179,0.1131094
COc1ccc(cc1)C2=NCC(=O)N(CC3CCCCC3)c4ccc(cc24)[N+](=O)[O-],0.2332323,0.1563042,0.2024274,0.0033609,0.0083965,0.0272434,0.0198171,0.0137971,0.0266309,0.0499990,0.1162150,0.0971472,0.1026904,0.0234157,0.0539273,0.1347467,0.0931829,0.1019471
CC1N=C(c2ccccc2NC1=O)C3CCCCC3,0.0183100,0.0331433,0.0846621,0.0621852,0.0751516,0.0035527,0.0063013,0.0156651,0.0135048,0.0141390,0.0253284,0.0452318,0.1115522,0.0846603,0.0826401,0.0042359,0.0100946,0.0511975
CC1N=C(c2ccccc2N(C)C1=O)C3CCCCC3,0.0330099,0.0316989,0.0282081,0.0630601,0.1961248,0.1490366,0.1390074,0.0560608,0.1004932,0.2720150,0.1787664,0.2172547,0.0024679,0.0069404,0.0314516,0.0223383,0.0137796,0.0214114
CCCCN1C(=O)C(C)N=C(c2ccccc12)C3CCCCC3,0.0447926,0.1457427,0.1181075,0.1131966,0.0226878,0.0619379,0.2003551,0.1347437,0.1109372,0.0177370,0.0367319,0.1231972,0.0883865,0.0878621,0.0024731,0.0051539,0.0175942,0.0149246
CC(C)CCN1C(=O)C(C)N=C(c2ccccc12)C3CCCCC3,0.0157946,0.0340623,0.0661590,0.1990163,0.1471404,0.1238192,0.0153832,0.0418546,0.1498640,0.0884668,0.0681326,0.1244574,0.2551928,0.4645134,0.3696154,0.3321776,0.1191345,0.2089828
CC1N=C(c2ccccc2N(CC3CCCCC3)C1=O)C4CCCCC4,0.4120862,0.2796095,0.3226803,0.0128752,0.0287008,0.0873924,0.0593782,0.0509879,0.0683992,0.1405850,0.3168321,0.2508526,0.2304908,0.0973167,0.2027669,0.4188097,0.2951941,0.2633871
CC1N=C(c2cc(Cl)ccc2NC1=O)C3CCCCC3,0.0619824,0.1203397,0.2795864,0.1980676,0.1838286,0.0130044,0.0259910,0.0615357,0.0510644,0.0518473,0.0883409,0.1561144,0.3324415,0.2476223,0.2181942,0.0081344,0.0121051,0.0519777
CC1N=C(c2cc(Cl)ccc2N(C)C1=O)C3CCCCC3,0.0288518,0.0202442,0.0371566,0.0520697,0.1358538,0.0950613,0.0801713,0.0981635,0.1085055,0.2423223,0.1496103,0.1524608,0.0093242,0.0118559,0.0373081,0.0263595,0.0181308,0.0405627
CCCCN1C(=O)C(C)N=C(c2cc(Cl)ccc12)C3CCCCC3,0.0537856,0.1347972,0.0998401,0.0784733,0.0428216,0.0573540,0.1536949,0.0959992,0.0868591,0.0296134,0.0382077,0.1046491,0.0686291,0.0596520,0.0061485,0.0067546,0.0183973,0.0139222
CC(C)CCN1C(=O)C(C)N=C(c2cc(Cl)ccc12)C3CCCCC3,0.0111853,0.0385964,0.0444577,0.1182385,0.0816203,0.0649855,0.0139732,0.0220372,0.1044373,0.0507576,0.0262497,0.0661834,0.0967806,0.2929925,0.1765291,0.1075788,0.1404794,0.1598455
CC1N=C(c2cc(Cl)ccc2N(CC3CCCCC3)C1=O)C4CCCCC4,0.3972521,0.2232411,0.1786708,0.0116469,0.0156129,0.0605257,0.0363422,0.0196924,0.2310833,0.5390834,0.5140833,0.4150833,0.4070833,0.2300833,0.5837500,0.5077500,0.4457500,0.4160833
CC1N=C(c2cc(C#N)ccc2NC1=O)C3CCCCC3,0.2257500,0.5284167,0.4974167,0.4250833,0.3784167,0.2001667,0.4282500,0.4332500,0.3634167,0.3329167,0.2023333,0.4857500,0.4687500,0.3987500,0.3770833,0.1969333,0.4677500,0.4577500
CC1N=C(c2cc(C#N)ccc2N(C)C1=O)C3CCCCC3,0.3687500,0.3440833,0.2210833,0.5132500,0.5037500,0.4222500,0.3780833,0.1966667,0.3937500,0.4081500,0.3484833,0.3024833,0.2207500,0.5697500,0.5237500,0.4434167,0.4027500,0.2120000
CCCCN1C(=O)C(C)N=C(c2cc(C#N)ccc12)C3CCCCC3,0.7520000,0.6500000,0.5416667,0.4720000,0.1260000,0.9380000,0.6883333,0.6436667,0.5526667,0.1690000,0.8173333,0.6713333,0.5986667,0.4760000,0.1585000,0.6655000,0.5535000,0.4850000
CC(C)CCN1C(=O)C(C)N=C(c2cc(C#N)ccc12)C3CCCCC3,0.4031667,0.1490000,0.7880000,0.6370000,0.5786667,0.4860000,0.1296000,0.7360000,0.6160000,0.5430000,0.4333333,0.1610000,0.7975000,0.6530000,0.5911667,0.4650000,0.1848333,0.5700000
CC1N=C(c2cc(C#N)ccc2N(CC3CCCCC3)C1=O)C4CCCCC4,0.4934000,0.4657333,0.3857333,0.1590000,0.8710000,0.7030000,0.6376666,0.4980000,0.4250000,0.7412667,0.6886000,0.6256000,0.5727333,0.3578333,0.8086666,0.6950000,0.6520000,0.5678000
CC1N=C(c2cc(ccc2NC1=O)N(C)C)C3CCCCC3,0.3773333,0.7400000,0.6763333,0.6373333,0.5454667,0.3325952,0.6422619,0.6085953,0.5595952,0.4810619,0.3293333,0.7246667,0.6600000,0.6290000,0.5131333,0.3354000,0.6866667,0.6430000
CC1N=C(c2cc(ccc2N(C)C1=O)N(C)C)C3CCCCC3,0.6060000,0.4911333,0.3566667,0.7346666,0.6740000,0.6410000,0.5181333,0.3670000,0.6238334,0.5929000,0.5602334,0.4842000,0.3593333,0.7910000,0.7000000,0.6710000,0.5491334,0.4155833
CCCCN1C(=O)C(C)N=C(c2cc(ccc12)N(C)C)C3CCCCC3,0.5185834,0.5715833,0.4689167,0.4765833,0.4495833,0.5399167,0.5439166,0.4829167,0.4779167,0.3832500,0.4792500,0.5032500,0.4332500,0.4152500,0.3326667,0.4103333,0.4490833,0.3698333
CC(C)CCN1C(=O)C(C)N=C(c2cc(ccc12)N(C)C)C3CCCCC3,0.3523333,0.3658333,0.4435000,0.4862500,0.4045000,0.4025000,0.3648333,0.4475000,0.4882500,0.4055000,0.3955000,0.3945833,0.4677500,0.5062500,0.4257500,0.4097500,0.3246667,0.3880000
CC1N=C(c2cc(ccc2N(CC3CCCCC3)C1=O)N(C)C)C4CCCCC4,0.4221500,0.3590667,0.3374000,0.3962500,0.5172500,0.5332500,0.4622500,0.4392500,0.5433334,0.6300000,0.6450000,0.5750000,0.4768333,0.5710000,0.7430000,0.6760000,0.6300000,0.5458333
CC1N=C(c2cc(F)ccc2NC1=O)C3CCCCC3,0.5493333,0.6663333,0.6440000,0.5933333,0.4678333,0.4696667,0.5716667,0.5626667,0.4946667,0.3988333,0.3340000,0.4460000,0.5460000,0.5140000,0.4760000,0.4009000,0.4242000,0.5463333
CC1N=C(c2cc(F)ccc2N(C)C1=O)C3CCCCC3,0.4975333,0.4782000,0.3165333,0.3412000,0.4980000,0.4472000,0.4132000,0.3520333,0.3757000,0.5365000,0.4837000,0.4592000,0.3621667,0.3846667,0.5266666,0.4640000,0.4306667,0.3472000
CCCCN1C(=O)C(C)N=C(c2cc(F)ccc12)C3CCCCC3,0.3762000,0.5370000,0.4802000,0.4332000,0.3650333,0.4117000,0.5340000,0.4837000,0.4337000,0.3395000,0.3720000,0.4980000,0.4340000,0.4200000,0.3695333,0.3932000,0.5320000,0.4912000
CC(C)CCN1C(=O)C(C)N=C(c2cc(F)ccc12)C3CCCCC3,0.4652000,0.3133000,0.3775000,0.5010000,0.4706667,0.4593000,0.3670000,0.3990000,0.5380000,0.4620000,0.4588000,0.2703000,0.2965000,0.4540000,0.3940000,0.3913000,0.3006333,0.3478333
CC1N=C(c2cc(F)ccc2N(CC3CCCCC3)C1=O)C4CCCCC4,0.4840000,0.4373333,0.4246333,0.2963000,0.3325000,0.4736667,0.4303333,0.3993000,0.3058000,0.3080000,0.4830000,0.4270000,0.4068000,0.3103000,0.3565000,0.4770000,0.4350000,0.4293000
CC1N=C(c2cc(Br)ccc2NC1=O)C3CCCCC3,0.2815000,0.3105000,0.4530000,0.3910000,0.3865000,0.3044000,0.3306000,0.5056000,0.4656000,0.4494000,0.3193000,0.3945000,0.4950000,0.4856667,0.4503000,0.3683000,0.3990000,0.5086667
CC1N=C(c2cc(Br)ccc2N(C)C1=O)C3CCCCC3,0.4676667,0.4301333,0.3103000,0.3325000,0.4566667,0.4266667,0.3866333,0.3366333,0.3758333,0.4976667,0.4560000,0.4259667,0.3263000,0.3605000,0.4736667,0.4400000,0.4206333,0.3658000
CCCCN1C(=O)C(C)N=C(c2cc(Br)ccc12)C3CCCCC3,0.3935000,0.5225000,0.4826667,0.4441333,0.3508000,0.3950000,0.5016667,0.4711667,0.4231333,0.3155000,0.3225000,0.4210000,0.3960000,0.3765000,0.3237333,0.3599333,0.5016000,0.4679333
CC(C)CCN1C(=O)C(C)N=C(c2cc(Br)ccc12)C3CCCCC3,0.4460667,0.3840000,0.4313333,0.5000000,0.4720000,0.4300000,0.3884000,0.3518667,0.5030000,0.4222000,0.3902000,0.3595333,0.3265333,0.4750000,0.4012000,0.3732000,0.4085333,0.3517000
CC1N=C(c2cc(Br)ccc2N(CC3CCCCC3)C1=O)C4CCCCC4,0.5055000,0.4397000,0.4252000,0.3966667,0.3443333,0.4720000,0.4010000,0.3750000,0.3722000,0.3255333,0.5000000,0.4042000,0.3752000,0.4155333,0.3585333,0.4920000,0.4152000,0.3672000
CC1N=C(c2cc(I)ccc2NC1=O)C3CCCCC3,0.3725000,0.2953333,0.4350000,0.3480000,0.3380000,0.3795333,0.3285333,0.4970000,0.4132000,0.3912000,0.3100000,0.3083333,0.4230000,0.3826667,0.3820000,0.3472000,0.3043333,0.4660000
CC1N=C(c2cc(I)ccc2N(C)C1=O)C3CCCCC3,0.3920000,0.3700000,0.2945000,0.2693333,0.4260000,0.3500000,0.3460000,0.3688333,0.3258333,0.4425000,0.3958333,0.3933333,0.3007000,0.4424333,0.5255666,0.4494333,0.4351000,0.2597667
CCCCN1C(=O)C(C)N=C(c2cc(I)ccc12)C3CCCCC3,0.3851000,0.4660667,0.3604333,0.3659333,0.2744333,0.3771000,0.4664000,0.3954333,0.3937667,0.3289333,0.4432667,0.4962333,0.4286000,0.4232667,0.2699333,0.3979333,0.4759000,0.3802667
CC(C)CCN1C(=O)C(C)N=C(c2cc(I)ccc12)C3CCCCC3,0.3879333,0.2224333,0.3704333,0.4689000,0.3757667,0.3704333,0.2728333,0.4088333,0.4779667,0.3991667,0.4088333,0.2265333,0.3078333,0.3668000,0.3001667,0.3218333,0.1953333,0.3200000
CC1N=C(c2cc(I)ccc2N(CC3CCCCC3)C1=O)C4CCCCC4,0.3841000,0.3140000,0.3233333,0.1866667,0.2560000,0.3880000,0.2940000,0.3321000,0.0553333,0.0820000,0.2740000,0.1370000,0.1976000,0.1320000,0.1700000,0.3165000,0.2180000,0.2561000
CC1N=C(c2cc(ccc2NC1=O)C(N)=O)C3CCCCC3,0.1710000,0.2253333,0.3423333,0.2503333,0.2849333,0.1193333,0.1723333,0.3183333,0.2083333,0.2619333,0.0740000,0.1480000,0.3100000,0.1890000,0.2361000,0.1240000,0.1740000,0.3190000
CC1N=C(c2cc(ccc2N(C)C1=O)C(N)=O)C3CCCCC3,0.2070000,0.2685000,0.1052000,0.1620000,0.2650000,0.1840000,0.2520000,0.0820000,0.1620000,0.2900000,0.1820000,0.2280000,0.4500000,0.5560000,0.5726666,0.5310000,0.5780000,0.3553333
CCCCN1C(=O)C(C)N=C(c2cc(ccc12)C(N)=O)C3CCCCC3,0.4170000,0.4826667,0.4150000,0.4653333,0.3970000,0.4756667,0.5088333,0.4666667,0.5033333,0.4260000,0.5410000,0.5526667,0.5120000,0.5523334,0.3975000,0.4915000,0.5466667,0.4745000
CC(C)CCN1C(=O)C(C)N=C(c2cc(ccc12)C(N)=O)C3CCCCC3,0.5273333,0.3800000,0.4740000,0.5246667,0.4720000,0.5133333,0.3980000,0.4890000,0.5266666,0.4820000,0.5283333,0.3401667,0.4370000,0.4678333,0.4161667,0.4745000,0.3550000,0.4690000
CC1N=C(c2cc(ccc2N(CC3CCCCC3)C1=O)C(N)=O)C4CCCCC4,0.4776667,0.4450000,0.4783333,0.4078000,0.4220000,0.4896333,0.4433333,0.4450000,0.3493333,0.3820000,0.4416333,0.3713333,0.3733333,0.3603333,0.3510000,0.4284667,0.3903333,0.3916667
CC1N=C(c2cc(ccc2NC1=O)[N+](=O)[O-])C3CCCCC3,0.4119333,0.4512667,0.4852333,0.4516000,0.4612667,0.3653333,0.3693333,0.4209667,0.3646667,0.3753333,0.3463333,0.3603333,0.4259667,0.3756667,0.3763333,0.3843333,0.3983333,0.4436333
CC1N=C(c2cc(ccc2N(C)C1=O)[N+](=O)[O-])C3CCCCC3,0.4036667,0.4163333,0.3110333,0.3080000,0.3509667,0.3261667,0.3348333,0.2823333,0.3020000,0.3487667,0.3120000,0.3273333,0.2530000,0.2246667,0.3320000,0.2670000,0.3390000,0.1783333
CCCCN1C(=O)C(C)N=C(c2cc(ccc12)[N+](=O)[O-])C3CCCCC3,0.1220000,0.2520000,0.1760000,0.2410000,0.2150000,0.1580000,0.2715000,0.2200000,0.2550000,0.2500000,0.2233333,0.3133333,0.2553333,0.3129333,0.1820000,0.1420000,0.1820000,0.1800000
CC(C)CCN1C(=O)C(C)N=C(c2cc(ccc12)[N+](=O)[O-])C3CCCCC3,0.1480000,0.1160000,0.1020000,0.1540000,0.1320000,0.1160000,0.1760000,0.1420000,0.1700000,0.1700000,0.1460000,0.2120000,0.2220000,0.2140000,0.2200000,0.1920000,0.1280000,0.0960000
CC1N=C(c2cc(ccc2N(CC3CCCCC3)C1=O)[N+](=O)[O-])C4CCCCC4,0.1380000,0.1240000,0.1140000,0.1320000,0.1120000,0.1500000,0.1320000,0.1260000,0.1240000,0.0980000,0.1420000,0.1280000,0.1100000,0.1960000,0.1700000,0.1880000,0.1960000,0.1680000
CC1N=C(c2ccccc2)c3ccccc3NC1=O,0.6040000,0.8060000,0.8080000,0.7780000,0.7819999,0.2200000,0.2200000,0.2020000,0.2100000,0.1760000,0.0720000,0.0460000,0.1480000,0.1260000,0.1120000,0.2180000,0.2120000,0.1880000
CC1N=C(c2ccccc2)c3ccccc3N(C)C1=O,0.2000000,0.1700000,0.2640000,0.2640000,0.2320000,0.2380000,0.2180000,0.1180000,0.0960000,0.1460000,0.1400000,0.1220000,0.1140000,0.0960000,0.1520000,0.1400000,0.1280000,0.0980000
CCCCN1C(=O)C(C)N=C(c2ccccc2)c3ccccc13,0.0780000,0.1400000,0.1380000,0.1140000,0.2520000,0.2580000,0.2040000,0.2200000,0.1880000,0.4460000,0.7560000,0.8060000,0.7780000,0.7740000,0.3060000,0.2980000,0.2540000,0.2600000
CC(C)CCN1C(=O)C(C)N=C(c2ccccc2)c3ccccc13,0.2120000,0.1380000,0.1360000,0.2320000,0.2120000,0.1800000,0.2820000,0.2720000,0.2360000,0.2440000,0.2040000,0.3060000,0.3240000,0.2920000,0.2920000,0.2720000,0.1700000,0.1760000
CC1N=C(c2ccccc2)c3ccccc3N(CC4CCCCC4)C1=O,0.2200000,0.2140000,0.1780000,0.1800000,0.1740000,0.2240000,0.2120000,0.1780000,0.1580000,0.1480000,0.2020000,0.2040000,0.1580000,0.3120000,0.3140000,0.2420000,0.2260000,0.2240000
