smiles,NOCount,NumRadicalElectrons,MinPartialCharge,MaxAbsPartialCharge,NHOHCount,ExactMolWt,NumSaturatedCarbocycles,NumAliphaticHeterocycles,FpDensityMorgan1,NumAromaticHeterocycles,NumValenceElectrons,NumRotatableBonds,NumAromaticCarbocycles,NumAliphaticCarbocycles,NumHDonors,FpDensityMorgan3,NumAromaticRings,HeavyAtomMolWt,NumSaturatedRings,MolWt,NumHAcceptors,NumHeteroatoms,NumSaturatedHeterocycles,NumAliphaticRings,MaxPartialCharge,RingCount,FpDensityMorgan2,FractionCSP3,HeavyAtomCount,inchi_key
CN(C)S(=O)(=O)c1cccc(c1)C(=O)N(c2ccccc2)c3nc(C)cs3,6,0,-0.2682209,0.2682209,0,401.0867920,0,0,1.0370370,1,140,5,2,0,0,2.3333333,3,382.3609924,0,401.5130005,5,8,0,0,0.2642002,3,1.7407408,0.1578947,27,TZVREMFEEQYKGV-UHFFFAOYSA-N
COc1ccc(cc1)N2CCN(CC2)C(=O)C(=O)c3cn(CC(=O)N4CCCCCC4)c5ccccc35,8,0,-0.4967659,0.4967659,0,502.2579956,0,2,0.7837838,1,194,6,2,0,0,2.1351352,3,468.3429871,2,502.6149902,6,8,2,2,0.2946663,5,1.4594594,0.4137931,37,BOUWZTWOQJURSC-UHFFFAOYSA-N
Cn1c(SCC(=O)Nc2ccc(NC(=O)c3ccccc3F)cc2)nnc1c4ccncc4,8,0,-0.3253632,0.3253632,2,462.1274109,0,0,0.9393939,2,166,7,2,0,2,2.3030303,4,443.3580017,0,462.5100098,7,10,0,0,0.2581337,4,1.6060606,0.0869565,33,UVJWWLCZCGXXBB-UHFFFAOYSA-N
CCOC(=O)C1=CN(c2nc(cs2)c3ccc(Cl)c(Cl)c3)c4c(F)c(N5CCOCC5)c(F)cc4C1=O,7,0,-0.4622490,0.4622490,0,565.0441284,0,1,1.1891892,2,192,5,2,0,0,2.6486487,4,547.2609863,1,566.4130249,8,12,1,1,0.3431673,5,1.9459460,0.2400000,37,DZMUHGJHOUZIHS-UHFFFAOYSA-N
CCN1C(=S)O\C(=C/2\C=Cc3ccccc3N2CC)\C1=O,4,0,-0.4232666,0.4232666,0,300.0932617,0,2,1.0952381,0,108,2,1,0,0,2.4761906,1,284.2550049,1,300.3829956,4,5,1,2,0.2988048,3,1.8095238,0.2500000,21,FYHWWYUCIGKACZ-YPKPFQOOSA-N
O=C1C(Cc2c[nH]c3ccccc23)NC(=S)N1Cc4ccccc4,4,0,-0.3608885,0.3608885,2,335.1092224,0,1,1.0416666,1,120,4,2,0,2,2.6250000,3,318.2959900,1,335.4320068,2,5,1,1,0.2514492,4,1.7916666,0.1578947,24,DWYPPIGSSKJBOL-UHFFFAOYSA-N
CCN1CCN(Cc2cccc(Oc3ccccc3)c2)CC1,3,0,-0.4573731,0.4573731,0,296.1888733,0,1,0.8181818,0,116,5,2,0,0,2.2272727,2,272.2219849,1,296.4140015,3,3,1,1,0.1272524,3,1.5000000,0.3684210,22,XPEAQMFGWXPDJU-UHFFFAOYSA-N
CCOC(=O)c1cc(nc2c1c(C)nn2CCC#N)c3ccc4OCCOc4c3,8,0,-0.4861469,0.4861469,0,392.1484680,0,1,1.2758621,2,148,5,1,0,0,2.8275862,3,372.2550049,0,392.4150085,8,8,0,1,0.3385146,4,2.0689654,0.3333333,29,SYJXSLUBRLRMKP-UHFFFAOYSA-N
CCCCCOC(=O)c1[nH]c2CC(CC(=O)c2c1C)c3occc3,5,0,-0.4690437,0.4690437,1,329.1627197,0,0,1.3750000,2,128,6,0,1,1,2.9166667,2,306.2120056,0,329.3959961,4,5,0,1,0.3545397,3,2.2083333,0.4736842,24,NDCBMQWFBWYBLK-UHFFFAOYSA-N
Cc1cccc(CSC2=NCCN2C(=O)c3occc3)c1,4,0,-0.4591819,0.4591819,0,300.0932617,0,1,1.3809524,1,108,3,1,0,0,3.0476191,2,284.2550049,0,300.3829956,4,5,0,1,0.2950730,3,2.2857144,0.2500000,21,PPFRZBAPTOIPKP-UHFFFAOYSA-N
CC(C)Sc1nc2ccc(cc2s1)N3C(=O)C4CCCCC4C3=O,4,0,-0.2736844,0.2736844,0,360.0966187,1,1,1.1666666,1,126,3,1,1,0,2.4583333,2,340.3439941,2,360.5039978,5,6,1,2,0.2371813,4,1.8333334,0.5000000,24,QUWHDAOYMJCXSQ-UHFFFAOYSA-N
N=C(Cc1cccc2ccccc12)NOC(=O)COc3ccccc3,5,0,-0.4818133,0.4818133,2,334.1317444,0,0,0.9200000,0,126,5,3,0,2,2.4800000,3,316.2309875,0,334.3750000,4,5,0,0,0.3686694,3,1.6400000,0.1000000,25,CWMVWTONQBNICO-UHFFFAOYSA-N
Cc1nnc(SCC(=O)NCc2occc2)nc1O,7,0,-0.4918769,0.4918769,2,280.0630188,0,0,1.5263158,2,100,5,0,0,2,3.0526316,2,268.2130127,0,280.3089905,7,8,0,0,0.2368008,2,2.3684211,0.2727273,19,PIKQQQDJZFAMOT-UHFFFAOYSA-N
COc1ccc(cc1)C(CNC(=O)Cc2ccc(Cl)c(Cl)c2)N3CCCCC3,4,0,-0.4967682,0.4967682,1,420.1371460,0,1,1.0714285,0,150,7,2,0,1,2.4285715,2,395.1600037,1,421.3680115,3,6,1,1,0.2239872,3,1.7857143,0.4090909,28,GDOIZIIIUMTIQH-UHFFFAOYSA-N
CCOc1ccccc1NC(=O)c2nnn(CC(=O)Nc3ccc4OCOc4c3)c2N,11,0,-0.4917007,0.4917007,4,424.1495056,0,1,1.1612903,1,160,7,2,0,3,2.8064516,3,404.2569885,0,424.4169922,9,11,0,1,0.2796936,4,1.9677420,0.2000000,31,AIRYGQMCQGUCHU-UHFFFAOYSA-N
COc1ccc(NC(=O)c2cc(on2)c3ccccc3Cl)cc1,5,0,-0.4967659,0.4967659,1,328.0614624,0,0,1.1739130,1,116,4,2,0,1,2.6086957,3,315.6510010,0,328.7550049,4,6,0,0,0.2773648,3,1.9130435,0.0588235,23,QOYWZABNPYYXPP-UHFFFAOYSA-N
CCS(=O)(=O)c1ccc2oc(SCC(=O)NC34CC5CC(CC(C5)C3)C4)nc2c1,6,0,-0.4313494,0.4313494,1,434.1333923,4,0,1.2068965,1,156,6,1,4,1,2.4827585,2,408.3750000,4,434.5830078,6,8,0,4,0.2567381,6,1.8620690,0.6190476,29,NUYDRUODEKYWAI-UHFFFAOYSA-N
CCCS(=O)(=O)c1nc(c(s1)N2CCN(C)CC2)S(=O)(=O)c3ccc(C)cc3,7,0,-0.3584234,0.3584234,0,443.1007080,0,1,1.0357143,1,154,6,1,0,0,2.2142856,2,418.4159851,1,443.6159973,8,10,1,1,0.2263757,3,1.6428572,0.5000000,28,DOOFBXHJSDFBMR-UHFFFAOYSA-N
CC(C)NS(=O)(=O)c1ccc(OCC(=O)N(C)Cc2ccccc2)cc1,6,0,-0.4837784,0.4837784,1,376.1456909,0,0,1.0769231,0,140,8,2,0,1,2.2692308,2,352.2860107,0,376.4779968,4,7,0,0,0.2600462,2,1.6923077,0.3157895,26,JBHPEVXHXKWFQT-UHFFFAOYSA-N
Cc1cc(C)nc(N=C(NC(=O)Nc2ccc(Cl)c(Cl)c2)Nc3cccc(Cl)c3)n1,7,0,-0.3255171,0.3255171,3,462.0529480,0,0,0.8666667,1,154,3,2,0,3,2.2333333,3,446.6199951,0,463.7560120,4,10,0,0,0.3255111,3,1.5666667,0.1000000,30,IFUAJDJYLSHWPV-UHFFFAOYSA-N
O=C(Nc1ccc(cc1)c2nc3ccccc3s2)C4=COCCO4,5,0,-0.4935616,0.4935616,1,338.0725098,0,1,1.0833334,1,120,3,2,0,1,2.6666667,3,324.2760010,0,338.3880005,5,6,0,1,0.2935160,4,1.9166666,0.1111111,24,RGGAAXYCRNLRAC-UHFFFAOYSA-N
COc1cc2CCN(Cc2cc1OC)C(=O)CSc3nc4nncc4c(O)n3c5ccccc5,9,0,-0.4935840,0.4935840,1,477.1470642,0,3,1.1176471,0,174,6,2,0,1,2.5882354,2,454.3619995,0,477.5459900,9,10,0,3,0.2328592,5,1.8529412,0.2500000,34,RQOMYKCMCZMPFT-UHFFFAOYSA-N
CCCn1nnc(NC(=O)c2sc3ccccc3c2Cl)n1,6,0,-0.2869825,0.2869825,1,321.0451050,0,0,1.4285715,2,108,4,1,0,1,3.0000000,3,309.6969910,0,321.7929993,6,8,0,0,0.2698228,3,2.2380953,0.2307692,21,RQGOJJLTDADSHX-UHFFFAOYSA-N
CCC1CCC(CC1)C(=O)NC(C(C)C)C(=O)NCCCN2CCCCC2C,5,0,-0.3542598,0.3542598,2,393.3355408,1,1,1.0714285,0,162,9,0,1,2,2.3928571,0,350.2720032,2,393.6159973,3,5,1,2,0.2423456,2,1.7857143,0.9130435,28,PHMYQMYDBRMTEN-UHFFFAOYSA-N
CC(Oc1ccc(Cl)cc1Cl)C(=O)NC(=S)N2CCc3ccccc23,4,0,-0.4793249,0.4793249,1,394.0309448,0,1,1.2800000,0,130,3,2,0,1,2.8000000,2,379.1830139,0,395.3110046,3,7,0,1,0.2663994,3,2.0400000,0.2222222,25,DJKYPVJRDDEMNQ-UHFFFAOYSA-N
CC(=O)Nc1ccc(OCc2cnc(Cl)s2)cc1,4,0,-0.4880131,0.4880131,1,282.0229797,0,0,1.4444444,1,94,4,1,0,1,2.7222223,2,271.6640015,0,282.7520142,4,6,0,0,0.2207474,2,2.1666667,0.1666667,18,OLHYVCWBLVSYGF-UHFFFAOYSA-N
O=C(CNC(=O)c1cccs1)N2CCN(CC2)c3ncccn3,7,0,-0.3422684,0.3422684,1,331.1102905,0,1,1.1304348,2,120,4,0,0,1,2.5217392,2,314.2650146,1,331.4010010,6,8,1,1,0.2612795,3,1.8695652,0.3333333,23,WAZXXDCGZGYRBY-UHFFFAOYSA-N
COc1ccc(NC(=O)C2=CN=C3SC=CN3C2=O)cc1,6,0,-0.4967659,0.4967659,1,301.0521240,0,0,1.3333334,2,106,3,1,0,1,2.8095238,3,290.2390137,0,301.3269958,6,7,0,0,0.2708794,3,2.0952382,0.0714286,21,SXUIZAKTEAVQHC-UHFFFAOYSA-N
CCOC(=O)C1CCN(CC1)C(=O)C(CC)c2ccccc2,4,0,-0.4657640,0.4657640,0,303.1834412,0,1,1.1818181,0,120,5,1,0,0,2.3636363,1,278.2019958,1,303.4020081,3,4,1,1,0.3085533,2,1.8181819,0.5555556,22,KOUNKLPSPIXTIL-UHFFFAOYSA-N
[O-][N+](=O)c1oc(cc1)C(=O)Nc2nc3cc4OCCOc4cc3s2,9,0,-0.4860908,0.4860908,1,347.0212097,0,1,1.2500000,2,122,3,1,0,1,2.7083333,3,338.2359924,0,347.3080139,8,10,0,1,0.4332028,4,2.0000000,0.1428571,24,CHWWTKZTGOUXGX-UHFFFAOYSA-N
Oc1nc2ccc(cc2nc1O)S(=O)(=O)N3CCCCC3,7,0,-0.4894326,0.4894326,2,309.0783386,0,1,0.9523810,1,112,2,1,0,2,2.2380953,2,294.2269897,1,309.3469849,6,8,1,1,0.2755446,3,1.5714285,0.3846154,21,CQGKIWBZJPRYKI-UHFFFAOYSA-N
CCOC(=O)C1=C(O)C(=O)NC(=C(C1)OCC)c2ccccc2,6,0,-0.5026411,0.5026411,2,317.1263123,0,1,1.2173913,0,122,5,1,0,2,2.5217392,1,298.1889954,0,317.3410034,5,6,0,1,0.3379367,2,1.9130435,0.2941177,23,ZJKGXVNHVGUIQH-UHFFFAOYSA-N
Clc1ccccc1CN2CCN(CC(=O)NC3CCCCCCC3)C2=O,5,0,-0.3518320,0.3518320,1,377.1870117,1,1,1.0384616,0,142,5,1,1,1,2.4230769,1,349.6919861,2,377.9159851,2,6,1,2,0.3204013,3,1.6923077,0.6000000,26,ZAQQYUKJIVWPMN-UHFFFAOYSA-N
CN=C(S)N(CCc1ccc(cc1)S(=O)(=O)N)C2CC(=O)N(C2=O)c3ccccc3F,8,0,-0.3387743,0.3387743,2,464.0988159,0,1,1.2258065,0,164,6,2,0,2,2.4516129,2,443.3760071,1,464.5440063,5,11,1,1,0.2566595,3,1.8709677,0.2500000,31,JRYPPJPGUSMCAU-UHFFFAOYSA-N
Cc1ccn(CC(=O)NC2CC(C)(C)Cc3c2cnn3c4ccc(F)cc4)n1,6,0,-0.3475395,0.3475395,1,381.1965027,0,0,1.2857143,2,146,4,1,1,1,2.7142856,3,357.2630005,0,381.4549866,5,7,0,1,0.2417136,4,2.0357144,0.3809524,28,KPSYTGZFFOHSLF-UHFFFAOYSA-N
CC1=C(C#N)C(=O)N(CCO)C(=C1)O,5,0,-0.4943579,0.4943579,2,194.0691376,0,0,1.6428572,1,74,2,0,0,2,2.7857144,1,184.1100006,0,194.1900024,5,5,0,0,0.2710854,1,2.2857144,0.3333333,14,UXZFDLQNZDPYDE-UHFFFAOYSA-N
Cc1nn(c(N)c1c2ccccc2)c3ccc(cc3)[N+](=O)[O-],6,0,-0.3830593,0.3830593,2,294.1116638,0,0,1.0909091,1,110,3,2,0,1,2.3181818,3,280.2019958,0,294.3139954,5,6,0,0,0.2690782,3,1.7272727,0.0625000,22,NGFAJVJDKJXIRF-UHFFFAOYSA-N
Cl.CCN1CCN(CCC(=O)Nc2cccc(C)c2)CC1,4,0,-0.3260459,0.3260459,1,311.1764526,0,1,1.1904762,0,118,5,1,0,1,2.4761906,1,285.6489868,1,311.8569946,3,5,1,1,0.2251599,2,1.8571428,0.5625000,21,NTDPSMJORRLUSK-UHFFFAOYSA-N
COc1ccc(cc1)C2=COc3cc(OC(=O)N4CCOCC4)ccc3C2=O,7,0,-0.4967678,0.4967678,0,381.1212463,0,1,1.0357143,1,144,3,2,0,0,2.4642856,3,362.2319946,1,381.3840027,6,7,1,1,0.4148905,4,1.7500000,0.2380952,28,QWDDAJDLPVJVQX-UHFFFAOYSA-N
COc1ccc(CN2CN(CSC2=S)C3CCCC3)cc1,3,0,-0.4967682,0.4967682,0,322.1173401,1,1,1.2380953,0,114,4,1,1,0,2.6190476,1,300.3229980,2,322.4989929,4,5,1,2,0.1384850,3,1.9523809,0.5625000,21,MLQFWHLNVVMKIO-UHFFFAOYSA-N
CC1(OCCO1)c2ccc3noc(c4cccc(F)c4)c3c2,4,0,-0.3550230,0.3550230,0,299.0957642,0,1,1.0909091,1,112,2,2,0,0,2.6818182,3,285.1889954,1,299.3009949,4,5,1,1,0.1916278,4,1.9090909,0.2352941,22,SSFSWEZUKLFWJL-UHFFFAOYSA-N
COC(=O)c1cc(NC(=O)c2c(C)onc2c3c(Cl)cccc3Cl)ccc1N4CCOCC4,8,0,-0.4653608,0.4653608,1,489.0858154,0,1,1.1212121,1,172,5,2,0,1,2.4848485,3,469.1749878,1,490.3429871,7,10,1,1,0.3395467,4,1.8181819,0.2608696,33,YBMUDNAKHLMVRP-UHFFFAOYSA-N
Cn1c(SCc2cc(O)nc3ccccc23)nnc1c4ccc(Br)cc4,5,0,-0.4932463,0.4932463,1,426.0149841,0,0,1.0769231,2,130,4,2,0,1,2.6538463,4,412.2070007,0,427.3269958,6,7,0,0,0.2111066,4,1.8461539,0.1052632,26,PMAHAGHAGCWXID-UHFFFAOYSA-N
CCOC(=O)C1=CC2=C(N=C3C=CC(=CN3C2=O)C)N(Cc4cccnc4)C1=N,8,0,-0.4622925,0.4622925,1,389.1488037,0,0,1.2758621,4,146,4,0,0,1,2.8275862,4,370.2630005,0,389.4150085,8,8,0,0,0.3414189,4,2.1034484,0.1904762,29,VQGDCICFXJACPE-UHFFFAOYSA-N
COc1ccc(cc1[N+](=O)[O-])S(=O)(=O)Nc2ccc(NC(=O)C)cc2,9,0,-0.4901349,0.4901349,2,365.0681458,0,0,1.1200000,0,132,6,2,0,2,2.2400000,2,350.2470093,0,365.3670044,6,10,0,0,0.3117783,2,1.7200000,0.1333333,25,IHFNBYIEAVFRKS-UHFFFAOYSA-N
CCc1n[nH]c(SCc2oc(cc2)C(=O)OC)n1,6,0,-0.4631559,0.4631559,1,267.0677490,0,0,1.5555556,2,96,5,0,0,1,3.0555556,2,254.2059937,0,267.3099976,6,7,0,0,0.3734498,2,2.3888888,0.3636364,18,MRUVLQCYECBYFX-UHFFFAOYSA-N
CCCNC(=O)c1ccccc1NS(=O)(=O)c2ccc3OCCOc3c2,7,0,-0.4861462,0.4861462,2,376.1092834,0,1,1.0769231,0,138,6,2,0,2,2.5769231,2,356.2739868,0,376.4339905,5,8,0,1,0.2615554,3,1.8076923,0.2777778,26,KLRUGLPHGGDSJU-UHFFFAOYSA-N
CC1CC2=C(S1)C(=O)N(C)C(=N2)SCC(=O)OCc3ccccc3,5,0,-0.4601840,0.4601840,0,362.0758972,0,1,1.4166666,1,126,5,1,0,0,2.9166667,2,344.3320007,0,362.4760132,7,7,0,1,0.3162154,3,2.1666667,0.3529412,24,CBKKUJFIDGZJGX-UHFFFAOYSA-N
CCOC(=O)C1=C(COC(=O)COc2ccc(cc2)C#N)NC(=O)NC1C,9,0,-0.4819113,0.4819113,2,373.1273804,0,1,1.2222222,0,142,7,1,0,2,2.5555556,1,354.2130127,0,373.3649902,7,9,0,1,0.3440467,2,1.9259260,0.3333333,27,LLCYUXOOJBBKAR-UHFFFAOYSA-N
CNC(=O)CN1C(=O)NC(C1=O)(c2ccccc2)c3ccccc3,6,0,-0.3576199,0.3576199,2,323.1269836,0,1,1.0000000,0,122,4,2,0,2,1.9583334,2,306.2160034,1,323.3519897,3,6,1,1,0.3255541,3,1.5000000,0.1666667,24,FEOJSMSDRHNZND-UHFFFAOYSA-N
Clc1ccc(cc1Cl)c2onc(CN3CCCCC3)c2,3,0,-0.3559852,0.3559852,0,310.0639648,0,1,1.0500000,1,106,3,1,0,0,2.5999999,2,295.0840149,1,311.2120056,3,5,1,1,0.1667219,3,1.8500000,0.4000000,20,MIMHMLBEMDVDSD-UHFFFAOYSA-N
Fc1ccccc1CNC(=O)CCC2CCCN(C2)C(=O)c3cccnc3,5,0,-0.3519181,0.3519181,1,369.1852417,0,1,1.2222222,1,142,6,1,0,1,2.8518519,2,345.2479858,1,369.4400024,3,6,1,1,0.2549252,3,2.0740740,0.3809524,27,REIRUGFLXBSRDP-UHFFFAOYSA-N
Cc1ccsc1\C=C(/C#N)\C(=O)NCc2cccnc2,4,0,-0.3472801,0.3472801,1,283.0779419,0,0,1.5500000,2,100,4,0,0,1,3.0000000,2,270.2520142,0,283.3559875,4,5,0,0,0.2617512,2,2.4000001,0.1333333,20,QWEJNWSRYGSBTG-NTUHNPAUSA-N
COc1ccc(cc1OC)c2nnc3ccc(SCC(=O)N4CCCCC4)nn23,8,0,-0.4928695,0.4928695,0,413.1521606,0,1,1.0344827,2,152,6,1,0,0,2.5862069,3,390.3190002,1,413.5029907,8,9,1,1,0.2324897,4,1.8275862,0.4000000,29,XCFOZFJWQFWATI-UHFFFAOYSA-N
CN(C1CCCCC1)C(=O)c2sc3ncnc(N4CCN(CC4)c5ccccc5)c3c2C,6,0,-0.3679832,0.3679832,0,449.2249451,1,1,1.0000000,2,168,4,1,1,0,2.4062500,3,418.3760071,2,449.6239929,6,7,1,2,0.2637877,5,1.6875000,0.4800000,32,GPNHUHAVTBNRMH-UHFFFAOYSA-N
CCOc1ccc(cc1)C(=O)Nc2cnn(Cc3ccc(Cl)c(Cl)c3)c2,5,0,-0.4938893,0.4938893,1,389.0697937,0,0,1.1538461,1,134,6,2,0,1,2.6153846,3,373.1340027,0,390.2699890,4,7,0,0,0.2552476,3,1.9230769,0.1578947,26,LVYLRHZFTXQJCR-UHFFFAOYSA-N
COc1cc(ccc1OC(=O)CN2C(=O)c3ccccc3C2=O)C(=O)C,7,0,-0.4928178,0.4928178,0,353.0899353,0,1,0.9615384,0,132,5,2,0,0,2.1153846,2,338.2099915,0,353.3299866,6,7,0,1,0.3312412,3,1.5769231,0.1578947,26,RNZAQYQJEGUTSN-UHFFFAOYSA-N
CNC(=O)c1ccccc1S(=O)(=O)c2ccccc2C#N,5,0,-0.3550740,0.3550740,1,300.0568542,0,0,1.0476191,0,106,3,2,0,1,2.2380953,2,288.2430115,0,300.3389893,4,6,0,0,0.2518614,2,1.6190476,0.0666667,21,JZQYHZDRJOCPEK-UHFFFAOYSA-N
Fc1ccc(cc1)N2CCN(CC2)C(CNC(=O)Oc3ccccc3)c4cccnc4,6,0,-0.4103581,0.4121674,1,420.1961670,0,1,1.0000000,1,160,6,2,0,1,2.4193549,3,395.2879944,1,420.4880066,5,7,1,1,0.4121674,4,1.7419355,0.2500000,31,ARVYTELISUJFEY-UHFFFAOYSA-N
Cc1oc(CN2CCCC(C2)C(=O)c3cccc(c3)C(F)(F)F)cc1,3,0,-0.4650210,0.4650210,0,351.1446228,0,1,1.2800000,1,134,4,1,0,0,2.7600000,2,331.2080078,1,351.3680115,3,6,1,1,0.4159330,3,2.0799999,0.4210526,25,BEFKPDDAMAPFCB-UHFFFAOYSA-N
O=C(NCCc1ccccc1)C2CCN(CC2)S(=O)(=O)N3CCCCCC3,6,0,-0.3555302,0.3555302,1,393.2086182,0,2,0.9259259,0,150,6,1,0,1,2.1481481,1,362.3049927,2,393.5530090,3,7,2,2,0.2814733,3,1.5185186,0.6500000,27,IDMHRWOAWHAJKH-UHFFFAOYSA-N
CCOc1ccccc1CN2CCC(CO)(CCOc3ccccc3)CC2,4,0,-0.4935781,0.4935781,1,369.2304077,0,1,0.9629630,0,146,9,2,0,1,2.3703704,2,338.2569885,1,369.5050049,4,4,1,1,0.1232645,3,1.6666666,0.4782609,27,HXXBWOWVNXKSRQ-UHFFFAOYSA-N
CC1=CC(=O)OC(=C1)CCCCCCCCC2=CC(=CC(=O)O2)C,4,0,-0.4278981,0.4278981,0,330.1831055,0,0,0.6250000,2,130,9,0,0,0,1.3750000,2,304.2160034,0,330.4240112,4,4,0,0,0.3355953,2,1.0000000,0.5000000,24,JMYOBTNXOWPLHZ-UHFFFAOYSA-N
O=C(CC1NC(=O)NC1=O)N(Cc2cccs2)C3(CCCCC3)C(=O)NC4CCCC4,8,0,-0.3513285,0.3513285,3,446.1987915,2,1,1.1290323,1,168,7,0,2,3,2.4838710,1,416.3330078,3,446.5729980,5,9,1,3,0.3216626,4,1.8709677,0.6363636,31,RZKSNHSXDBBFCM-UHFFFAOYSA-N
CC(C)N(C(=O)C)C1=C(N)C(=O)c2ccccc2C1=O,5,0,-0.3937235,0.3937235,2,272.1160889,0,0,1.1000000,0,104,2,1,1,1,2.0500000,1,256.1759949,0,272.3039856,4,5,0,1,0.2237710,2,1.6000000,0.2666667,20,JKPJUKPWIDUMQU-UHFFFAOYSA-N
CCC1Sc2ccc(cc2NC1=O)S(=O)(=O)CCC(=O)Nc3cccc(Br)c3,6,0,-0.3260285,0.3260285,2,481.9969482,0,1,1.2500000,0,148,6,2,0,2,2.7500000,2,464.2569885,0,483.4089966,5,9,0,1,0.2373828,3,2.0357144,0.2631579,28,KWHMWOPEMAIDBK-UHFFFAOYSA-N
CCOC(=O)c1ccc(cc1)N2C(=O)C3CC=CCC3C2=O,5,0,-0.4623913,0.4623913,0,299.1157532,0,1,1.0909091,0,114,3,1,1,0,2.1363637,1,282.1900024,1,299.3259888,4,5,1,2,0.3376097,3,1.6363636,0.3529412,22,WCOIEEVZLQZETH-UHFFFAOYSA-N
O=C(CCc1oc(CCC2CCCCC2)nn1)NCc3ccon3,7,0,-0.4252869,0.4252869,1,332.1848450,1,0,1.1666666,2,130,8,0,1,1,2.7083333,2,308.2120056,1,332.4039917,6,7,0,1,0.2203347,3,1.9583334,0.6470588,24,FVMASSZHFBWETD-UHFFFAOYSA-N
CN(C)S(=O)(=O)c1ccc(cc1)C(=O)NCc2oc(SCC(=O)Nc3nnc(C)s3)nn2,12,0,-0.4139683,0.4139683,2,497.0609741,0,0,1.1250000,2,170,9,1,0,2,2.4687500,3,478.4320068,0,497.5840149,11,15,0,0,0.2766464,3,1.8437500,0.2941177,32,NVZGERZSBLOYMV-UHFFFAOYSA-N
CCOc1ccc(NC2=NC(=O)S/C/2=C\c3ccc(O)cc3)cc1,5,0,-0.5079663,0.5079663,2,340.0881653,0,1,1.1666666,0,122,4,2,0,2,2.5416667,2,324.2760010,0,340.4039917,5,6,0,1,0.3112807,3,1.8750000,0.1111111,24,MKAIUMDZTYINGG-WJDWOHSUSA-N
COc1ccc(cc1)N2CCN(CC(=O)c3ccc(O)cc3O)CC2,6,0,-0.5078225,0.5078225,2,342.1579590,0,1,1.0400000,0,132,5,2,0,2,2.3199999,2,320.2189941,1,342.3949890,6,6,1,1,0.1800336,3,1.7200000,0.3157895,25,VNBMDIPHLQJKKP-UHFFFAOYSA-N
CC(C)Cc1onc(c1)C(=O)Nc2cccnc2,5,0,-0.3606001,0.3606001,1,245.1164246,0,0,1.5000000,2,94,4,0,0,1,3.0000000,2,230.1620026,0,245.2819977,4,5,0,0,0.2773945,2,2.3333333,0.3076923,18,DVUXCTLVSGCVGR-UHFFFAOYSA-N
CC1CCN(CC1)C(=O)C2CCN(CC2)C(=O)c3cc4sccc4n3Cc5ccc(F)cc5,5,0,-0.3424419,0.3424419,0,467.2042847,0,2,0.9696970,2,174,4,1,0,0,2.3333333,3,437.3699951,2,467.6099854,4,7,2,2,0.2700546,5,1.6363636,0.4615385,33,HKLSXFHYEYDNKY-UHFFFAOYSA-N
Cc1cc(C)c(N=C(S)N(CCN2CCCCC2)Cc3occc3)c(C)c1,4,0,-0.4674689,0.4674689,0,385.2187805,0,1,1.1481482,1,146,6,1,0,1,2.4814816,2,354.3290100,1,385.5769958,3,5,1,1,0.1612479,3,1.8518518,0.5000000,27,YWJKOTBFVCCBAS-UHFFFAOYSA-N
CN(Cc1cnn(C)c1)Cc2onc(n2)c3ccc(Cl)cc3,6,0,-0.3375483,0.3375483,0,317.1043396,0,0,1.2272727,2,114,5,1,0,0,2.6818182,3,301.6520081,0,317.7799988,6,7,0,0,0.2406398,3,2.0000000,0.2666667,22,PIUYSCPRQOQMNM-UHFFFAOYSA-N
Cl.Clc1ccc(Oc2ccccc2)c(NC(=O)CN3C=CSC3=N)c1,5,0,-0.4551869,0.4551869,2,395.0262146,0,0,1.2400000,1,130,5,2,0,2,2.6800001,3,381.1789856,0,396.2990112,5,8,0,0,0.2439995,3,2.0000000,0.0588235,25,OBZABFWUUWKLMK-UHFFFAOYSA-N
CC(C)COc1ccc(cc1)C(=O)NN=C(S)NCC=C,5,0,-0.4933335,0.4933335,2,307.1354370,0,0,1.4285715,0,114,7,1,0,3,2.6666667,1,286.2510071,0,307.4190063,3,6,0,0,0.2709519,1,2.0952382,0.3333333,21,KWUPJFIZPANURP-UHFFFAOYSA-N
Clc1ccccc1NC(=S)Nc2ccc(cc2)S(=O)(=O)Nc3ncccn3,7,0,-0.3324872,0.3324872,3,419.0277405,0,0,0.9259259,1,138,5,2,0,3,2.2592592,3,405.8070068,0,419.9190063,5,10,0,0,0.2637234,3,1.5925926,0.0000000,27,YLPMJZYVLJBRQY-UHFFFAOYSA-N
Cc1ccc(NCC(=O)Nc2cccc(F)c2)cc1S(=O)(=O)N3CCCCCC3,6,0,-0.3761173,0.3761173,2,419.1678772,0,1,1.0344827,0,156,6,2,0,2,2.4482758,2,393.3139954,1,419.5220032,4,8,1,1,0.2431722,3,1.7586207,0.3809524,29,NHUORAWCZVCIRY-UHFFFAOYSA-N
CC(C)OCCCNC(=O)c1oc(CS(=O)(=O)c2ccccc2C)cc1,6,0,-0.4548368,0.4548368,1,379.1453552,0,0,1.1923077,1,142,9,1,0,1,2.6153846,2,354.2780151,0,379.4779968,5,7,0,0,0.2864958,2,1.9230769,0.4210526,26,VMXDVONELVJITQ-UHFFFAOYSA-N
