smiles,is_active,is_active_true
CN(C)c1ccc(cc1)C=Cc2nc3ccccc3c(=O)n2c4ccc(cc4)C(=O)O,,0.0
Cc1cc(nc2c1c(c(s2)c3nnc(n3CC=C)SCc4ccc(cc4)F)N)C,,0.0
c1ccc(cc1)NC(=O)CSCC(=O)NN=Cc2c3ccccc3ccc2O,,0.0
CCOC(=O)c1c2c(sc1NC(=O)CN3CCCCC3)CN(CC2)C(=O)OCC,0.0,0.0
c1ccc(c(c1)NC(=O)CCN2CCN(CC2)c3ccc(cc3)Cl)F,0.0,0.0
c1cc(c(cc1CO)c2ccc3cc(ncc3c2)NC(=O)C4CC4)Cl,1.0,1.0
CC1CCc2c(c3cc(ccc3[nH]2)C(=O)N(C)CC(=O)Nc4cccc(c4)OC)C1,0.0,0.0
Cc1c(ocn1)C(=O)N2CCCC(C2)C(=O)c3cccc(c3)C(F)(F)F,,0.0
Cc1cc2cc(ncc2nc1c3cc(ccc3Cl)F)NC(=O)C4CC4,1.0,1.0
c1cc(nc(c1)SCC(=O)Nc2nc(cs2)CC(=O)O)C(=O)O,0.0,0.0
COC(=O)c1ccccc1NC(=O)CN2CCN(CC2)c3ccccn3,0.0,0.0
Cc1cc(cc(c1Cl)C)OCc2cc(no2)C(=O)N(C)CCOc3ccccc3,0.0,0.0
CC1CCCCN1C(=O)c2ccc(cc2)CS(=O)(=O)Cc3ccccc3,0.0,0.0
Cc1ccc(cc1c2cc3cnc(cc3cn2)NC(=O)C4CC4)F,1.0,1.0
CC1(C2C(C(N1)c3ccc(cc3)O)C(=O)N(C2=O)c4ccc5c(c4)OCCO5)C(=O)OC,0.0,0.0
c1ccc2c(c1)c(cn2CC(=O)NC3CCCCC3)C(=O)c4cccs4,0.0,0.0
CCc1cc(sc1C)C(=O)N(C)CC(=O)Nc2c(cccc2Cl)Cl,0.0,0.0
CCn1c(ccn1)C(=O)Nc2cc3ccc(cc3cn2)c4cc(ccc4C)F,,1.0
c1ccc(cc1)N2CCN(CC2)C(=S)c3ccc(o3)c4ccccc4[N+](=O)[O-],0.0,0.0
CCOc1c(cccc1OC)CNCc2ccc(cc2)C(=O)O,0.0,0.0
COc1cccc(c1)CNC(=O)CNC(=S)N(Cc2ccccc2)Cc3ccccc3F,0.0,0.0
c1ccc(cc1)CC2CCN(CC2)Cc3ccc(cc3)C(=O)N,0.0,0.0
CCc1c(c([nH]c1C(=O)NCCc2cccc(c2)C)C)C(=O)C,0.0,0.0
Cc1c(sc2c1CN(CN2C(=O)c3ccccc3)CCN4CCOCC4)C,0.0,0.0
Cc1ccc(cc1)S(=O)(=O)Nc2ccccc2CNC3CCCCC3,0.0,0.0
c1ccc(cc1)CC(=O)NCc2n[nH]c(=S)n2c3ccccc3,0.0,0.0
c1ccc(cc1)CC(C(=O)Nc2ccc(cc2)F)NC(=O)C3CCNCC3,0.0,0.0
CCNC(=O)C1(CCCN(C1)C(=O)Cc2ccc(c(c2)OC)OC)C,0.0,0.0
c1cc(ccc1N2CCN(CC2)c3cc(=O)n(c(=O)[nH]3)C4CCCCC4)F,,0.0
CCCCOc1ccc(cc1)C=NNC(=S)Nc2cccc(c2C)C,0.0,0.0
Cc1cccc(c1NC(=O)CNC(=O)COC(=O)c2ccc(s2)Cl)C,0.0,0.0
CCN(C1CCS(=O)(=O)C1)C(=O)CSc2nnc(o2)c3c[nH]c4c3cccc4,0.0,0.0
CCOCCCn1cnc2c1c(c[n+](c2)CC(=O)c3ccc(cc3)Cl)Br,0.0,0.0
COc1ccccc1NC(=O)CN(c2ccc(c(c2)Cl)OC)S(=O)(=O)c3ccccc3,0.0,0.0
COc1ccc(cc1Cn2cccn2)CN3CCCC(C3)C(=O)c4ccc(cc4)SC,0.0,0.0
c1ccc(cc1)N2CCN(CC2)C(CNC(=O)c3cccs3)c4ccco4,,0.0
CCCNC(=S)NC1CC2CCCC(C1)N2Cc3ccccc3OC,0.0,0.0
c1ccc(cc1)C(=O)C(Nc2c(c3c(s2)CCCC3)C#N)NC(=O)c4ccco4,0.0,0.0
Cc1ccc(cc1c2ccc3cc(ncc3c2)NS(=O)(=O)C)F,1.0,1.0
COc1ccc(cc1)C=CC(=O)NCC(=O)N=Nc2c3cc(ccc3[nH]c2O)[N+](=O)[O-],0.0,0.0
CCn1c(c(c2c1ccc(c2)C(=O)NCCCN3CCN(CC3)C)C)C,0.0,0.0
Cc1cc(c(c(c1C)S(=O)(=O)N2CCC(CC2)C(=O)NCCCN3CCOCC3)C)C,,0.0
CN(C)CCN(Cc1ccccc1)C(=O)c2ccc3ccccc3n2,,0.0
Cc1ccncc1c2cc3c[n+](c(cc3cn2)NC(=O)C4CC4F)[O-],1.0,1.0
Cc1ccc(c2c1C(=Nc3cc(ccc3S2)C(=O)N4CCCC4)C)C,0.0,0.0
Cc1c(nc2cc(ccc2n1)C(=O)Nc3ccccc3OC)C,0.0,0.0
CCOC(=O)C1=C(NC(=O)NC1C)COC(=O)CSc2ccc(cc2)C,0.0,0.0
CCCCOC(=O)c1ccc(cc1)NC(=O)C(=O)NCc2ccccn2,,0.0
COc1ccc(c(c1)OC)CC(=O)NC2CCSc3c2cccc3,0.0,0.0
Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)N4CCN(CC4)C)F,,1.0
CCCNc1c2cnn(c2nc(n1)S(=O)(=O)C)C=Cc3ccccc3,1.0,1.0
CC(C(=O)O)Sc1nc2c(ncnc2n1CCOc3ccccc3)N,0.0,0.0
c1ccc(cc1)c2ccc(cc2)C(c3[nH]c(cn3)c4ccccc4)O,,0.0
CCOc1ccc(cc1)N2C(=O)CSC2=NNC(=O)COc3ccc4ccccc4c3,0.0,0.0
CCCCC(=O)NC(=S)Nc1cccc(c1)NC(=O)c2ccccc2,0.0,0.0
c1cc(cc(c1)Cl)CSCC(=O)NN=Cc2ccc(cc2)OCC(=O)N3CCCCC3,,0.0
CCC(=O)Nc1ccccc1C(=O)OCC(=O)c2ccccc2,0.0,0.0
CC(C)N(Cc1ccccc1)S(=O)(=O)c2ccc3c(c2)NC(=O)CO3,,0.0
Cc1ccc(cc1c2cc3cnc(cc3c(n2)c4ccncc4)NC(=O)C5CC5)F,1.0,1.0
Cc1cccc(c1C)N(CC(=O)NN=Cc2cc(ccc2Cl)[N+](=O)[O-])S(=O)(=O)C,0.0,0.0
CC(C)(C)c1cc2nc3c(c(=O)n2[nH]1)CN(C3=O)Cc4ccccc4,0.0,0.0
CC(C)(C1c2cc(ccc2OC(=O)C1C(=O)c3ccco3)Br)C(=O)OC,0.0,0.0
Cc1ccc(cc1c2cc3cnc(cc3cn2)NC(=O)C4CC4F)C(=O)NC5(COC5)C,1.0,1.0
Cc1ccc(c(c1c2ccc3cc(ncc3c2)NC(=O)C4CC4)F)NC(=O)C5CCC5,1.0,1.0
CC(=O)c1cccc(c1)NC(=O)COC(=O)c2ccc(c(c2OC)OC)OC,0.0,0.0
Cc1cc(n(n1)c2cc(ncn2)NN=Cc3cccc(c3O)OC)c4ccccc4,0.0,0.0
CCCCn1c2ccccc2nc1N=Cc3cc(ccc3O)OC,0.0,0.0
CCOc1ccc(cc1)NC(=O)c2ccc(cc2)S(=O)(=O)N3CCOCC3,0.0,0.0
c1ccc2c(c1)cccc2CNCC(=O)Nc3ccccc3[N+](=O)[O-],,0.0
Cc1ccc(c(c1)C)n2c(c3c(n2)CS(=O)C3)NC(=O)c4ccc5c(c4)OCO5,,0.0
COc1ccc(cc1Cn2c3ccccc3nn2)C=CC(=O)c4ccccc4,0.0,0.0
c1ccc(cc1)CCc2[nH]nc(n2)N3C(=O)C4C5CC(C4C3=O)C=C5,0.0,0.0
Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CC4)NC(=O)C5CCC5,,1.0
COCCOC(=O)c1ccc(cc1)NC(=O)COc2ccc(cc2)[N+](=O)[O-],0.0,0.0
CC(C)n1cc(cn1)C(=O)N2CCCC(C2)C(=O)c3ccc4cc(ccc4c3)OC,0.0,0.0
COc1ccccc1NC(=O)CCN2C(=O)c3ccccc3C2=O,0.0,0.0
COC(=O)c1cccnc1NC(=S)NNC(=O)c2ccncc2,0.0,0.0
CCn1c(nnc1SCc2ccccc2)CNc3cccc(c3)Cl,,0.0
c1ccc(cc1)c2cc(n3c(n2)nc(n3)C(=O)N4CCCCC4)C(F)(F)F,0.0,0.0
CCCOc1cccc(c1)C(=O)Nc2ccc(cc2)CN3CCOCC3,0.0,0.0
c1ccnc(c1)CNC(=O)c2cc(ccc2Cl)S(=O)(=O)N3CCCCC3,0.0,0.0
Cc1cc(n2c(n1)nc(n2)SC(C)C(=O)Nc3ccc(cc3)NC(=O)C)C,,0.0
COc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CC4)F,,1.0
Cc1ccc(c(c1)C)C(=O)Nc2ccc(c(c2)OC)NC(=O)c3cc4ccccc4o3,0.0,0.0
Cc1ccc(cc1)NC(=O)CSc2nc3ccccc3c(=O)n2CCNC(=O)C,0.0,0.0
CC(C)NC(=O)C(CSCc1ccccc1)N2Cc3ccccc3C2=O,0.0,0.0
CCOC(=O)CSc1nc2c(n1CCCc3ccccc3)c(=O)[nH]c(=O)n2C,0.0,0.0
COc1ccccc1Sc2c(cnc(n2)c3ccccn3)OC,0.0,0.0
CCNC(=O)Cn1c(=O)c2c(ncn2Cc3ccccc3)n(c1=O)Cc4ccccc4,0.0,0.0
c1cc(oc1)CN2CC(OC(C2)n3cnc4c3ncnc4NCCCO)CO,0.0,0.0
CCOC(=O)CC(c1ccc(cc1)OC)NC(=O)c2cc3cccc(c3oc2=O)OC,0.0,0.0
CCOc1ccccc1NC(=O)C2Cc3ccccc3CN2S(=O)(=O)C,0.0,0.0
CCOC(=O)C1CCN(CC1)C(=O)CSc2c(=O)[nH]c(=O)[nH]n2,,0.0
COc1ccc(cc1)n2c(=O)c3ccccc3c(n2)C(=O)NCC(=O)NCc4ccco4,,0.0
CCCc1nnc(s1)NC(=O)CCC(=O)N2CCC(CC2)Cc3ccccc3,0.0,0.0
CC(=O)CSc1nnc(n1C)c2ccc(cc2)S(=O)(=O)N3CCOCC3,0.0,0.0
c1cc(ccc1C(=O)NNC(=S)NC2CCCCC2)NC(=O)CC#N,,0.0
Cc1c2ccc3ccccc3c2oc1C(=O)OCC(=O)NCCN4C(=O)CSC4=O,0.0,0.0
CCC(CC)(C(=O)NN(c1ccccc1)C(=O)Nc2csc3c2CCCC3)O,0.0,0.0
Cc1c(c(=O)[nH]c(=O)[nH]1)S(=O)(=O)N2CCN(CC2)c3ccccc3OC,,0.0
c1cc(ccc1c2cc3nc4c(c(n3n2)N5CCOCC5)CCCC4)F,0.0,0.0
c1ccc(cc1)Sc2ccccc2NC(=O)CN3CCOCC3,,0.0
CCC(=O)N1CCc2c1ccc(c2)S(=O)(=O)CCC(=O)NCc3ccc(cc3)OC,,0.0
CC(C)(C)c1ccc(cc1)C(=O)NNC(=S)NCc2ccco2,0.0,0.0
Cc1ccncc1c2cc3cnc(cc3cn2)NC(=O)C4CC4,1.0,1.0
CC(C)c1ccc(cc1)C=C(C)C=NNC(=O)Cn2nc(nn2)N,0.0,0.0
Cc1ccc(cc1)OCC(=C(C#N)c2nc3ccccc3s2)O,0.0,0.0
CCn1c2ccccc2c(=O)n(c1=O)CC(=O)NC3CCCC(C3C)C,0.0,0.0
c1ccc(c(c1)c2cc3cnc(cc3c(=O)[nH]2)NC(=O)C4CC4)Cl,1.0,1.0
COc1ccc(cc1)C(=O)NC(=Cc2ccc(cc2)Cl)C(=O)NCCN3CCOCC3,0.0,0.0
CN(c1ccccc1OC)S(=O)(=O)c2ccc(cc2)C(=O)NNC(=O)c3ccccc3O,0.0,0.0
c1cc(oc1C=NN2C(=O)C3C4C=CC(C3C2=O)C5C4C5)[N+](=O)[O-],,0.0
c1cc(cc2c1cc(nc2)NC(=O)C3CC3)c4cncc5c4cn[nH]5,1.0,1.0
Cc1ccc(cc1c2cc3cnc(cc3c(n2)c4ccccc4)NC(=O)C5CC5)F,1.0,1.0
c1cc(cc(c1)F)CSc2nnc(s2)NC(=O)c3ccc(cc3)Cl,1.0,1.0
CC(C)(C)c1ccc(cc1)C(=O)NCCC(=O)NNC(=O)COc2ccccc2F,,0.0
c1cc(ccc1C(=O)NNC(=O)CCNC(=O)c2ccc(cc2)Cl)F,0.0,0.0
COc1ccc(cc1)CNC(=O)C2CCC(=O)N(C2)CCCN3CCCC3=O,0.0,0.0
Cc1c(cco1)c2nnc(n2Cc3ccccc3)SCC(=O)Nc4ccc(cc4)F,0.0,0.0
Cc1c2c(c3ccccc3s2)c(=O)n(n1)CCCC(=O)NCCCN4CCN(CC4)C,0.0,0.0
Cc1ccc2c(c1c3ccc4cc(ncc4c3)NC(=O)C5CC5F)cn[nH]2,,1.0
c1cc2c(cc1CNC(=O)COC(=O)c3ccc4c(c3)OCO4)OCO2,0.0,0.0
CC(C)CCn1c(=O)c2ccccc2n3c1nnc3CN(C)Cc4ccccc4,0.0,0.0
CCN(CC)C(=O)C1=C(Nc2ncnn2C1c3cccnc3)C,0.0,0.0
CCn1c(cc(n1)C)C(=O)N2CCCC(C2)N3CCN(CC3)Cc4ccc5c(c4)OCO5,0.0,0.0
Cc1c(c(no1)c2cc(c(c(c2)OC)OC)OC)C(=O)NCCCn3ccnc3,,0.0
c1ccc(cc1)N2CCN(CC2)C(=O)CN3C(=O)c4ccccc4S3(=O)=O,0.0,0.0
CN(C)c1nc(c(n1c2ccc(cc2)F)Cl)C=C(C#N)C(=O)NCCOC,0.0,0.0
Cc1ccc(cc1)COC(=O)C2=C(NC(=O)NC2c3cc(c(c(c3)OC)OC)OC)C,0.0,0.0
Cc1cc(c2ccccc2n1)C(=O)OCC(=O)Nc3nccs3,0.0,0.0
c1cc(sc1)C(CNC(=O)c2ccc(cc2)Cl)N3CCOCC3,0.0,0.0
Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)c4ccccc4F)F,,1.0
CC(C)c1ccc(cc1)SCc2c(c(on2)C(=O)NCC=C)C(=O)O,,0.0
CCCNC1=C(C(=O)c2ccccc2C1=O)N(c3cccc(c3)F)C(=O)C,,0.0
CCOC(=O)c1ccccc1NC(=O)COC(=O)C2CC(=O)N(C2)CCc3ccccc3,,0.0
Cc1c(cncc1F)c2ccc3cc(ncc3c2)NC(=O)C4CC4F,1.0,1.0
COC(=O)C12CCC3(C(C1)(CCC24SCCS4)C(=O)OC)SCCS3,0.0,0.0
Cc1cccc(c1NC(=O)CN(C)CC(=O)Nc2cc(ccc2C#N)Cl)C,0.0,0.0
CC(=NNC(=O)c1cnccn1)CC(=O)Nc2ccc(c(c2)Cl)OC,0.0,0.0
CCc1nc2c(c(n1)SCC(=O)NCc3ccc(cc3)F)c(=O)n(c(=O)n2C)C,0.0,0.0
CN(c1ccc(cc1)C(=O)N2CCCCC2)S(=O)(=O)c3ccccc3,0.0,0.0
Cc1cc(ncc1c2ccc3cc(ncc3c2)NC(=O)C4CC4)C(=O)NC,1.0,1.0
CCCOC(=O)C1C2C=CC3(C1C(=O)N(C3)c4cccc(c4)Cl)O2,0.0,0.0
Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CC4F)C(=O)NC5(COC5)C,1.0,1.0
COc1ccc(cc1)C=NNc2ccc(cc2[N+](=O)[O-])C(F)(F)F,0.0,0.0
CC(c1ccccc1)n2c(=O)[nH]nc2SCC(=O)Nc3ccccc3,0.0,0.0
Cc1cccc(c1C)C(=O)OCC(=O)NCCNC(=O)COC(=O)c2cccc(c2C)C,0.0,0.0
CC(c1nccs1)N(C)C(=O)c2ccc3c(c2)oc(n3)Cc4ccc(cc4)OC,,0.0
c1ccc(c(c1)NC(=O)CSc2nnc(o2)c3ccc(cc3)F)N4CCOCC4,0.0,0.0
COc1ccc(cc1OC)CCNS(=O)(=O)c2cccc(c2)C(=O)O,0.0,0.0
c1cc(cc2c1cc(nc2)NC(=O)C3CC3)c4ccc5c(c4)cc[nH]5,1.0,1.0
c1cc(cc(c1)O)NC(=O)c2ccc(cc2)S(=O)(=O)N3CCCCCC3,0.0,0.0
COC(=O)c1ccccc1NC(=O)c2ccc(o2)Cn3cc(cn3)Cl,0.0,0.0
CSCCC(C(=O)O)NC(=O)CCN1C(=O)c2ccccc2C1=O,,0.0
c1cc(c(c(c1)F)C2C3CC4(CC=C3C(=C(C2(C#N)C#N)N)C#N)OCCO4)F,0.0,0.0
COc1cc(oc1C=Nc2ccc(cc2)Oc3ccccc3)O,0.0,0.0
COc1ccc(cc1)CSc2nnnn2c3ccc(cc3)C(=O)O,0.0,0.0
Cc1cc(=O)oc2c1ccc(c2)OCC3CC(=NO3)c4ccccc4Cl,,0.0
Cc1cc(cc(c1OC)C)C(=O)C2CCCN(C2)S(=O)(=O)c3c(noc3C)C,0.0,0.0
c1ccc2c(c1)c(c3ccccc3n2)NNC(=O)c4ccc(cc4O)O,,0.0
CCOC(=O)c1ccc(cc1)NC(=O)CCOc2ccc(cc2)OC,0.0,0.0
CCN1CCN(CC1)c2ccc(cc2)NC(=O)c3cccc4c3cccn4,,0.0
CC(C(=O)OC)Sc1nnc(n1c2ccc(cc2)Cl)Cc3cc(=O)[nH]c(=O)[nH]3,,0.0
CCOC(=O)C(=O)Nc1nc(c(o1)c2ccccc2)c3ccccc3,,0.0
CCC(c1nnc(n1Cc2ccccc2)SCC(=O)Nc3ccc(cc3)C(=O)N)N(C)C,0.0,0.0
c1ccc(cc1)CCCNC(=O)CCCCC(=O)NCCCc2ccccc2,0.0,0.0
CCOC(=O)c1c(c2c(nc(nc2s1)CC(=O)OC)N3CCN(CC3)c4ccccn4)C,0.0,0.0
COc1cc(ccc1O)C2C3CCCCC3(CCN2Cc4ccccc4F)O,,0.0
CN1CCN(CC1)C(c2ccc(cc2)F)c3ccc4cccnc4c3O,0.0,0.0
CCc1ccccc1OCC(=O)N2CCN(CC2)c3ncccn3,,0.0
COc1cccc(c1OC)C2c3ccc(cc3OC(=C2C#N)N)N,0.0,0.0
CN(C)S(=O)(=O)N1CCN(CC1)CC(=O)Nc2cc(ccc2Cl)Cl,0.0,0.0
CCOC(=O)n1c2ccccc2n(c1=O)Cc3cccc(c3)C,,0.0
COc1ccc(cc1OC)CC(=O)OCC(=O)N2CCc3c2cccc3,,0.0
CCCC(=O)Nc1cc(ccc1N2CCCCC2)c3c4ccccc4c(=O)n(n3)C,,0.0
COc1ccc(cc1C(=O)COC(=O)c2c3ccccc3c(=O)[nH]n2)F,0.0,0.0
CS(=O)(=O)N1CCC(CC1)C(=O)Nc2ccc(cc2)Oc3ccccc3,,0.0
CCOC(=O)c1cccnc1SCc2cc(=O)n3ccccc3n2,0.0,0.0
Cc1ccc2c(c1)cc(c(=O)[nH]2)C(c3nnnn3CCOC)N4CCc5c4cccc5,0.0,0.0
CCCCn1c2c(c(=O)n(c1=O)Cc3cccc(c3)F)n(cn2)Cc4ccco4,,0.0
COc1cccc(c1)CNC(=O)COc2ccc(cc2)C(=O)c3ccccc3,,0.0
Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)N(C)C)F,1.0,1.0
COc1ccc(cc1)C(=O)c2c3ccccc3[n+](n2Cc4ccc(cc4)C(=O)N)[O-],0.0,0.0
Cc1cc(cc(c1)CC(=O)N2CCC2(C)C(=O)NS(=O)(=O)Cc3ccccc3)C,,0.0
CC1CCCCN1C(=O)Cn2cc(c3c2cccc3)C=C4C(=O)N(C(=O)N(C4=O)C)C,,0.0
c1cc(ccc1CC(=O)Nc2ccc(cc2)C(=O)NCCC(=O)O)Cl,0.0,0.0
Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CC4)C(C)(C)O,,1.0
Cc1ccc(cc1)OCC(CN(c2ccccc2OC)S(=O)(=O)c3ccccc3)O,,0.0
Cc1c(c(nc2c1c(nn2c3ccccc3)C)C)CCC(=O)NC(C(C)C)C(=O)OC,0.0,0.0
CC(C)(C)CN1CCNC(=O)C1CC(=O)NCCc2ccccc2C(F)(F)F,,0.0
c1ccnc(c1)CN(Cc2nc(no2)c3ccc(cc3)C(F)(F)F)CC4CCC(=O)N4,0.0,0.0
COc1ccccc1CNC(=O)CN(Cc2ccc(cc2)Cl)S(=O)(=O)C,0.0,0.0
c1ccc(cc1)COc2cccc(c2)C=C3C(=O)NN(C3=O)c4ccc(c(c4)Cl)Cl,1.0,1.0
c1cc(ccc1CO)COC2CC(C=C(O2)C(=O)NC3CC3)c4ccc(cc4)C(F)(F)F,0.0,0.0
COc1ccc(cc1OC)CN(CC2CCCO2)S(=O)(=O)c3ccc(cc3)C(=O)O,,0.0
c1ccc(cc1)c2nc(cs2)CCNC(=O)c3c(cccc3F)F,0.0,0.0
CC(C)c1ccccc1NC(=O)COC(=O)COc2ccccc2[N+](=O)[O-],,0.0
CN(Cc1ccc(cc1)OC)S(=O)(=O)c2nnc(s2)NC(=O)c3cccc(c3)OC,0.0,0.0
c1cc(oc1)c2cc3nc(ccn3n2)NCc4ccc5c(c4)OCO5,0.0,0.0
CC(C)c1nnc(n1C)SCC(=O)Nc2ccc3c(c2)OCCO3,0.0,0.0
CCN1CCN(CC1)CC(COC(c2ccccc2)c3ccccc3C)O,,0.0
CCOC(=O)N1CCC(CC1)NC(=O)Cn2cccc2C(=O)c3ccccc3C,0.0,0.0
Cc1ccc(c(c1)NC(=O)C2CCN(CC2)S(=O)(=O)c3cccc4c3nccc4)OC,0.0,0.0
c1cc2cccc3c2c(c1)C(C3N4CCNCC4)NS(=O)(=O)c5ccc(cc5)Cl,0.0,0.0
CN(CC1CCCN(C1)CCc2ccc(cc2)Cl)C(=O)c3ccc4c(c3)[nH]cn4,,0.0
COc1ccc(cc1)CNC(=O)C2CCCN2S(=O)(=O)c3ccc(cc3)F,0.0,0.0
CCOc1ccc(cc1)NC(=O)c2cccc(c2)OC(=S)N3CCOCC3,0.0,0.0
COc1ccc(cc1Cl)NC(=O)CNC(=O)c2cc(cc(c2)OC)OC,,0.0
Cc1cc(c(s1)C)S(=O)(=O)N2CCN(CC2)Cc3ccccc3,,0.0
CCCOc1ccc(cc1)C(=O)ON=C(CC)c2ccc(cc2)C,0.0,0.0
CCCN1C2CCCC1CC(C2)NC(=S)Nc3cc(ccc3C)C,,0.0
Cc1c(c(=O)n(n1C)c2ccccc2)NC(=S)NC(=O)CCc3ccccc3,,0.0
c1cc(ccc1C(Cn2c3c(cn2)c(ncn3)NCc4ccncc4)Cl)Cl,1.0,1.0
CC(=NNC(=O)Cc1ccc(cc1)Cl)c2cccc(c2)NC(=O)c3cccnc3,0.0,0.0
CCN1CCN(CC1)CC(=O)Nc2cc3c(cc2C(=O)C)OCO3,0.0,0.0
c1ccc2cc(ccc2c1)S(=O)(=O)Nc3c(nc4ccccc4n3)Cl,0.0,0.0
Cc1cncc(c1c2ccc3cc(ncc3c2)NC(=O)C4CC4)C,,1.0
CCc1cccc(c1)NC(=O)C2CCN(CC2)S(=O)(=O)c3ccc4c(c3)ccc(=O)[nH]4,0.0,0.0
CSc1nc(c2cnn(c2n1)CC(c3ccccc3)Cl)NCCc4cccc(c4)Cl,1.0,1.0
c1ccc(cc1)n2c(nnc2SCC#N)COc3cccc4c3cccc4,0.0,0.0
CCC(=O)Nc1ccc(c(c1)C(=O)Nc2ccc(cc2)OC)N3CCCCC3,0.0,0.0
Cc1c(c(n(n1)Cc2ccccc2Cl)C)NC(=O)c3ccn(n3)C,0.0,0.0
CSc1nc(c2cnn(c2n1)CC(c3ccccc3)Br)NCc4ccccc4,1.0,1.0
CC1c2cc(c(cc2CCN1C(=O)CCNC(=O)c3ccccc3)OC)OC,0.0,0.0
CCn1c2ccccc2nc1SCC(=O)Nc3nccc(n3)C,0.0,0.0
c1cc(cc2c1cc(nc2)NC(=O)C3CC3)c4cc(ccc4Cl)NC(=O)C5CCOCC5,,1.0
CCc1ccccc1N(CC(=O)NCC2CCCO2)C(=O)CCC(=O)Nc3cc(on3)C,0.0,0.0
c1ccc2c(c1)c(=O)n(cn2)CC(=O)NCCC(=O)NCC3CCCO3,0.0,0.0
CC(C#Cc1ccc-2c(c1)COc3n2nc4c3cccc4)OC(C)(C)C,,0.0
Cc1cc(n2c(n1)nc(n2)C(=O)N3CCN(CC3)c4ccc(cc4)OC)C,0.0,0.0
COc1ccc(cc1)CSc2nnc(s2)NC(=O)c3ccc(cc3)Cl,1.0,1.0
Cc1cc(c(n1c2ccccc2)C)C(=O)CN3C(=O)C4CC=CCC4C3=O,0.0,0.0
Cc1c(sc(n1)NS(=O)(=O)c2ccccc2)NC(=O)Nc3ccccc3,0.0,0.0
Cc1ccc(cc1)n2c(=O)c(c(nc2SCC(=O)N3CCOCC3)O)Cc4ccccc4,0.0,0.0
CCOC(=O)Cc1c(nc2c(c(nn2c1C)C)c3ccccc3OC)C,0.0,0.0
CCN(CC)C(=O)Cn1cc(c2c1cccc2)SCC(=O)Nc3cc(on3)C,,0.0
Cc1c(cnc(c1F)CO)c2ccc3cc(ncc3c2)NC(=O)C4CC4,1.0,1.0
CCOc1cc(ccc1OC(=O)c2ccc(cc2)C)C(=S)N3CCOCC3,0.0,0.0
COc1ccc(c(c1)OC)CN2CCN(CC2)c3ccccn3,0.0,0.0
Cc1cc(n(n1)CCC(=O)NN=Cc2ccc(c(c2)O)OC)C,0.0,0.0
Cc1ccccc1OCC(=O)NCC(=O)OCc2ccc(cc2)Br,,0.0
Cc1ccc(cc1C)SCC(=O)OCC(=O)NCc2ccccc2OC,0.0,0.0
Cc1ccc(cc1C)S(=O)(=O)Nc2ccc(cc2)S(=O)(=O)Nc3nccs3,0.0,0.0
Cc1cccc(c1c2ccc3cc(ncc3c2)NC(=O)C4CC4)F,,1.0
Cc1ccc(cc1)n2c(c3c(nn(c(=O)c3n2)CC(=O)NCCc4cccs4)C)C,0.0,0.0
c1ccc(c(c1)N2CCN(CC2)S(=O)(=O)c3c[nH]c(=O)[nH]c3=O)F,0.0,0.0
CCn1c(c2ccc(cc2n1)C(=O)NC(C)C3CCCCC3)OCC,0.0,0.0
c1cc(c(cc1C(F)(F)F)NC(=O)CN2C(=O)C3(CCCCC3)NC2=O)N4CCCC4,,0.0
c1ccc(cc1)Oc2cccc(c2)C=NNC(=O)c3cc[n+](cc3)[O-],0.0,0.0
c1cc(c(cc1CO)c2ccc3cc(ncc3c2)NC(=O)C4CC4)F,,1.0
Cc1ccccc1NC(=O)C2=C(NC3=C(C2c4ccc(o4)C)C(=O)CCC3)C,,0.0
c1cc(ccc1CSc2nnc(s2)NC(=O)c3ccc(cc3)Cl)Br,,1.0
Cc1cccc(c1C)N2CCN(CC2)S(=O)(=O)c3ccc4c(c3)OCCO4,0.0,0.0
CC1(Cc2c(c(nc3c2c(c(s3)c4ccc(o4)C(=O)NC)N)N5CCOCC5)CO1)C,0.0,0.0
c1cc(cnc1)CSc2nnc3n2nc(cc3)c4ccncc4,0.0,0.0
Cc1c(c(=O)oc2c1c(cc3c2CCC(O3)(C)C)OCC(=O)N4CCC(CC4)C(=O)O)C,0.0,0.0
CC(C)CC(=O)Nc1ccc(cc1)Oc2ccc(cc2)NC(=O)CC(C)C,,0.0
CCC(C)NC(=O)c1[nH]c(=O)c2c(n1)n(nn2)Cc3ccccc3Cl,,0.0
c1ccc(cc1)C(c2nnnn2Cc3cccs3)N4CCN(CC4)C(=O)c5ccco5,0.0,0.0
CCCCNC(=O)C1(CCC(=O)N1C2CCN(CC2)Cc3ccccc3)C,0.0,0.0
CC(C)c1csc(n1)CN2CCN(C(C2)CCO)Cc3cccc(c3)OC,,0.0
c1cc2c(nc1)Oc3ccc(cc3N(C2=O)CC(=O)NCCC4=CCCCC4)Cl,0.0,0.0
