R.FileName	R.Condition	R.Replicate	PG.ProteinGroups	PG.Organisms	PG.Quantity	EG.Qvalue	PEP.StrippedSequence	EG.ModifiedPeptide	FG.Charge	FG.Id
run_CondB_3	CondB	3	P00018	Homo sapiens	1018	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_3	CondB	3	P00018	Homo sapiens	1018	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_1	CondA	1	P00019	Saccharomyces cerevisiae	1019	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_1	CondA	1	P00019	Saccharomyces cerevisiae	1019	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_2	CondA	2	P00019	Saccharomyces cerevisiae	1019	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_2	CondA	2	P00019	Saccharomyces cerevisiae	1019	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_3	CondA	3	P00019	Saccharomyces cerevisiae	1019	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_3	CondA	3	P00019	Saccharomyces cerevisiae	1019	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_1	CondB	1	P00019	Saccharomyces cerevisiae	1019	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_1	CondB	1	P00019	Saccharomyces cerevisiae	1019	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_2	CondB	2	P00019	Saccharomyces cerevisiae	1019	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_2	CondB	2	P00019	Saccharomyces cerevisiae	1019	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_3	CondB	3	P00019	Saccharomyces cerevisiae	1019	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_3	CondB	3	P00019	Saccharomyces cerevisiae	1019	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_1	CondA	1	P00020	Escherichia coli	1020	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_1	CondA	1	P00020	Escherichia coli	1020	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_2	CondA	2	P00020	Escherichia coli	1020	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_2	CondA	2	P00020	Escherichia coli	1020	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_3	CondA	3	P00020	Escherichia coli	1020	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_3	CondA	3	P00020	Escherichia coli	1020	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_1	CondB	1	P00020	Escherichia coli	1020	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_1	CondB	1	P00020	Escherichia coli	1020	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_2	CondB	2	P00020	Escherichia coli	1020	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_2	CondB	2	P00020	Escherichia coli	1020	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_3	CondB	3	P00020	Escherichia coli	1020	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_3	CondB	3	P00020	Escherichia coli	1020	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_1	CondA	1	P00021	Homo sapiens	1021	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_1	CondA	1	P00021	Homo sapiens	1021	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_2	CondA	2	P00021	Homo sapiens	1021	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_2	CondA	2	P00021	Homo sapiens	1021	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_3	CondA	3	P00021	Homo sapiens	1021	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_3	CondA	3	P00021	Homo sapiens	1021	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_1	CondB	1	P00021	Homo sapiens	1021	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_1	CondB	1	P00021	Homo sapiens	1021	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_2	CondB	2	P00021	Homo sapiens	1021	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_2	CondB	2	P00021	Homo sapiens	1021	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_3	CondB	3	P00021	Homo sapiens	1021	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_3	CondB	3	P00021	Homo sapiens	1021	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_1	CondA	1	P00022	Saccharomyces cerevisiae	1022	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_1	CondA	1	P00022	Saccharomyces cerevisiae	1022	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_2	CondA	2	P00022	Saccharomyces cerevisiae	1022	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_2	CondA	2	P00022	Saccharomyces cerevisiae	1022	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_3	CondA	3	P00022	Saccharomyces cerevisiae	1022	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_3	CondA	3	P00022	Saccharomyces cerevisiae	1022	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_1	CondB	1	P00022	Saccharomyces cerevisiae	1022	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_1	CondB	1	P00022	Saccharomyces cerevisiae	1022	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_2	CondB	2	P00022	Saccharomyces cerevisiae	1022	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_2	CondB	2	P00022	Saccharomyces cerevisiae	1022	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_3	CondB	3	P00022	Saccharomyces cerevisiae	1022	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_3	CondB	3	P00022	Saccharomyces cerevisiae	1022	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_1	CondA	1	P00023	Escherichia coli	1023	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_1	CondA	1	P00023	Escherichia coli	1023	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_2	CondA	2	P00023	Escherichia coli	1023	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_2	CondA	2	P00023	Escherichia coli	1023	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_3	CondA	3	P00023	Escherichia coli	1023	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_3	CondA	3	P00023	Escherichia coli	1023	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_1	CondB	1	P00023	Escherichia coli	1023	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_1	CondB	1	P00023	Escherichia coli	1023	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_2	CondB	2	P00023	Escherichia coli	1023	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_2	CondB	2	P00023	Escherichia coli	1023	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_3	CondB	3	P00023	Escherichia coli	1023	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_3	CondB	3	P00023	Escherichia coli	1023	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_1	CondA	1	P00024	Homo sapiens	1024	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_1	CondA	1	P00024	Homo sapiens	1024	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_2	CondA	2	P00024	Homo sapiens	1024	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_2	CondA	2	P00024	Homo sapiens	1024	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_3	CondA	3	P00024	Homo sapiens	1024	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_3	CondA	3	P00024	Homo sapiens	1024	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_1	CondB	1	P00024	Homo sapiens	1024	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_1	CondB	1	P00024	Homo sapiens	1024	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_2	CondB	2	P00024	Homo sapiens	1024	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_2	CondB	2	P00024	Homo sapiens	1024	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_3	CondB	3	P00024	Homo sapiens	1024	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_3	CondB	3	P00024	Homo sapiens	1024	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_1	CondA	1	P00025	Saccharomyces cerevisiae	1025	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_1	CondA	1	P00025	Saccharomyces cerevisiae	1025	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_2	CondA	2	P00025	Saccharomyces cerevisiae	1025	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_2	CondA	2	P00025	Saccharomyces cerevisiae	1025	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_3	CondA	3	P00025	Saccharomyces cerevisiae	1025	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_3	CondA	3	P00025	Saccharomyces cerevisiae	1025	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_1	CondB	1	P00025	Saccharomyces cerevisiae	1025	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_1	CondB	1	P00025	Saccharomyces cerevisiae	1025	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_2	CondB	2	P00025	Saccharomyces cerevisiae	1025	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_2	CondB	2	P00025	Saccharomyces cerevisiae	1025	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_3	CondB	3	P00025	Saccharomyces cerevisiae	1025	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_3	CondB	3	P00025	Saccharomyces cerevisiae	1025	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_1	CondA	1	P00026	Escherichia coli	1026	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_1	CondA	1	P00026	Escherichia coli	1026	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_2	CondA	2	P00026	Escherichia coli	1026	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_2	CondA	2	P00026	Escherichia coli	1026	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_3	CondA	3	P00026	Escherichia coli	1026	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_3	CondA	3	P00026	Escherichia coli	1026	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_1	CondB	1	P00026	Escherichia coli	1026	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_1	CondB	1	P00026	Escherichia coli	1026	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_2	CondB	2	P00026	Escherichia coli	1026	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_2	CondB	2	P00026	Escherichia coli	1026	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_3	CondB	3	P00026	Escherichia coli	1026	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_3	CondB	3	P00026	Escherichia coli	1026	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_1	CondA	1	P00027	Homo sapiens	1027	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_1	CondA	1	P00027	Homo sapiens	1027	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_2	CondA	2	P00027	Homo sapiens	1027	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_2	CondA	2	P00027	Homo sapiens	1027	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_3	CondA	3	P00027	Homo sapiens	1027	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_3	CondA	3	P00027	Homo sapiens	1027	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_1	CondB	1	P00027	Homo sapiens	1027	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_1	CondB	1	P00027	Homo sapiens	1027	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_2	CondB	2	P00027	Homo sapiens	1027	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_2	CondB	2	P00027	Homo sapiens	1027	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_3	CondB	3	P00027	Homo sapiens	1027	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_3	CondB	3	P00027	Homo sapiens	1027	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_1	CondA	1	P00028	Saccharomyces cerevisiae	1028	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_1	CondA	1	P00028	Saccharomyces cerevisiae	1028	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_2	CondA	2	P00028	Saccharomyces cerevisiae	1028	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_2	CondA	2	P00028	Saccharomyces cerevisiae	1028	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_3	CondA	3	P00028	Saccharomyces cerevisiae	1028	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_3	CondA	3	P00028	Saccharomyces cerevisiae	1028	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_1	CondB	1	P00028	Saccharomyces cerevisiae	1028	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_1	CondB	1	P00028	Saccharomyces cerevisiae	1028	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_2	CondB	2	P00028	Saccharomyces cerevisiae	1028	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_2	CondB	2	P00028	Saccharomyces cerevisiae	1028	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_3	CondB	3	P00028	Saccharomyces cerevisiae	1028	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_3	CondB	3	P00028	Saccharomyces cerevisiae	1028	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_1	CondA	1	P00029	Escherichia coli	1029	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_1	CondA	1	P00029	Escherichia coli	1029	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_2	CondA	2	P00029	Escherichia coli	1029	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_2	CondA	2	P00029	Escherichia coli	1029	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_3	CondA	3	P00029	Escherichia coli	1029	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_3	CondA	3	P00029	Escherichia coli	1029	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_1	CondB	1	P00029	Escherichia coli	1029	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_1	CondB	1	P00029	Escherichia coli	1029	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_2	CondB	2	P00029	Escherichia coli	1029	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_2	CondB	2	P00029	Escherichia coli	1029	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_3	CondB	3	P00029	Escherichia coli	1029	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_3	CondB	3	P00029	Escherichia coli	1029	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_1	CondA	1	P00030	Homo sapiens	1030	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_1	CondA	1	P00030	Homo sapiens	1030	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_2	CondA	2	P00030	Homo sapiens	1030	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_2	CondA	2	P00030	Homo sapiens	1030	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_3	CondA	3	P00030	Homo sapiens	1030	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_3	CondA	3	P00030	Homo sapiens	1030	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_1	CondB	1	P00030	Homo sapiens	1030	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_1	CondB	1	P00030	Homo sapiens	1030	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_2	CondB	2	P00030	Homo sapiens	1030	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_2	CondB	2	P00030	Homo sapiens	1030	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_3	CondB	3	P00030	Homo sapiens	1030	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_3	CondB	3	P00030	Homo sapiens	1030	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_1	CondA	1	P00031	Saccharomyces cerevisiae	1031	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_1	CondA	1	P00031	Saccharomyces cerevisiae	1031	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_2	CondA	2	P00031	Saccharomyces cerevisiae	1031	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_2	CondA	2	P00031	Saccharomyces cerevisiae	1031	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_3	CondA	3	P00031	Saccharomyces cerevisiae	1031	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_3	CondA	3	P00031	Saccharomyces cerevisiae	1031	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_1	CondB	1	P00031	Saccharomyces cerevisiae	1031	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_1	CondB	1	P00031	Saccharomyces cerevisiae	1031	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_2	CondB	2	P00031	Saccharomyces cerevisiae	1031	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_2	CondB	2	P00031	Saccharomyces cerevisiae	1031	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_3	CondB	3	P00031	Saccharomyces cerevisiae	1031	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_3	CondB	3	P00031	Saccharomyces cerevisiae	1031	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_1	CondA	1	P00032	Escherichia coli	1032	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_1	CondA	1	P00032	Escherichia coli	1032	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_2	CondA	2	P00032	Escherichia coli	1032	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_2	CondA	2	P00032	Escherichia coli	1032	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_3	CondA	3	P00032	Escherichia coli	1032	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_3	CondA	3	P00032	Escherichia coli	1032	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_1	CondB	1	P00032	Escherichia coli	1032	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_1	CondB	1	P00032	Escherichia coli	1032	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_2	CondB	2	P00032	Escherichia coli	1032	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_2	CondB	2	P00032	Escherichia coli	1032	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_3	CondB	3	P00032	Escherichia coli	1032	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_3	CondB	3	P00032	Escherichia coli	1032	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_1	CondA	1	P00033	Homo sapiens	1033	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_1	CondA	1	P00033	Homo sapiens	1033	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_2	CondA	2	P00033	Homo sapiens	1033	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_2	CondA	2	P00033	Homo sapiens	1033	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_3	CondA	3	P00033	Homo sapiens	1033	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_3	CondA	3	P00033	Homo sapiens	1033	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_1	CondB	1	P00033	Homo sapiens	1033	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_1	CondB	1	P00033	Homo sapiens	1033	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_2	CondB	2	P00033	Homo sapiens	1033	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_2	CondB	2	P00033	Homo sapiens	1033	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_3	CondB	3	P00033	Homo sapiens	1033	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_3	CondB	3	P00033	Homo sapiens	1033	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_1	CondA	1	P00034	Saccharomyces cerevisiae	1034	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_1	CondA	1	P00034	Saccharomyces cerevisiae	1034	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_2	CondA	2	P00034	Saccharomyces cerevisiae	1034	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_2	CondA	2	P00034	Saccharomyces cerevisiae	1034	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_3	CondA	3	P00034	Saccharomyces cerevisiae	1034	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_3	CondA	3	P00034	Saccharomyces cerevisiae	1034	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_1	CondB	1	P00034	Saccharomyces cerevisiae	1034	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_1	CondB	1	P00034	Saccharomyces cerevisiae	1034	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_2	CondB	2	P00034	Saccharomyces cerevisiae	1034	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_2	CondB	2	P00034	Saccharomyces cerevisiae	1034	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_3	CondB	3	P00034	Saccharomyces cerevisiae	1034	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_3	CondB	3	P00034	Saccharomyces cerevisiae	1034	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_1	CondA	1	P00035	Escherichia coli	1035	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_1	CondA	1	P00035	Escherichia coli	1035	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_2	CondA	2	P00035	Escherichia coli	1035	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_2	CondA	2	P00035	Escherichia coli	1035	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_3	CondA	3	P00035	Escherichia coli	1035	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_3	CondA	3	P00035	Escherichia coli	1035	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_1	CondB	1	P00035	Escherichia coli	1035	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_1	CondB	1	P00035	Escherichia coli	1035	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_2	CondB	2	P00035	Escherichia coli	1035	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_2	CondB	2	P00035	Escherichia coli	1035	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_3	CondB	3	P00035	Escherichia coli	1035	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_3	CondB	3	P00035	Escherichia coli	1035	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_1	CondA	1	CON__P99999	Homo sapiens	9000	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_1	CondA	1	CON__P99999	Homo sapiens	9000	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_2	CondA	2	CON__P99999	Homo sapiens	9000	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_2	CondA	2	CON__P99999	Homo sapiens	9000	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_3	CondA	3	CON__P99999	Homo sapiens	9000	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_3	CondA	3	CON__P99999	Homo sapiens	9000	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_1	CondB	1	CON__P99999	Homo sapiens	9000	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_1	CondB	1	CON__P99999	Homo sapiens	9000	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_2	CondB	2	CON__P99999	Homo sapiens	9000	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_2	CondB	2	CON__P99999	Homo sapiens	9000	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_3	CondB	3	CON__P99999	Homo sapiens	9000	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_3	CondB	3	CON__P99999	Homo sapiens	9000	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_1	CondA	1	REV__Q88888	Homo sapiens	9001	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_1	CondA	1	REV__Q88888	Homo sapiens	9001	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_2	CondA	2	REV__Q88888	Homo sapiens	9001	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_2	CondA	2	REV__Q88888	Homo sapiens	9001	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_3	CondA	3	REV__Q88888	Homo sapiens	9001	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_3	CondA	3	REV__Q88888	Homo sapiens	9001	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_1	CondB	1	REV__Q88888	Homo sapiens	9001	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_1	CondB	1	REV__Q88888	Homo sapiens	9001	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_2	CondB	2	REV__Q88888	Homo sapiens	9001	0.001	PEPTIDER	_PEPTIDER_	2	FG1
