Plate_Barcode,Replicate_ID,Well_Position,Agonist_ID,Antagonist_ID,Agonist_Concentration_M,Antagonist_Concentration_M,Percent_Inhibition,Sample_Type
DR-EXP-002,1,D10,Agonist-A51,Antagonist-B7,3.16E-10,1e-7,1.2526,TEST
DR-EXP-002,1,E10,Agonist-A51,Antagonist-B7,1.00E-09,1e-7,3.9515,TEST
DR-EXP-002,1,F10,Agonist-A51,Antagonist-B7,3.16E-09,1e-7,12.4578,TEST
DR-EXP-002,1,G10,Agonist-A51,Antagonist-B7,1.00E-08,1e-7,38.5638,TEST
DR-EXP-002,1,H10,Agonist-A51,Antagonist-B7,3.16E-08,1e-7,72.1051,TEST
DR-EXP-002,1,A11,Agonist-A51,Antagonist-B7,1.00E-11,1e-7,0.0412,TEST
DR-EXP-002,1,B11,Agonist-A51,Antagonist-B7,3.16E-11,1e-7,0.1300,TEST
DR-EXP-002,1,C11,Agonist-A51,Antagonist-B7,1.00E-10,1e-7,0.4095,TEST
DR-EXP-002,1,D11,Agonist-A51,Antagonist-B7,3.16E-10,1e-7,1.2929,TEST
DR-EXP-002,1,E11,Agonist-A51,Antagonist-B7,1.00E-09,1e-7,4.0760,TEST
DR-EXP-002,1,F11,Agonist-A51,Antagonist-B7,3.16E-09,1e-7,12.8596,TEST
DR-EXP-002,1,G11,Agonist-A51,Antagonist-B7,1.00E-08,1e-7,39.7548,TEST
DR-EXP-002,1,H11,Agonist-A51,Antagonist-B7,3.16E-08,1e-7,73.6934,TEST
DR-EXP-002,1,A12,Agonist-A51,Antagonist-B7,1.00E-11,1e-7,0.0424,TEST
DR-EXP-002,1,B12,Agonist-A51,Antagonist-B7,3.16E-11,1e-7,0.1340,TEST
DR-EXP-002,1,C12,Agonist-A51,Antagonist-B7,1.00E-10,1e-7,0.4223,TEST
DR-EXP-002,1,D12,Agonist-A51,Antagonist-B7,3.16E-10,1e-7,1.3344,TEST
DR-EXP-002,1,E12,Agonist-A51,Antagonist-B7,1.00E-09,1e-7,4.2045,TEST
DR-EXP-002,1,F12,Agonist-A51,Antagonist-B7,3.16E-09,1e-7,13.2730,TEST
DR-EXP-002,1,G12,Agonist-A51,Antagonist-B7,1.00E-08,1e-7,40.9562,TEST
DR-EXP-002,1,H12,Agonist-A51,Antagonist-B7,3.16E-08,1e-7,75.2932,TEST
DR-EXP-002,2,A1,Agonist-A51,Antagonist-B7,1.00E-11,0.0,0.4951,TEST
DR-EXP-002,2,B1,Agonist-A51,Antagonist-B7,3.16E-11,0.0,1.5598,TEST
DR-EXP-002,2,C1,Agonist-A51,Antagonist-B7,1.00E-10,0.0,4.9193,TEST
DR-EXP-002,2,D1,Agonist-A51,Antagonist-B7,3.16E-10,0.0,14.2722,TEST
DR-EXP-002,2,E1,Agonist-A51,Antagonist-B7,1.00E-09,0.0,38.9496,TEST
DR-EXP-002,2,F1,Agonist-A51,Antagonist-B7,3.16E-09,0.0,73.4059,TEST
DR-EXP-002,2,G1,Agonist-A51,Antagonist-B7,1.00E-08,0.0,93.5395,TEST
DR-EXP-002,2,H1,Agonist-A51,Antagonist-B7,3.16E-08,0.0,99.0264,TEST
DR-EXP-002,2,A2,Agonist-A51,Antagonist-B7,1.00E-11,0.0,0.5112,TEST
DR-EXP-002,2,B2,Agonist-A51,Antagonist-B7,3.16E-11,0.0,1.6094,TEST
DR-EXP-002,2,C2,Agonist-A51,Antagonist-B7,1.00E-10,0.0,5.0664,TEST
DR-EXP-002,2,D2,Agonist-A51,Antagonist-B7,3.16E-10,0.0,14.6533,TEST
DR-EXP-002,2,E2,Agonist-A51,Antagonist-B7,1.00E-09,0.0,39.8395,TEST
DR-EXP-002,2,F2,Agonist-A51,Antagonist-B7,3.16E-09,0.0,74.3089,TEST
DR-EXP-002,2,G2,Agonist-A51,Antagonist-B7,1.00E-08,0.0,93.9182,TEST
DR-EXP-002,2,H2,Agonist-A51,Antagonist-B7,3.16E-08,0.0,99.0911,TEST
DR-EXP-002,2,A3,Agonist-A51,Antagonist-B7,1.00E-11,0.0,0.5278,TEST
DR-EXP-002,2,B3,Agonist-A51,Antagonist-B7,3.16E-11,0.0,1.6606,TEST
DR-EXP-002,2,C3,Agonist-A51,Antagonist-B7,1.00E-10,0.0,5.2186,TEST
DR-EXP-002,2,D3,Agonist-A51,Antagonist-B7,3.16E-10,0.0,15.0427,TEST
DR-EXP-002,2,E3,Agonist-A51,Antagonist-B7,1.00E-09,0.0,40.7395,TEST
DR-EXP-002,2,F3,Agonist-A51,Antagonist-B7,3.16E-09,0.0,75.2126,TEST
DR-EXP-002,2,G3,Agonist-A51,Antagonist-B7,1.00E-08,0.0,94.2925,TEST
DR-EXP-002,2,H3,Agonist-A51,Antagonist-B7,3.16E-08,0.0,99.1554,TEST
DR-EXP-002,2,A4,Agonist-A51,Antagonist-B7,1.00E-11,0.0,0.5449,TEST
DR-EXP-002,2,B4,Agonist-A51,Antagonist-B7,3.16E-11,0.0,1.7135,TEST
DR-EXP-002,2,C4,Agonist-A51,Antagonist-B7,1.00E-10,0.0,5.3758,TEST
DR-EXP-002,2,D4,Agonist-A51,Antagonist-B7,3.16E-10,0.0,15.4393,TEST
DR-EXP-002,2,E4,Agonist-A51,Antagonist-B7,1.00E-09,0.0,41.6506,TEST
DR-EXP-002,2,F4,Agonist-A51,Antagonist-B7,3.16E-09,0.0,76.1242,TEST
DR-EXP-002,2,G4,Agonist-A51,Antagonist-B7,1.00E-08,0.0,94.6501,TEST
DR-EXP-002,2,H4,Agonist-A51,Antagonist-B7,3.16E-08,0.0,99.2189,TEST
DR-EXP-002,2,A5,Agonist-A51,Antagonist-B7,1.00E-11,1e-8,0.1711,TEST
DR-EXP-002,2,B5,Agonist-A51,Antagonist-B7,3.16E-11,1e-8,0.5385,TEST
DR-EXP-002,2,C5,Agonist-A51,Antagonist-B7,1.00E-10,1e-8,1.6997,TEST
DR-EXP-002,2,D5,Agonist-A51,Antagonist-B7,3.16E-10,1e-8,5.2902,TEST
DR-EXP-002,2,E5,Agonist-A51,Antagonist-B7,1.00E-09,1e-8,14.8020,TEST
DR-EXP-002,2,F5,Agonist-A51,Antagonist-B7,3.16E-09,1e-8,39.9385,TEST
DR-EXP-002,2,G5,Agonist-A51,Antagonist-B7,1.00E-08,1e-8,74.4950,TEST
DR-EXP-002,2,H5,Agonist-A51,Antagonist-B7,3.16E-08,1e-8,94.0794,TEST
DR-EXP-002,2,A6,Agonist-A51,Antagonist-B7,1.00E-11,1e-8,0.1764,TEST
DR-EXP-002,2,B6,Agonist-A51,Antagonist-B7,3.16E-11,1e-8,0.5550,TEST
DR-EXP-002,2,C6,Agonist-A51,Antagonist-B7,1.00E-10,1e-8,1.7517,TEST
DR-EXP-002,2,D6,Agonist-A51,Antagonist-B7,3.16E-10,1e-8,5.4481,TEST
DR-EXP-002,2,E6,Agonist-A51,Antagonist-B7,1.00E-09,1e-8,15.2686,TEST
DR-EXP-002,2,F6,Agonist-A51,Antagonist-B7,3.16E-09,1e-8,40.9976,TEST
DR-EXP-002,2,G6,Agonist-A51,Antagonist-B7,1.00E-08,1e-8,75.4098,TEST
DR-EXP-002,2,H6,Agonist-A51,Antagonist-B7,3.16E-08,1e-8,94.4379,TEST
DR-EXP-002,2,A7,Agonist-A51,Antagonist-B7,1.00E-11,1e-8,0.1818,TEST
DR-EXP-002,2,B7,Agonist-A51,Antagonist-B7,3.16E-11,1e-8,0.5719,TEST
DR-EXP-002,2,C7,Agonist-A51,Antagonist-B7,1.00E-10,1e-8,1.8047,TEST
DR-EXP-002,2,D7,Agonist-A51,Antagonist-B7,3.16E-10,1e-8,5.6111,TEST
DR-EXP-002,2,E7,Agonist-A51,Antagonist-B7,1.00E-09,1e-8,15.7452,TEST
DR-EXP-002,2,F7,Agonist-A51,Antagonist-B7,3.16E-09,1e-8,42.0709,TEST
DR-EXP-002,2,G7,Agonist-A51,Antagonist-B7,1.00E-08,1e-8,76.3392,TEST
DR-EXP-002,2,H7,Agonist-A51,Antagonist-B7,3.16E-08,1e-8,94.7854,TEST
DR-EXP-002,2,A8,Agonist-A51,Antagonist-B7,1.00E-11,1e-8,0.1874,TEST
DR-EXP-002,2,B8,Agonist-A51,Antagonist-B7,3.16E-11,1e-8,0.5890,TEST
DR-EXP-002,2,C8,Agonist-A51,Antagonist-B7,1.00E-10,1e-8,1.8588,TEST
DR-EXP-002,2,D8,Agonist-A51,Antagonist-B7,3.16E-10,1e-8,5.7793,TEST
DR-EXP-002,2,E8,Agonist-A51,Antagonist-B7,1.00E-09,1e-8,16.2326,TEST
DR-EXP-002,2,F8,Agonist-A51,Antagonist-B7,3.16E-09,1e-8,43.1550,TEST
DR-EXP-002,2,G8,Agonist-A51,Antagonist-B7,1.00E-08,1e-8,77.2744,TEST
DR-EXP-002,2,H8,Agonist-A51,Antagonist-B7,3.16E-08,1e-8,95.1318,TEST
DR-EXP-002,2,A9,Agonist-A51,Antagonist-B7,1.00E-11,1e-7,0.0487,TEST
DR-EXP-002,2,B9,Agonist-A51,Antagonist-B7,3.16E-11,1e-7,0.1521,TEST
DR-EXP-002,2,C9,Agonist-A51,Antagonist-B7,1.00E-10,1e-7,0.4848,TEST
DR-EXP-002,2,D9,Agonist-A51,Antagonist-B7,3.16E-10,1e-7,1.5135,TEST
DR-EXP-002,2,E9,Agonist-A51,Antagonist-B7,1.00E-09,1e-7,4.8290,TEST
DR-EXP-002,2,F9,Agonist-A51,Antagonist-B7,3.16E-09,1e-7,15.0673,TEST
DR-EXP-002,2,G9,Agonist-A51,Antagonist-B7,1.00E-08,1e-7,47.3820,TEST
DR-EXP-002,2,H9,Agonist-A51,Antagonist-B7,3.16E-08,1e-7,80.5284,TEST
DR-EXP-002,2,A10,Agonist-A51,Antagonist-B7,1.00E-11,1e-7,0.0499,TEST
DR-EXP-002,2,B10,Agonist-A51,Antagonist-B7,3.16E-11,1e-7,0.1560,TEST
DR-EXP-002,2,C10,Agonist-A51,Antagonist-B7,1.00E-10,1e-7,0.4970,TEST
DR-EXP-002,2,D10,Agonist-A51,Antagonist-B7,3.16E-10,1e-7,1.5526,TEST
DR-EXP-002,2,E10,Agonist-A51,Antagonist-B7,1.00E-09,1e-7,4.9515,TEST
DR-EXP-002,2,F10,Agonist-A51,Antagonist-B7,3.16E-09,1e-7,15.4578,TEST
DR-EXP-002,2,G10,Agonist-A51,Antagonist-B7,1.00E-08,1e-7,48.5638,TEST
DR-EXP-002,2,H10,Agonist-A51,Antagonist-B7,3.16E-08,1e-7,82.1051,TEST
DR-EXP-002,2,A11,Agonist-A51,Antagonist-B7,1.00E-11,1e-7,0.0512,TEST
DR-EXP-002,2,B11,Agonist-A51,Antagonist-B7,3.16E-11,1e-7,0.1600,TEST
DR-EXP-002,2,C11,Agonist-A51,Antagonist-B7,1.00E-10,1e-7,0.5095,TEST
DR-EXP-002,2,D11,Agonist-A51,Antagonist-B7,3.16E-10,1e-7,1.5929,TEST
DR-EXP-002,2,E11,Agonist-A51,Antagonist-B7,1.00E-09,1e-7,5.0760,TEST
DR-EXP-002,2,F11,Agonist-A51,Antagonist-B7,3.16E-09,1e-7,15.8596,TEST
DR-EXP-002,2,G11,Agonist-A51,Antagonist-B7,1.00E-08,1e-7,49.7548,TEST
DR-EXP-002,2,H11,Agonist-A51,Antagonist-B7,3.16E-08,1e-7,83.6934,TEST
DR-EXP-002,2,A12,Agonist-A51,Antagonist-B7,1.00E-11,1e-7,0.0524,TEST
DR-EXP-002,2,B12,Agonist-A51,Antagonist-B7,3.16E-11,1e-7,0.1640,TEST
DR-EXP-002,2,C12,Agonist-A51,Antagonist-B7,1.00E-10,1e-7,0.5223,TEST
DR-EXP-002,2,D12,Agonist-A51,Antagonist-B7,3.16E-10,1e-7,1.6344,TEST
DR-EXP-002,2,E12,Agonist-A51,Antagonist-B7,1.00E-09,1e-7,5.2045,TEST
DR-EXP-002,2,F12,Agonist-A51,Antagonist-B7,3.16E-09,1e-7,16.2730,TEST
DR-EXP-002,2,G12,Agonist-A51,Antagonist-B7,1.00E-08,1e-7,50.9562,TEST
DR-EXP-002,2,H12,Agonist-A51,Antagonist-B7,3.16E-08,1e-7,85.2932,TEST
