barcode,pos,SampleID,Concentration,Activity
LJ-PLATE-6,A6,SMP-41,1.23,0.872
LJ-PLATE-6,A7,SMP-41,0.41,0.969
LJ-PLATE-6,A8,SMP-41,0.14,0.953
LJ-PLATE-6,A9,SMP-41,0.05,0.951
LJ-PLATE-6,A10,EMPTY-P6-W10,0.0,0.0
LJ-PLATE-6,A11,EMPTY-P6-W11,0.0,0.0
LJ-PLATE-6,A12,Low Control,0.0,0.978
LJ-PLATE-6,B1,High Control,10.0,0.113
LJ-PLATE-6,B2,SMP-42,100.0,0.109
LJ-PLATE-6,B3,SMP-42,33.33,0.154
LJ-PLATE-6,B4,SMP-42,11.11,0.23
LJ-PLATE-6,B5,SMP-42,3.7,0.744
LJ-PLATE-6,B6,SMP-42,1.23,0.783
LJ-PLATE-6,B7,SMP-42,0.41,0.938
LJ-PLATE-6,B8,SMP-42,0.14,0.99
LJ-PLATE-6,B9,SMP-42,0.05,1.029
LJ-PLATE-6,B10,EMPTY-P6-W22,0.0,0.0
LJ-PLATE-6,B11,EMPTY-P6-W23,0.0,0.0
LJ-PLATE-6,B12,Low Control,0.0,0.957
LJ-PLATE-6,C1,High Control,10.0,0.133
LJ-PLATE-6,C2,SMP-43,100.0,0.077
LJ-PLATE-6,C3,SMP-43,33.33,0.177
LJ-PLATE-6,C4,SMP-43,11.11,0.343
LJ-PLATE-6,C5,SMP-43,3.7,0.647
LJ-PLATE-6,C6,SMP-43,1.23,0.978
LJ-PLATE-6,C7,SMP-43,0.41,0.96
LJ-PLATE-6,C8,SMP-43,0.14,0.96
LJ-PLATE-6,C9,SMP-43,0.05,0.984
LJ-PLATE-6,C10,EMPTY-P6-W34,0.0,0.0
LJ-PLATE-6,C11,EMPTY-P6-W35,0.0,0.0
LJ-PLATE-6,C12,Low Control,0.0,1.026
LJ-PLATE-6,D1,High Control,10.0,0.107
LJ-PLATE-6,D2,SMP-44,100.0,0.08
LJ-PLATE-6,D3,SMP-44,33.33,0.176
LJ-PLATE-6,D4,SMP-44,11.11,0.173
LJ-PLATE-6,D5,SMP-44,3.7,0.584
LJ-PLATE-6,D6,SMP-44,1.23,0.767
LJ-PLATE-6,D7,SMP-44,0.41,0.966
LJ-PLATE-6,D8,SMP-44,0.14,0.938
LJ-PLATE-6,D9,SMP-44,0.05,0.984
LJ-PLATE-6,D10,EMPTY-P6-W46,0.0,0.0
LJ-PLATE-6,D11,EMPTY-P6-W47,0.0,0.0
LJ-PLATE-6,D12,Low Control,0.0,0.984
LJ-PLATE-6,E1,High Control,10.0,0.087
LJ-PLATE-6,E2,SMP-45,100.0,0.04
LJ-PLATE-6,E3,SMP-45,33.33,0.1
LJ-PLATE-6,E4,SMP-45,11.11,0.348
LJ-PLATE-6,E5,SMP-45,3.7,0.69
LJ-PLATE-6,E6,SMP-45,1.23,0.824
LJ-PLATE-6,E7,SMP-45,0.41,0.954
LJ-PLATE-6,E8,SMP-45,0.14,0.947
LJ-PLATE-6,E9,SMP-45,0.05,0.948
LJ-PLATE-6,E10,EMPTY-P6-W58,0.0,0.0
LJ-PLATE-6,E11,EMPTY-P6-W59,0.0,0.0
LJ-PLATE-6,E12,Low Control,0.0,0.98
LJ-PLATE-6,F1,High Control,10.0,0.071
LJ-PLATE-6,F2,SMP-46,100.0,0.023
LJ-PLATE-6,F3,SMP-46,33.33,0.008
LJ-PLATE-6,F4,SMP-46,11.11,0.295
LJ-PLATE-6,F5,SMP-46,3.7,0.723
LJ-PLATE-6,F6,SMP-46,1.23,0.791
LJ-PLATE-6,F7,SMP-46,0.41,0.995
LJ-PLATE-6,F8,SMP-46,0.14,0.986
LJ-PLATE-6,F9,SMP-46,0.05,0.954
LJ-PLATE-6,F10,EMPTY-P6-W70,0.0,0.0
LJ-PLATE-6,F11,EMPTY-P6-W71,0.0,0.0
LJ-PLATE-6,F12,Low Control,0.0,1.03
LJ-PLATE-6,G1,High Control,10.0,0.112
LJ-PLATE-6,G2,SMP-47,100.0,0.0
LJ-PLATE-6,G3,SMP-47,33.33,0.226
LJ-PLATE-6,G4,SMP-47,11.11,0.347
LJ-PLATE-6,G5,SMP-47,3.7,0.562
LJ-PLATE-6,G6,SMP-47,1.23,0.815
LJ-PLATE-6,G7,SMP-47,0.41,0.986
LJ-PLATE-6,G8,SMP-47,0.14,0.97
LJ-PLATE-6,G9,SMP-47,0.05,0.994
LJ-PLATE-6,G10,EMPTY-P6-W82,0.0,0.0
LJ-PLATE-6,G11,EMPTY-P6-W83,0.0,0.0
LJ-PLATE-6,G12,Low Control,0.0,1.026
LJ-PLATE-6,H1,High Control,10.0,0.116
LJ-PLATE-6,H2,SMP-48,100.0,0.014
LJ-PLATE-6,H3,SMP-48,33.33,0.13
LJ-PLATE-6,H4,SMP-48,11.11,0.466
LJ-PLATE-6,H5,SMP-48,3.7,0.738
LJ-PLATE-6,H6,SMP-48,1.23,0.728
LJ-PLATE-6,H7,SMP-48,0.41,0.88
LJ-PLATE-6,H8,SMP-48,0.14,0.976
LJ-PLATE-6,H9,SMP-48,0.05,0.955
LJ-PLATE-6,H10,EMPTY-P6-W94,0.0,0.0
LJ-PLATE-6,H11,EMPTY-P6-W95,0.0,0.0
LJ-PLATE-6,H12,Low Control,0.0,1.036
LJ-PLATE-7,A1,High Control,10.0,0.136
LJ-PLATE-7,A2,SMP-49,100.0,0.043
LJ-PLATE-7,A3,SMP-49,33.33,0.145
LJ-PLATE-7,A4,SMP-49,11.11,0.323
LJ-PLATE-7,A5,SMP-49,3.7,0.563
LJ-PLATE-7,A6,SMP-49,1.23,0.75
LJ-PLATE-7,A7,SMP-49,0.41,0.967
LJ-PLATE-7,A8,SMP-49,0.14,0.959
LJ-PLATE-7,A9,SMP-49,0.05,0.962
LJ-PLATE-7,A10,EMPTY-P7-W10,0.0,0.0
LJ-PLATE-7,A11,EMPTY-P7-W11,0.0,0.0
LJ-PLATE-7,A12,Low Control,0.0,0.987
LJ-PLATE-7,B1,High Control,10.0,0.078
LJ-PLATE-7,B2,SMP-50,100.0,0.06
LJ-PLATE-7,B3,SMP-50,33.33,0.11
LJ-PLATE-7,B4,SMP-50,11.11,0.174
LJ-PLATE-7,B5,SMP-50,3.7,0.768
LJ-PLATE-7,B6,SMP-50,1.23,0.896
LJ-PLATE-7,B7,SMP-50,0.41,0.962
LJ-PLATE-7,B8,SMP-50,0.14,0.997
LJ-PLATE-7,B9,SMP-50,0.05,0.983
LJ-PLATE-7,B10,EMPTY-P7-W22,0.0,0.0
LJ-PLATE-7,B11,EMPTY-P7-W23,0.0,0.0
LJ-PLATE-7,B12,Low Control,0.0,1.029
LJ-PLATE-7,C1,High Control,10.0,0.131
LJ-PLATE-7,C2,SMP-51,100.0,0.052
LJ-PLATE-7,C3,SMP-51,33.33,0.169
LJ-PLATE-7,C4,SMP-51,11.11,0.328
LJ-PLATE-7,C5,SMP-51,3.7,0.578
LJ-PLATE-7,C6,SMP-51,1.23,0.793
LJ-PLATE-7,C7,SMP-51,0.41,0.913
LJ-PLATE-7,C8,SMP-51,0.14,1.035
LJ-PLATE-7,C9,SMP-51,0.05,1.014
LJ-PLATE-7,C10,EMPTY-P7-W34,0.0,0.0
LJ-PLATE-7,C11,EMPTY-P7-W35,0.0,0.0
LJ-PLATE-7,C12,Low Control,0.0,0.963
LJ-PLATE-7,D1,High Control,10.0,0.088
LJ-PLATE-7,D2,SMP-52,100.0,0.039
LJ-PLATE-7,D3,SMP-52,33.33,0.219
LJ-PLATE-7,D4,SMP-52,11.11,0.281
LJ-PLATE-7,D5,SMP-52,3.7,0.648
LJ-PLATE-7,D6,SMP-52,1.23,0.849
LJ-PLATE-7,D7,SMP-52,0.41,1.002
LJ-PLATE-7,D8,SMP-52,0.14,1.044
LJ-PLATE-7,D9,SMP-52,0.05,0.98
LJ-PLATE-7,D10,EMPTY-P7-W46,0.0,0.0
LJ-PLATE-7,D11,EMPTY-P7-W47,0.0,0.0
LJ-PLATE-7,D12,Low Control,0.0,1.003
LJ-PLATE-7,E1,High Control,10.0,0.147
LJ-PLATE-7,E2,SMP-53,100.0,0.0
LJ-PLATE-7,E3,SMP-53,33.33,0.118
LJ-PLATE-7,E4,SMP-53,11.11,0.432
LJ-PLATE-7,E5,SMP-53,3.7,0.734
LJ-PLATE-7,E6,SMP-53,1.23,0.844
LJ-PLATE-7,E7,SMP-53,0.41,0.953
LJ-PLATE-7,E8,SMP-53,0.14,0.934
LJ-PLATE-7,E9,SMP-53,0.05,0.966
LJ-PLATE-7,E10,EMPTY-P7-W58,0.0,0.0
LJ-PLATE-7,E11,EMPTY-P7-W59,0.0,0.0
LJ-PLATE-7,E12,Low Control,0.0,1.049
LJ-PLATE-7,F1,High Control,10.0,0.087
LJ-PLATE-7,F2,SMP-54,100.0,0.041
LJ-PLATE-7,F3,SMP-54,33.33,0.082
LJ-PLATE-7,F4,SMP-54,11.11,0.269
LJ-PLATE-7,F5,SMP-54,3.7,0.518
LJ-PLATE-7,F6,SMP-54,1.23,0.66
LJ-PLATE-7,F7,SMP-54,0.41,0.997
LJ-PLATE-7,F8,SMP-54,0.14,0.946
LJ-PLATE-7,F9,SMP-54,0.05,0.971
LJ-PLATE-7,F10,EMPTY-P7-W70,0.0,0.0
LJ-PLATE-7,F11,EMPTY-P7-W71,0.0,0.0
LJ-PLATE-7,F12,Low Control,0.0,1.029
LJ-PLATE-7,G1,High Control,10.0,0.096
LJ-PLATE-7,G2,SMP-55,100.0,0.019
LJ-PLATE-7,G3,SMP-55,33.33,0.034
LJ-PLATE-7,G4,SMP-55,11.11,0.257
LJ-PLATE-7,G5,SMP-55,3.7,0.58
LJ-PLATE-7,G6,SMP-55,1.23,0.788
LJ-PLATE-7,G7,SMP-55,0.41,1.011
LJ-PLATE-7,G8,SMP-55,0.14,0.982
LJ-PLATE-7,G9,SMP-55,0.05,0.975
LJ-PLATE-7,G10,EMPTY-P7-W82,0.0,0.0
LJ-PLATE-7,G11,EMPTY-P7-W83,0.0,0.0
LJ-PLATE-7,G12,Low Control,0.0,0.952
LJ-PLATE-7,H1,High Control,10.0,0.129
LJ-PLATE-7,H2,SMP-56,100.0,0.034
LJ-PLATE-7,H3,SMP-56,33.33,0.124
LJ-PLATE-7,H4,SMP-56,11.11,0.224
LJ-PLATE-7,H5,SMP-56,3.7,0.541
LJ-PLATE-7,H6,SMP-56,1.23,0.94
LJ-PLATE-7,H7,SMP-56,0.41,0.942
LJ-PLATE-7,H8,SMP-56,0.14,0.922
LJ-PLATE-7,H9,SMP-56,0.05,0.999
LJ-PLATE-7,H10,EMPTY-P7-W94,0.0,0.0
LJ-PLATE-7,H11,EMPTY-P7-W95,0.0,0.0
LJ-PLATE-7,H12,Low Control,0.0,1.049
LJ-PLATE-8,A1,High Control,10.0,0.104
LJ-PLATE-8,A2,SMP-57,100.0,0.0
LJ-PLATE-8,A3,SMP-57,33.33,0.118
LJ-PLATE-8,A4,SMP-57,11.11,0.329
LJ-PLATE-8,A5,SMP-57,3.7,0.809
LJ-PLATE-8,A6,SMP-57,1.23,0.906
LJ-PLATE-8,A7,SMP-57,0.41,0.984
LJ-PLATE-8,A8,SMP-57,0.14,0.953
LJ-PLATE-8,A9,SMP-57,0.05,1.003
LJ-PLATE-8,A10,EMPTY-P8-W10,0.0,0.0
LJ-PLATE-8,A11,EMPTY-P8-W11,0.0,0.0
LJ-PLATE-8,A12,Low Control,0.0,0.982
LJ-PLATE-8,B1,High Control,10.0,0.058
LJ-PLATE-8,B2,SMP-58,100.0,0.079
LJ-PLATE-8,B3,SMP-58,33.33,0.085
LJ-PLATE-8,B4,SMP-58,11.11,0.138
LJ-PLATE-8,B5,SMP-58,3.7,0.776
LJ-PLATE-8,B6,SMP-58,1.23,0.866
LJ-PLATE-8,B7,SMP-58,0.41,0.99
LJ-PLATE-8,B8,SMP-58,0.14,0.989
LJ-PLATE-8,B9,SMP-58,0.05,0.942
LJ-PLATE-8,B10,EMPTY-P8-W22,0.0,0.0
LJ-PLATE-8,B11,EMPTY-P8-W23,0.0,0.0
LJ-PLATE-8,B12,Low Control,0.0,1.028
LJ-PLATE-8,C1,High Control,10.0,0.087
LJ-PLATE-8,C2,SMP-59,100.0,0.042
LJ-PLATE-8,C3,SMP-59,33.33,0.093
LJ-PLATE-8,C4,SMP-59,11.11,0.418
LJ-PLATE-8,C5,SMP-59,3.7,0.612
LJ-PLATE-8,C6,SMP-59,1.23,0.815
LJ-PLATE-8,C7,SMP-59,0.41,0.935
LJ-PLATE-8,C8,SMP-59,0.14,1.031
LJ-PLATE-8,C9,SMP-59,0.05,0.998
LJ-PLATE-8,C10,EMPTY-P8-W34,0.0,0.0
LJ-PLATE-8,C11,EMPTY-P8-W35,0.0,0.0
LJ-PLATE-8,C12,Low Control,0.0,0.962
LJ-PLATE-8,D1,High Control,10.0,0.135
LJ-PLATE-8,D2,SMP-60,100.0,0.013
LJ-PLATE-8,D3,SMP-60,33.33,0.09
LJ-PLATE-8,D4,SMP-60,11.11,0.27
LJ-PLATE-8,D5,SMP-60,3.7,0.739
LJ-PLATE-8,D6,SMP-60,1.23,0.951
LJ-PLATE-8,D7,SMP-60,0.41,0.933
LJ-PLATE-8,D8,SMP-60,0.14,0.986
LJ-PLATE-8,D9,SMP-60,0.05,0.98
LJ-PLATE-8,D10,EMPTY-P8-W46,0.0,0.0
LJ-PLATE-8,D11,EMPTY-P8-W47,0.0,0.0
LJ-PLATE-8,D12,Low Control,0.0,1.03
LJ-PLATE-8,E1,High Control,10.0,0.105
LJ-PLATE-8,E2,SMP-61,100.0,0.076
LJ-PLATE-8,E3,SMP-61,33.33,0.175
LJ-PLATE-8,E4,SMP-61,11.11,0.362
LJ-PLATE-8,E5,SMP-61,3.7,0.767
LJ-PLATE-8,E6,SMP-61,1.23,0.91
LJ-PLATE-8,E7,SMP-61,0.41,0.946
LJ-PLATE-8,E8,SMP-61,0.14,1.032
LJ-PLATE-8,E9,SMP-61,0.05,0.942
LJ-PLATE-8,E10,EMPTY-P8-W58,0.0,0.0
LJ-PLATE-8,E11,EMPTY-P8-W59,0.0,0.0
LJ-PLATE-8,E12,Low Control,0.0,0.966
LJ-PLATE-8,F1,High Control,10.0,0.082
LJ-PLATE-8,F2,SMP-62,100.0,0.111
LJ-PLATE-8,F3,SMP-62,33.33,0.119
LJ-PLATE-8,F4,SMP-62,11.11,0.346
LJ-PLATE-8,F5,SMP-62,3.7,0.594
LJ-PLATE-8,F6,SMP-62,1.23,0.822
LJ-PLATE-8,F7,SMP-62,0.41,0.989
LJ-PLATE-8,F8,SMP-62,0.14,1.026
LJ-PLATE-8,F9,SMP-62,0.05,0.984
LJ-PLATE-8,F10,EMPTY-P8-W70,0.0,0.0
LJ-PLATE-8,F11,EMPTY-P8-W71,0.0,0.0
LJ-PLATE-8,F12,Low Control,0.0,1.008
LJ-PLATE-8,G1,High Control,10.0,0.115
LJ-PLATE-8,G2,SMP-63,100.0,0.076
LJ-PLATE-8,G3,SMP-63,33.33,0.095
LJ-PLATE-8,G4,SMP-63,11.11,0.492
LJ-PLATE-8,G5,SMP-63,3.7,0.637
LJ-PLATE-8,G6,SMP-63,1.23,0.755
LJ-PLATE-8,G7,SMP-63,0.41,0.93
LJ-PLATE-8,G8,SMP-63,0.14,1.031
LJ-PLATE-8,G9,SMP-63,0.05,0.978
LJ-PLATE-8,G10,EMPTY-P8-W82,0.0,0.0
LJ-PLATE-8,G11,EMPTY-P8-W83,0.0,0.0
LJ-PLATE-8,G12,Low Control,0.0,1.006
LJ-PLATE-8,H1,High Control,10.0,0.082
LJ-PLATE-8,H2,SMP-64,100.0,0.036
LJ-PLATE-8,H3,SMP-64,33.33,0.087
LJ-PLATE-8,H4,SMP-64,11.11,0.436
LJ-PLATE-8,H5,SMP-64,3.7,0.535
LJ-PLATE-8,H6,SMP-64,1.23,0.872
LJ-PLATE-8,H7,SMP-64,0.41,0.941
LJ-PLATE-8,H8,SMP-64,0.14,0.99
LJ-PLATE-8,H9,SMP-64,0.05,0.979
LJ-PLATE-8,H10,EMPTY-P8-W94,0.0,0.0
LJ-PLATE-8,H11,EMPTY-P8-W95,0.0,0.0
LJ-PLATE-8,H12,Low Control,0.0,0.955
LJ-PLATE-9,A1,High Control,10.0,0.099
LJ-PLATE-9,A2,SMP-65,100.0,0.044
LJ-PLATE-9,A3,SMP-65,33.33,0.091
LJ-PLATE-9,A4,SMP-65,11.11,0.464
LJ-PLATE-9,A5,SMP-65,3.7,0.615
LJ-PLATE-9,A6,SMP-65,1.23,0.775
LJ-PLATE-9,A7,SMP-65,0.41,0.954
LJ-PLATE-9,A8,SMP-65,0.14,0.958
LJ-PLATE-9,A9,SMP-65,0.05,1.026
LJ-PLATE-9,A10,EMPTY-P9-W10,0.0,0.0
LJ-PLATE-9,A11,EMPTY-P9-W11,0.0,0.0
LJ-PLATE-9,A12,Low Control,0.0,0.984
LJ-PLATE-9,B1,High Control,10.0,0.144
LJ-PLATE-9,B2,SMP-66,100.0,0.089
LJ-PLATE-9,B3,SMP-66,33.33,0.168
LJ-PLATE-9,B4,SMP-66,11.11,0.299
LJ-PLATE-9,B5,SMP-66,3.7,0.668
LJ-PLATE-9,B6,SMP-66,1.23,0.885
LJ-PLATE-9,B7,SMP-66,0.41,0.937
LJ-PLATE-9,B8,SMP-66,0.14,1.013
LJ-PLATE-9,B9,SMP-66,0.05,0.985
LJ-PLATE-9,B10,EMPTY-P9-W22,0.0,0.0
LJ-PLATE-9,B11,EMPTY-P9-W23,0.0,0.0
LJ-PLATE-9,B12,Low Control,0.0,1.017
LJ-PLATE-9,C1,High Control,10.0,0.148
LJ-PLATE-9,C2,SMP-67,100.0,0.049
LJ-PLATE-9,C3,SMP-67,33.33,0.231
LJ-PLATE-9,C4,SMP-67,11.11,0.484
LJ-PLATE-9,C5,SMP-67,3.7,0.707
LJ-PLATE-9,C6,SMP-67,1.23,0.833
LJ-PLATE-9,C7,SMP-67,0.41,0.96
LJ-PLATE-9,C8,SMP-67,0.14,0.951
LJ-PLATE-9,C9,SMP-67,0.05,0.951
LJ-PLATE-9,C10,EMPTY-P9-W34,0.0,0.0
LJ-PLATE-9,C11,EMPTY-P9-W35,0.0,0.0
LJ-PLATE-9,C12,Low Control,0.0,1.019
LJ-PLATE-9,D1,High Control,10.0,0.091
LJ-PLATE-9,D2,SMP-68,100.0,0.065
LJ-PLATE-9,D3,SMP-68,33.33,0.197
LJ-PLATE-9,D4,SMP-68,11.11,0.297
LJ-PLATE-9,D5,SMP-68,3.7,0.613
LJ-PLATE-9,D6,SMP-68,1.23,0.878
LJ-PLATE-9,D7,SMP-68,0.41,0.995
LJ-PLATE-9,D8,SMP-68,0.14,0.962
LJ-PLATE-9,D9,SMP-68,0.05,0.968
LJ-PLATE-9,D10,EMPTY-P9-W46,0.0,0.0
LJ-PLATE-9,D11,EMPTY-P9-W47,0.0,0.0
LJ-PLATE-9,D12,Low Control,0.0,1.047
LJ-PLATE-9,E1,High Control,10.0,0.08
LJ-PLATE-9,E2,SMP-69,100.0,0.076
LJ-PLATE-9,E3,SMP-69,33.33,0.169
LJ-PLATE-9,E4,SMP-69,11.11,0.398
LJ-PLATE-9,E5,SMP-69,3.7,0.735
LJ-PLATE-9,E6,SMP-69,1.23,0.977
LJ-PLATE-9,E7,SMP-69,0.41,0.946
LJ-PLATE-9,E8,SMP-69,0.14,0.959
LJ-PLATE-9,E9,SMP-69,0.05,0.994
LJ-PLATE-9,E10,EMPTY-P9-W58,0.0,0.0
LJ-PLATE-9,E11,EMPTY-P9-W59,0.0,0.0
LJ-PLATE-9,E12,Low Control,0.0,1.043
LJ-PLATE-9,F1,High Control,10.0,0.12
LJ-PLATE-9,F2,SMP-70,100.0,0.027
LJ-PLATE-9,F3,SMP-70,33.33,0.08
LJ-PLATE-9,F4,SMP-70,11.11,0.409
LJ-PLATE-9,F5,SMP-70,3.7,0.689
LJ-PLATE-9,F6,SMP-70,1.23,0.788
LJ-PLATE-9,F7,SMP-70,0.41,1.017
LJ-PLATE-9,F8,SMP-70,0.14,1.019
LJ-PLATE-9,F9,SMP-70,0.05,1.038
LJ-PLATE-9,F10,EMPTY-P9-W70,0.0,0.0
LJ-PLATE-9,F11,EMPTY-P9-W71,0.0,0.0
LJ-PLATE-9,F12,Low Control,0.0,0.959
LJ-PLATE-9,G1,High Control,10.0,0.107
LJ-PLATE-9,G2,SMP-71,100.0,0.072
LJ-PLATE-9,G3,SMP-71,33.33,0.275
LJ-PLATE-9,G4,SMP-71,11.11,0.248
LJ-PLATE-9,G5,SMP-71,3.7,0.669
LJ-PLATE-9,G6,SMP-71,1.23,0.99
LJ-PLATE-9,G7,SMP-71,0.41,0.878
LJ-PLATE-9,G8,SMP-71,0.14,1.035
LJ-PLATE-9,G9,SMP-71,0.05,1.04
LJ-PLATE-9,G10,EMPTY-P9-W82,0.0,0.0
LJ-PLATE-9,G11,EMPTY-P9-W83,0.0,0.0
LJ-PLATE-9,G12,Low Control,0.0,1.035
LJ-PLATE-9,H1,High Control,10.0,0.097
LJ-PLATE-9,H2,SMP-72,100.0,0.026
LJ-PLATE-9,H3,SMP-72,33.33,0.13
LJ-PLATE-9,H4,SMP-72,11.11,0.404
LJ-PLATE-9,H5,SMP-72,3.7,0.714
LJ-PLATE-9,H6,SMP-72,1.23,0.943
LJ-PLATE-9,H7,SMP-72,0.41,0.909
LJ-PLATE-9,H8,SMP-72,0.14,0.944
LJ-PLATE-9,H9,SMP-72,0.05,1.013
LJ-PLATE-9,H10,EMPTY-P9-W94,0.0,0.0
LJ-PLATE-9,H11,EMPTY-P9-W95,0.0,0.0
LJ-PLATE-9,H12,Low Control,0.0,1.045
LJ-PLATE-10,A1,High Control,10.0,0.08
LJ-PLATE-10,A2,SMP-73,100.0,0.131
LJ-PLATE-10,A3,SMP-73,33.33,0.19
LJ-PLATE-10,A4,SMP-73,11.11,0.303
LJ-PLATE-10,A5,SMP-73,3.7,0.747
LJ-PLATE-10,A6,SMP-73,1.23,0.816
LJ-PLATE-10,A7,SMP-73,0.41,0.903
LJ-PLATE-10,A8,SMP-73,0.14,0.999
LJ-PLATE-10,A9,SMP-73,0.05,0.994
LJ-PLATE-10,A10,EMPTY-P10-W10,0.0,0.0
LJ-PLATE-10,A11,EMPTY-P10-W11,0.0,0.0
LJ-PLATE-10,A12,Low Control,0.0,1.004
LJ-PLATE-10,B1,High Control,10.0,0.116
LJ-PLATE-10,B2,SMP-74,100.0,0.072
LJ-PLATE-10,B3,SMP-74,33.33,0.242
LJ-PLATE-10,B4,SMP-74,11.11,0.435
LJ-PLATE-10,B5,SMP-74,3.7,0.478
LJ-PLATE-10,B6,SMP-74,1.23,0.811
LJ-PLATE-10,B7,SMP-74,0.41,0.891
LJ-PLATE-10,B8,SMP-74,0.14,0.968
LJ-PLATE-10,B9,SMP-74,0.05,0.998
LJ-PLATE-10,B10,EMPTY-P10-W22,0.0,0.0
LJ-PLATE-10,B11,EMPTY-P10-W23,0.0,0.0
LJ-PLATE-10,B12,Low Control,0.0,0.996
LJ-PLATE-10,C1,High Control,10.0,0.056
LJ-PLATE-10,C2,SMP-75,100.0,0.044
LJ-PLATE-10,C3,SMP-75,33.33,0.107
LJ-PLATE-10,C4,SMP-75,11.11,0.391
LJ-PLATE-10,C5,SMP-75,3.7,0.517
LJ-PLATE-10,C6,SMP-75,1.23,0.773
LJ-PLATE-10,C7,SMP-75,0.41,0.999
LJ-PLATE-10,C8,SMP-75,0.14,0.987
LJ-PLATE-10,C9,SMP-75,0.05,1.033
LJ-PLATE-10,C10,EMPTY-P10-W34,0.0,0.0
LJ-PLATE-10,C11,EMPTY-P10-W35,0.0,0.0
LJ-PLATE-10,C12,Low Control,0.0,1.041
LJ-PLATE-10,D1,High Control,10.0,0.088
LJ-PLATE-10,D2,SMP-76,100.0,0.042
LJ-PLATE-10,D3,SMP-76,33.33,0.144
LJ-PLATE-10,D4,SMP-76,11.11,0.381
LJ-PLATE-10,D5,SMP-76,3.7,0.494
LJ-PLATE-10,D6,SMP-76,1.23,0.863
LJ-PLATE-10,D7,SMP-76,0.41,0.954
LJ-PLATE-10,D8,SMP-76,0.14,1.018
LJ-PLATE-10,D9,SMP-76,0.05,1.02
LJ-PLATE-10,D10,EMPTY-P10-W46,0.0,0.0
LJ-PLATE-10,D11,EMPTY-P10-W47,0.0,0.0
LJ-PLATE-10,D12,Low Control,0.0,0.992
LJ-PLATE-10,E1,High Control,10.0,0.127
LJ-PLATE-10,E2,SMP-77,100.0,0.097
LJ-PLATE-10,E3,SMP-77,33.33,0.151
LJ-PLATE-10,E4,SMP-77,11.11,0.454
LJ-PLATE-10,E5,SMP-77,3.7,0.579
LJ-PLATE-10,E6,SMP-77,1.23,0.843
LJ-PLATE-10,E7,SMP-77,0.41,0.992
LJ-PLATE-10,E8,SMP-77,0.14,1.005
LJ-PLATE-10,E9,SMP-77,0.05,0.955
LJ-PLATE-10,E10,EMPTY-P10-W58,0.0,0.0
LJ-PLATE-10,E11,EMPTY-P10-W59,0.0,0.0
LJ-PLATE-10,E12,Low Control,0.0,1.016
LJ-PLATE-10,F1,High Control,10.0,0.072
LJ-PLATE-10,F2,SMP-78,100.0,0.12
LJ-PLATE-10,F3,SMP-78,33.33,0.148
LJ-PLATE-10,F4,SMP-78,11.11,0.377
LJ-PLATE-10,F5,SMP-78,3.7,0.799
LJ-PLATE-10,F6,SMP-78,1.23,0.794
LJ-PLATE-10,F7,SMP-78,0.41,0.967
LJ-PLATE-10,F8,SMP-78,0.14,1.006
LJ-PLATE-10,F9,SMP-78,0.05,1.006
LJ-PLATE-10,F10,EMPTY-P10-W70,0.0,0.0
LJ-PLATE-10,F11,EMPTY-P10-W71,0.0,0.0
LJ-PLATE-10,F12,Low Control,0.0,1.047
LJ-PLATE-10,G1,High Control,10.0,0.106
LJ-PLATE-10,G2,SMP-79,100.0,0.012
LJ-PLATE-10,G3,SMP-79,33.33,0.139
LJ-PLATE-10,G4,SMP-79,11.11,0.158
LJ-PLATE-10,G5,SMP-79,3.7,0.597
LJ-PLATE-10,G6,SMP-79,1.23,0.892
LJ-PLATE-10,G7,SMP-79,0.41,0.97
LJ-PLATE-10,G8,SMP-79,0.14,1.032
LJ-PLATE-10,G9,SMP-79,0.05,1.044
LJ-PLATE-10,G10,EMPTY-P10-W82,0.0,0.0
LJ-PLATE-10,G11,EMPTY-P10-W83,0.0,0.0
LJ-PLATE-10,G12,Low Control,0.0,0.962
LJ-PLATE-10,H1,High Control,10.0,0.15
LJ-PLATE-10,H2,SMP-80,100.0,0.075
LJ-PLATE-10,H3,SMP-80,33.33,0.057
LJ-PLATE-10,H4,SMP-80,11.11,0.43
LJ-PLATE-10,H5,SMP-80,3.7,0.598
LJ-PLATE-10,H6,SMP-80,1.23,0.857
LJ-PLATE-10,H7,SMP-80,0.41,1.019
LJ-PLATE-10,H8,SMP-80,0.14,0.989
LJ-PLATE-10,H9,SMP-80,0.05,0.959
LJ-PLATE-10,H10,EMPTY-P10-W94,0.0,0.0
LJ-PLATE-10,H11,EMPTY-P10-W95,0.0,0.0
LJ-PLATE-10,H12,Low Control,0.0,1.043
