smiles,CMPD_CHEMBLID,CYP3A4,hERG_pIC50
CC(C)\C=C\C\C(=C\COc1ccc2C=CC(=O)Oc2c1)\C,CHEMBL241896,4.37,
CC(C)C(=O)N(Cc1ccccc1c2ccccc2)[C@H]3CCNC3,CHEMBL476116,,5.52
CC(C)C(=O)N1CCc2c(C1)nc(C)n2[C@H]3C[C@H]4CC[C@@H](C3)N4CC[C@H](NC(=O)C)c5cccc(F)c5,CHEMBL1649931,,4.92
CC(C)C(=O)N1CCN(CC1)c2ccccc2NC(=O)c3cccc(Cl)c3,CHEMBL1460996,4.90,
CC(C)C(=O)Nc1cccc(c1)\C(=N\NC(=O)c2ccc(Cl)cc2)\C,CHEMBL3196801,4.80,
CC(C)C(=O)NCCc1nc2ccccc2n1CCCOc3ccc(Cl)cc3,CHEMBL1517696,4.95,
CC(C)C(C)\C=C\C(C)C1CCC2\C(=C\C=C\3/CC(O)CCC3=C)\CCCC12C,CHEMBL1365846,4.50,
CC(C)C(C)\C=C\C(C)C1CCC2C3=CCC4CC(=O)CC[C@@]4(C)C3CC[C@@]12C,CHEMBL1514671,4.60,
CC(C)C(CCCN(C)CCCc1nc2ccccc2[nH]1)(C(=O)O)c3ccc(Br)cc3,CHEMBL3115192,,5.63
CC(C)C(O)(c1ccc2cc(ccc2c1)c3cccs3)c4c[nH]nn4,CHEMBL3259868,4.09,
CC(C)C(O)(c1ccc2cc(OCC(F)(F)F)c(OCC(F)(F)F)cc2c1)c3c[nH]nn3,CHEMBL3264606,4.60,
CC(C)C[C@@H](NC(=O)c1ccc2[nH]nc(c3ccc(cc3)N4[C@H]5CC[C@H]4CC(O)C5)c2c1)c6ccccn6,CHEMBL3422098,6.54,
CC(C)C[C@H](N)c1cccc(F)c1N2CCN(CC2)C(=O)[C@@H](Cc3ccc(Cl)cc3Cl)N4CCCC4=O,CHEMBL236731,6.77,
CC(C)C[C@H](NC(=O)[C@@H](C)N)c1cc(C)ccc1N2CCN(CC2)C(=O)[C@@H](Cc3ccc(Cl)cc3Cl)N4CCCC4=O,CHEMBL262321,5.54,
CC(C)C[C@H](NC(=O)C(C)(C)N)c1cc(F)ccc1N2CCN(CC2)C(=O)[C@@H](Cc3ccc(Cl)cc3Cl)N4CCCC4=O,CHEMBL397368,4.55,
CC(C)C[C@H](NC(=O)CCCN)c1cc(F)ccc1N2CCN(CC2)C(=O)[C@@H](Cc3ccc(Cl)cc3Cl)N4CCCC4=O,CHEMBL396186,4.82,
CC(C)C[C@H](NC(=O)CCN(C)C)c1ccccc1N2CCN(CC2)C(=O)[C@@H](Cc3ccc(Cl)cc3Cl)N4CCCC4=O,CHEMBL397584,5.16,
CC(C)C[C@H](NC(=O)CCN)c1cc(ccc1N2CCN(CC2)C(=O)[C@@H](Cc3ccc(Cl)cc3Cl)N4CCCC4=O)C(F)(F)F,CHEMBL397581,5.27,
CC(C)C[C@H](NC(=O)CCN)c1ccccc1N2CCN(CC2)C(=O)[C@@H](Cc3ccc(Cl)cc3Cl)N4CCCC4=O,CHEMBL391028,5.54,
CC(C)C[C@H](NC(=O)CN(C)C)c1cc(F)ccc1N2CCN(CC2)C(=O)[C@@H](Cc3ccc(Cl)cc3Cl)N4CCCC4=O,CHEMBL412024,4.82,
CC(C)C[C@H](NCCN)c1cccc(F)c1N2CCN(CC2)C(=O)[C@@H](Cc3ccc(Cl)cc3Cl)N4CCCC4=O,CHEMBL393576,5.31,
CC(C)C[C@H](NCCO)c1cc(ccc1N2CCN(CC2)C(=O)[C@@H](Cc3ccc(Cl)cc3Cl)N4CCCC4=O)C(F)(F)F,CHEMBL396884,4.46,
CC(C)C[C@H]1N([C@@H](C(=O)N(C)C)c2ccc(F)cc2F)C(=O)[C@H](NC1=O)C3Cc4ccccc4C3,CHEMBL377414,4.05,
CC(C)C[C@H]1N([C@@H](C(=O)NC(C)C)c2ccc(Br)s2)C(=O)[C@H](NC1=O)C3Cc4ccccc4C3,CHEMBL410420,6.00,
CC(C)C1=C(CN(C)C(C)Cc2ccccc2)N(C)N(C1=O)c3ccccc3,CHEMBL1475693,5.40,
CC(C)c1c(CN[C@H]2CC[C@@H](F)C2)nc(c3ncccc3Cl)n1c4ccc(C)nc4,CHEMBL561397,,4.82
CC(C)c1c(cn2ncnc(Nc3cc(C(=O)NC4CC4)c(F)cc3F)c12)c5oc(NCC(C)(C)CN)nn5,CHEMBL270869,5.85,
CC(C)c1c(cn2ncnc(Nc3cc(C(=O)NC4CC4)c(F)cc3F)c12)c5oc(NCCCN(C)C)nn5,CHEMBL271310,4.43,
CC(C)c1c(cn2ncnc(Nc3cc(C(=O)NC4CC4)c(F)cc3F)c12)c5oc(nn5)N6CCN(C)CC6,CHEMBL429845,6.70,
CC(C)c1c(cn2ncnc(Nc3cc(C(=O)NC4CC4)c(F)cc3F)c12)c5oc(O[C@H]6CCNC6)nn5,CHEMBL402279,5.32,
CC(C)c1c(cn2ncnc(Nc3cnc4[nH]c(C)cc4c3)c12)c5oc(C)nn5,CHEMBL261592,4.94,5.18
CC(C)c1c(O)ccc2c1CCC3[C@@](C)(CO)CCC[C@@]23C,CHEMBL1604523,4.40,
CC(C)c1cc(\N=C/c2ccccc2O)c(C)cc1O,CHEMBL1554411,5.50,
CC(C)c1cc(cc2nc(oc12)c3ccc(cc3)C(=O)NC[C@@H]4CC[C@@H](CC4)c5cccc(c5)C(F)(F)F)C#N,CHEMBL1771127,,5.63
CC(C)c1cc(cc2nc(oc12)c3ccc(cc3)C(=O)NC[C@H]4CN(C(=O)O4)c5ccc(cn5)c6ccccc6OC(F)(F)F)C#N,CHEMBL1771145,,5.45
CC(C)c1cc(F)cc2CC[C@](CCN(C)CCCc3nc4ccccc4[nH]3)(Cc12)OC(=O)C5CC5,CHEMBL1356120,5.70,
CC(C)c1cc(Nc2cccc(O)c2)cc(C(C)C)c1O,CHEMBL1531620,4.60,
CC(C)c1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)[C@@]34C[C@@H]3CN(C)C4,CHEMBL1224639,,5.80
CC(C)c1ccc(NC(=O)C(N2CCN(CC2)C=O)c3ccccc3)cc1,CHEMBL1376097,4.95,
CC(C)c1ccc(NC(=O)c2cccc(c2)c3nn([C@@H]4CCCN(C4)C(=O)C=C)c5ncnc(N)c35)cc1C,CHEMBL2179805,,6.52
CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc3ccc(Cl)cc3,CHEMBL29097,4.80,
CC(C)c1ccc2c(CC[C@H]3[C@@](C)(CN)CCC[C@@]23C)c1.OC(=O)c4ccccc4,CHEMBL1377795,5.40,
CC(C)c1ccc2c(CCC3C(C)(CCCC23C)C(=O)N)c1,CHEMBL1366539,4.70,
CC(C)c1cccc(C(C)C)c1O,CHEMBL526,4.40,
CC(C)c1ccccc1[S+]([O-])c2ccccc2C(C)(C)O,CHEMBL1401793,5.40,
CC(C)c1ccccc1S(=O)(=O)c2cc(N)c3ncccc3c2[N+](=O)[O-],CHEMBL422942,6.00,
CC(C)c1cn(c2ccc(F)cc2)c3ccc(Cl)cc13,CHEMBL53089,,5.00
CC(C)C1NC(=S)N(Cc2ccccc2)C1=O,CHEMBL1549240,4.85,
CC(C)c1nc(C(=O)NC[C@@H]2[C@H]3CN(CC(C)(C)O)C[C@@H]23)c4ccccn14,CHEMBL3741377,4.72,
CC(C)c1nc(C(=O)NCC2CCN(CC3CCOCC3)CC2)c4ccccn14,CHEMBL3741608,4.59,
CC(C)c1nc(C)nn1[C@H]2C[C@H]3CC[C@@H](C2)N3CC[C@H](NC(=O)C4CCC(F)(F)CC4)c5ccccc5,CHEMBL1649912,,5.37
CC(C)c1nc(CN(C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc3cncs3)Cc4ccccc4)cs1,CHEMBL3115174,6.89,
CC(C)c1nc(CN(C)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC[C@@H](Cc3ccccc3)NC(=O)OCc4cncs4)Cc5ccccc5)cs1,CHEMBL3115191,7.05,
CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN(C)C)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc3cncs3)Cc4ccccc4)cs1,CHEMBL3115179,6.85,
CC(C)c1nc(CN(C)C(=O)N[C@@H](CCNC(=O)C)C(=O)N[C@@H](CC[C@@H](Cc2ccccc2)NC(=O)OCc3cncs3)Cc4ccccc4)cs1,CHEMBL3115188,6.92,
CC(C)c1nc(CN(C)C(=O)N[C@@H](CCNS(=O)(=O)C)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc3cncs3)Cc4ccccc4)cs1,CHEMBL3115183,6.92,
CC(C)c1nc(CN(C)C(=O)N[C@@H](CO)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc3cncs3)Cc4ccccc4)cs1,CHEMBL3115167,6.82,
CC(C)c1nc(CN(C)C(=O)N[C@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc3ccccc3)NC(=O)OCc4cncs4)Cc5ccccc5)cs1,CHEMBL3115180,6.82,
CC(C)c1nc(CN(C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](CC[C@@H](Cc3ccccc3)NC(=O)OCc4cncs4)Cc5ccccc5)cs1,CHEMBL3672574,6.52,
CC(C)c1nc(CN(C)C(=O)N2Cc3nc[nH]c3C[C@H]2C(=O)N[C@H](CC[C@H](Cc4ccccc4)NC(=O)OCc5cncs5)Cc6ccccc6)cs1,CHEMBL3672584,6.43,
CC(C)c1nc(nc(c2ccc(F)cc2)c1\C=C\C(O)CC(O)CC(=O)O)N(C)S(=O)(=O)C,CHEMBL1357356,4.40,
CC(C)c1nc(Nc2cc(N[C@@H]3CCOC[C@@H]3N)nnc2C(=O)N)ccc1F,CHEMBL3237580,,5.10
CC(C)c1nc(Nc2cc(NCCN)nnc2C(=O)N)ccc1C,CHEMBL3237577,,5.20
CC(C)c1nc(Nc2cc(NCCN)nnc2C(=O)N)ccc1F,CHEMBL3237581,,5.10
CC(C)c1ncc(s1)[C@@H]2CC[C@@H](CC2)N3CC(C3)NC(=O)CNc4nn(C)c5ccc(cc45)C(F)(F)F,CHEMBL1834799,,4.77
CC(C)c1nnc(SCCCN2CCc3ccc(cc3CC2)c4cc(C)on4)n1C,CHEMBL243901,,5.90
CC(C)c1oc2cc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,CHEMBL256015,,5.70
CC(C)c1occ(n1)c2nnc3[C@@H](C)N(CCn23)C(=O)c4ccc(cc4)c5cccs5,CHEMBL3422015,4.37,5.14
CC(C)CC(=O)NC(Sc1ccc(Cl)cc1)C(Cl)(Cl)Cl,CHEMBL1706994,4.60,
CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1,CHEMBL1558796,4.60,
CC(C)CC(N1C(=O)c2ccccc2C1=O)C(=O)OCC(=O)Nc3ncc(Cl)cc3Cl,CHEMBL1522232,4.50,
CC(C)CC(NS(=O)(=O)c1ccc(C)cc1)C(=O)Oc2ccc3C4=C(CCC4)C(=O)Oc3c2,CHEMBL1463576,4.85,
CC(C)CC1(C=CCN1C(=O)C)C(=O)NCC2CC2,CHEMBL1488112,4.50,
CC(C)CC1(C=CCN1C(=O)C)C(=O)NCc2oc(C)cc2,CHEMBL1516252,4.80,
CC(C)CC1N2C(=O)[C@@](NC(=O)C3CN(C)C4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(OC2(O)C7CCCN7C1=O)C(C)C.CS(=O)(=O)O,CHEMBL1476170,6.30,
CC(C)CC1n2cncc2CN(Cc3ccccc3)S1(=O)=O,CHEMBL1209554,5.85,
CC(C)CC1NC(=S)N(C2CCCCC2)C1=O,CHEMBL1581163,4.70,
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)CCC3=C)\CCC[C@]12C,CHEMBL1042,4.50,
CC(C)CCCC(C)C1CCC2\C(=C\C=C\3/CC(O)CCC3=C)\CCCC12C,CHEMBL1354424,4.50,
CC(C)CCN=C(S)NC1CCCC1,CHEMBL1484898,4.65,
CC(C)CCN1CCc2nc(c3CC(C)OCc3c2C1)c4ccccc4,CHEMBL1315777,5.50,
CC(C)CCN1CCc2nc(COc3ccccc3)c4CC(C)OCc4c2C1,CHEMBL1356318,5.50,
CC(C)CCn1nnnc1C(N2CCN(CC2)C(=O)c3occc3)c4ccc(F)cc4,CHEMBL1441039,5.10,
CC(C)CCNC(=O)COC(=O)c1cc(C)nc2ccccc12,CHEMBL1403023,4.80,
CC(C)CN([C@H]1CCNC1)C(=O)c2cccc(c2Cl)C(F)(F)F,CHEMBL1077638,,5.39
CC(C)CN([C@H]1CCNC1)C(=O)c2ccccc2C(C)C,CHEMBL1078169,,4.89
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]2CCOC2)S(=O)(=O)c3ccc(N)cc3,CHEMBL116,6.43,
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@H]3OCC[C@@H]23)S(=O)(=O)c4ccc(N)cc4,CHEMBL1323,,4.00
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc2cncs2)C(=O)c3ccc4nc(C)oc4c3,CHEMBL2058904,7.28,
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc2cncs2)C(=O)c3ccc4nc(N)oc4c3,CHEMBL2058901,7.38,
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc2cncs2)C(=O)c3ccc4nc(NC5CCN(C)CC5)oc4c3,CHEMBL2058902,5.57,
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc2cncs2)C(=O)c3ccc4nc(oc4c3)C(C)C,CHEMBL2058663,7.43,
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc2cncs2)C(=O)c3ccc4nc(oc4c3)c5ccccc5,CHEMBL2058905,7.62,
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc2cncs2)C(=O)c3ccc4nc(oc4c3)N(C)C,CHEMBL2059119,7.28,
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc2cncs2)C(=O)c3ccc4nc(oc4c3)N5CCCC5,CHEMBL2059117,7.48,
CC(C)CN(CC[C@H](Cc1ccccc1)NC(=O)[C@H](CCN2CCOCC2)NC(=O)N(C)Cc3csc(n3)C(C)C)C(=O)OCc4cncs4,CHEMBL3114734,6.46,
CC(C)CN=C(S)N(CCc1nc2cc(C)c(C)cc2[nH]1)C3CCCC3,CHEMBL1323732,4.75,
CC(C)CN1C(=C(C(=O)COC(=O)c2cc(nc3ccccc23)c4occc4)C(=O)N(C)C1=O)N,CHEMBL1374536,4.80,
CC(C)CN1C(=Nc2ccccc2C1=O)SCc3nc(O)c4ccccc4n3,CHEMBL1509337,5.70,
CC(C)CN1C(=O)CN(Cc2ccc(cc2)c3cccc(CN4CCCCC4)n3)C1=O,CHEMBL1835119,,5.50
CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c[nH]c4ccccc34)c2C(=O)N5CC[C@@H](O)C5,CHEMBL205807,6.00,
CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccccc34)c2C(=O)N5C[C@H](O)CO5,CHEMBL219861,4.34,
CC(C)CN1CC[C@@]2(CCCN(C2)C(=O)c3cccc(F)c3)C1,CHEMBL1596235,5.20,
CC(C)CN1CC[C@@]2(CCCN(C2)S(=O)(=O)c3ccccc3)C1,CHEMBL1473480,5.30,
CC(C)CN1CCC(COc2ccc(NC(=O)Nc3cccnc3Oc4ccccc4C(C)(C)C)c(F)c2)CC1,CHEMBL2381908,,5.43
CC(C)CN1CCCC2(CCN(CC2)C(=O)c3cccc(F)c3)C1,CHEMBL1333531,4.60,
CC(C)CN1CCCC2(CCN(CC2)C(=O)c3cnccn3)C1,CHEMBL1396403,4.60,
CC(C)CN1CCCC2(CCN(CC2)S(=O)(=O)c3ccccc3)C1,CHEMBL1593071,4.80,
CC(C)CNC(=O)C1=CN(c2cccc(Br)c2)c3ncccc3C1=O,CHEMBL464600,,4.50
CC(C)CNC(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4ccccc24,CHEMBL563137,,5.50
CC(C)CNc1nc(nc(N2CCNCC2)c1N)C#N,CHEMBL474484,,4.28
CC(C)CNS(=O)(=O)c1cc(C(=O)N2CC(C)OC(C)C2)c(Cl)cc1Cl,CHEMBL1741375,5.50,
CC(C)CO\N=C/1\C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@H]3[C@H]2C(=O)N(Cc4ccc5OCOc5c4)C3=O,CHEMBL1594022,6.00,
CC(C)CO\N=C/1\C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@H]3[C@H]2C(=O)N(Cc4ccccc4)C3=O,CHEMBL1574231,5.30,
CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O,CHEMBL1256871,4.60,
CC(C)COc1ccccc1CN2CCC3(CC2)CCN(CC3)C(=O)c4ccncc4,CHEMBL567419,,4.82
CC(C)CS(=O)(=O)n1ccc2c(cc(nc12)N3CCNCC3)c4ccc(cc4)C(F)(F)F,CHEMBL3799529,,5.85
CC(C)N(CC[C@@](C(=O)N)(c1ccccc1)c2ccccn2)C(C)C,CHEMBL269362,4.50,
CC(C)N(CCc1c[nH]c2ccccc12)Cc3ccc(\C=C\C(=O)NO)cc3,CHEMBL142992,,5.23
CC(C)N(CCO)Cc1csc(n1)c2cn(CC3CCOCC3)c4c(Cl)cccc24,CHEMBL1762808,,6.00
CC(C)N(CCOc1ccc(cc1)N2C=CC(=CC2=O)OCc3ccccc3)C(C)C,CHEMBL1642486,,8.37
CC(C)N1\C(=N\c2ccccc2)\S\C(=C\c3c[nH]c4ccccc34)\C1=O,CHEMBL3211592,4.65,
CC(C)N1C(=O)COc2c(CCN3CCN(CC3)c4cccc5nc(C)ccc45)cccc12,CHEMBL469567,,5.30
CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(C(=O)N)c(F)c3)n2,CHEMBL455427,,5.00
CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)N)n2,CHEMBL488084,,4.77
CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCN(CC4)S(=O)(=O)C)n2,CHEMBL477567,,5.26
CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)C)n2,CHEMBL488436,,5.50
CC(C)n1c(CNC2CCCC2)nc(C)c1c3ccc(Cl)cc3,CHEMBL562663,,5.50
CC(C)N1C[C@H](NS(=O)(=O)C(C)C)[C@H](C1)c2ccc(cc2)c3cccc(NS(=O)(=O)C)c3,CHEMBL1290059,,5.20
CC(C)N1CCC(CC1)Oc2ccc3c(c2)cc4C(=O)N(Cc5ccncc5)CCn34,CHEMBL1257487,5.22,
CC(C)N1CCC(CC1)Oc2ccc3c(c2)cc4C(=O)NC[C@H](C)n34,CHEMBL1257964,4.59,
CC(C)N1CCC[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,CHEMBL2036758,,5.89
CC(C)N1CCC[C@H](CN2C(=Nc3ccc(Oc4ccc(F)cc4)cc3C2=O)C)C1,CHEMBL243001,,5.79
CC(C)N1CCC[C@H](CN2C(=Nc3ccc(Oc4ccc(F)cc4)nc3C2=O)C)C1,CHEMBL1956988,,5.49
CC(C)N1CCC[C@H](CN2C(=Nc3cnc(Oc4ccc(F)cc4)cc3C2=O)C)C1,CHEMBL1956998,,5.89
CC(C)N1CCC[C@H](CN2C(=Nc3ncc(Oc4ccc(Cl)cc4F)nc3C2=O)C)C1,CHEMBL1957005,,4.48
CC(C)N1CCC[C@H](CN2C(=Nc3ncc(Oc4ccc(F)c5cccnc45)nc3C2=O)C)C1,CHEMBL1957008,,4.48
CC(C)N1CCN(CC1)[C@@H]2CC[C@](CC2)(NC(=O)C(C)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)c4ccccc4,CHEMBL296979,,5.92
CC(C)N1CCN(CC1)C(=O)N2Cc3ccccc3C2,CHEMBL219592,,4.71
CC(C)N1CCN(CC1)C(=O)N2CCC(=CC2)c3ccccc3,CHEMBL375571,,4.65
CC(C)N1CCN(CC1)C(=O)N2CCC(CC2)C(C)(C)C,CHEMBL219128,,4.17
CC(C)N1CCN(CC1)c2ccc(NC(=O)c3cn(C)c4c(CN5CC6N([C@@H](Cc7ccc(O)cc7)C5=O)C(=O)CN(CC=C)N6C(=O)NCc8ccccc8)cccc34)cn2,CHEMBL3702797,5.21,
CC(C)N1CCN(CC1)c2ncc(NC(=O)c3cn(C)c4c(CN5C[C@H]6N([C@@H](Cc7ccc(O)cc7)C5=O)C(=O)CN(CC=C)N6C(=O)NCc8ccccc8)cccc34)cn2,CHEMBL3702798,5.44,
CC(C)N1CCN[C@H](C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3,CHEMBL2036782,,4.22
CC(C)n1ncc2CC3(CCN(CC3)C(=O)c4cnc5cc[nH]c5c4)CC(=O)c12,CHEMBL3359264,,4.54
CC(C)n1nnnc1SCC(=O)NCc2ccc3OCOc3c2,CHEMBL1440867,6.05,
CC(C)n1nnnc1SCC(=O)NCCc2ccccc2,CHEMBL1377767,4.85,
CC(C)NC(=Nc1ccc(Cl)cc1)c2cccnc2,CHEMBL1741958,4.65,
CC(C)NC(=O)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc2ccccc2)c3ccccc3,CHEMBL1453358,5.00,
CC(C)NC(=O)C1=CN(c2cccc(c2)c3ccc(cc3)S(=O)(=O)C)c4ncccc4C1=O,CHEMBL484753,,4.64
CC(C)NC(=O)c1ccc(cc1)c2ccc3C(=O)N(CCN4CCCC4)CCc3c2,CHEMBL2031870,,5.21
CC(C)NC(=O)c1cccc(NC(=O)Nc2ccc(cc2)c3ncnc4[nH]cc(Cl)c34)c1,CHEMBL1951348,4.85,
CC(C)NC(=O)N1CCC2(CC1)CCN(CC2)C(=O)c3cc(cc(c3)C(F)(F)F)C(F)(F)F,CHEMBL1555011,5.00,
CC(C)NC(=O)N1CCC2(CC1)CCN(CC2)C(=O)Oc3ccccc3,CHEMBL1602508,4.60,
CC(C)NC(=O)N1CCCC2(CCN(CC2)C(=O)c3cccn3C)C1,CHEMBL1434266,4.60,
CC(C)NC(=O)N1CCCC2(CCN(CC2)C(=O)c3occc3)C1,CHEMBL1476227,4.60,
CC(C)NC(=O)N1CCCC2(CCN(CC2)C(=O)Oc3ccccc3)C1,CHEMBL1514640,4.60,
CC(C)NC(=O)NS(=O)(=O)c1ccc(OCCN2CCCCC2)cc1,CHEMBL2024389,,4.58
CC(C)NC(=O)O\N=C(/C)\c1sc(nc1C)c2ccccc2,CHEMBL3191244,4.60,
CC(C)NC[C@@H](O)COc1cccc2[nH]ccc12,CHEMBL1530633,5.10,
CC(C)NC[C@H](O)COc1ccc(CC(=O)N)cc1,CHEMBL343633,4.40,
CC(C)Nc1cc2CCN(C)CCc2cc1NS(=O)(=O)c3ccc(cc3)c4ccc(Cl)cc4,CHEMBL231350,5.13,
CC(C)Nc1ccc(Nc2ccccc2)cc1,CHEMBL1449018,4.60,
CC(C)Nc1oc(nn1)c2cn3ncnc(Nc4cc(C(=O)NC5CC5)c(F)cc4F)c3c2C(C)C,CHEMBL407708,6.40,
CC(C)NCC(O)COc1cccc2ccccc12,CHEMBL27,,5.55
CC(C)NCc1c(onc1C(=O)N[C@@H]2CCC[C@H](O)C2)c3ccc(cc3)C(F)(F)F,CHEMBL1761688,,5.20
CC(C)OC(=O)c1c(NC(=O)C2C3CCC(O3)C2C(=O)O)sc(C)c1c4ccc(Cl)cc4,CHEMBL1482233,4.80,
CC(C)OC(=O)c1cc2c(ccn2C)n1Cc3cc(C)ccc3C,CHEMBL1459860,5.10,
CC(C)OC[C@H](Oc1ncnc2c1cnn2c3ccccc3Cl)C(=O)Nc4ccc(Cl)cn4,CHEMBL3221494,,4.80
CC(C)OC[C@H](Oc1ncnc2c1cnn2c3ccccc3Cl)C(=O)Nc4ccc(cn4)C#N,CHEMBL3221503,,4.90
CC(C)Oc1cc(C2CCN(C)CC2)c(C)cc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3,CHEMBL2403849,,5.48
CC(C)Oc1cc(ccc1F)[C@@](Cc2ccccc2)(NC[C@@H](O)C(F)(F)F)c3cc(F)cc(OC(F)(F)C(F)F)c3,CHEMBL3813836,,4.68
CC(C)Oc1cc(ccc1F)[C@@](Cc2ccccc2)(NC[C@@H](O)CC(F)(F)F)c3cc(F)cc(OC(F)(F)C(F)F)c3,CHEMBL3814963,,4.64
CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)ncc2Cl)n[nH]1,CHEMBL457614,,5.28
CC(C)Oc1cc(Oc2ccc(cc2)C(=O)N3CCC3)cc(c1)C(=O)Nc4ccn(C)n4,CHEMBL3219116,,4.57
CC(C)Oc1ccc(cc1)C(CC(=O)O)NC(=O)c2c(C)onc2c3ccccc3,CHEMBL1741555,4.55,
CC(C)Oc1ccc(cc1)C2N(CCCn3ccnc3)C(=O)C(=C2C(=O)c4oc(C)cc4)O,CHEMBL1374204,5.10,
CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cnc4CN(CCc4c3C)C(CO)CO,CHEMBL1836213,,4.90
CC(C)Oc1cccc(c1)C(=O)NC(=S)N2CCN(CC2)c3ccc(cc3[N+](=O)[O-])C(F)(F)F,CHEMBL1470016,4.85,
CC(C)Oc1cccc(c1)n2cc3N=C(N(C[C@H]4CCCN(C[C@H]5CCCO5)C4)C(=O)c3n2)c6cccnc6C,CHEMBL3218914,,5.17
CC(C)Oc1ccccc1CC(N2CCNCC2)c3ccccc3,CHEMBL1083405,,5.20
CC(C)OCCCNC(=O)C[S+]([O-])Cc1nc(oc1C)c2cccs2,CHEMBL1501507,4.90,
CC(C)OCCCNC(=O)CCS(=O)(=O)Cc1ccc(C)cc1,CHEMBL1322570,4.45,
CC(C)OCCN1C(=O)N(C2CCN(CC2)C(=O)C3CCN(Cc4ccncc4)CC3)c5ccccc15,CHEMBL1222719,5.22,
CC(C)S(=O)(=O)c1cc2cc(CC(O)(CC(C)(C)c3ccc(F)cc3C(=O)N)C(F)(F)F)[nH]c2cn1,CHEMBL3358951,5.40,
CC(C)S(=O)(=O)N[C@@H]1COC[C@@H]1c2ccc(cc2)c3ccc(cc3)C#N,CHEMBL1289181,,4.90
CC(C)S(=O)(=O)N[C@H]1CN(C)C[C@@H]1c2ccc(cc2)c3cccc(c3)C(=O)C,CHEMBL1290504,,5.10
CC(C)S(=O)(=O)N[C@H]1CN(C)C[C@@H]1c2ccc(cc2)c3cccnc3,CHEMBL1290731,,4.50
CC(C)S(=O)(=O)N[C@H]1CN(C)C[C@@H]1c2ccc(cc2)c3cccnc3F,CHEMBL1290732,,5.20
CC(C)S(=O)(=O)Nc1cc(C(=O)N2CCC(CCN3C4CCC3CC(C4)n5c(C)nc6ccccc56)(CC2)c7cccc(F)c7)c(F)cc1F,CHEMBL1784526,,5.05
CC(C)Sc1cc(nc(n1)c2ccc(Cl)cc2)N3CCOCC3,CHEMBL1710092,4.75,
CC(C[C@H](NC(=O)C1CCC1)c2ccccc2)N3CCC(CC3)c4oc(CN(C)C)nn4,CHEMBL459598,,5.51
