molregno,canonical_smiles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAliphaticCarbocycles,NOCount,NumSaturatedRings,NumAromaticCarbocycles,NHOHCount,RingCount,NumRotatableBonds,NumAromaticHeterocycles,NumSaturatedCarbocycles,NumHeteroatoms,NumAliphaticRings,FractionCSP3,HeavyAtomCount,NumAromaticRings,NumHAcceptors,NumHDonors,Embed_X_1,Embed_Y_1
1480133,Cc1ccc(F)cc1C(=O)OCCN2C(=O)c3ccccc3C2=O,0,1,0,5,0,2,0,3,4,0,0,6,1,0.16667,24,2,4,0,0.502523124,0.967512548
1480134,Fc1ccc(cc1C(=O)OCCN2C(=O)c3ccccc3C2=O)C(F)(F)F,0,1,0,5,0,2,0,3,4,0,0,9,1,0.16667,27,2,4,0,0.480034471,0.961392045
1480160,COc1ccc2cc(ccc2c1)C(C)C(=O)OCC(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)\C=N\[C@@H](C(C)C)C(=O)O,0,0,0,14,0,2,1,2,16,0,0,14,0,0.48485,47,2,13,1,0.139737472,-0.859802008
1480135,Fc1ccc(Cl)cc1C(=O)OCCN2C(=O)c3ccccc3C2=O,0,1,0,5,0,2,0,3,4,0,0,7,1,0.11765,24,2,4,0,0.46934703,0.943073273
1480136,[O-][N+](=O)c1ccc(F)c(c1)C(=O)OCCN2C(=O)c3ccccc3C2=O,0,1,0,8,0,2,0,3,5,0,0,9,1,0.11765,26,2,6,0,0.431695938,0.918752074
1480137,Fc1ccc(Cl)c(c1)C(=O)OCCN2C(=O)c3ccccc3C2=O,0,1,0,5,0,2,0,3,4,0,0,7,1,0.11765,24,2,4,0,0.485429525,0.964157403
1480138,[O-][N+](=O)c1ccc(Cl)c(c1)C(=O)OCCN2C(=O)c3ccccc3C2=O,0,1,0,8,0,2,0,3,5,0,0,9,1,0.11765,26,2,6,0,0.408542991,0.889660001
1480161,COc1ccc2cc(ccc2c1)C(C)C(=O)OCC(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)\C=N\[C@@H](CS)C(=O)O,0,0,0,14,0,2,1,2,16,0,0,15,0,0.45161,46,2,14,2,0.148176223,-0.869656503
1480139,Fc1ccc(Br)c(c1)C(=O)OCCN2C(=O)c3ccccc3C2=O,0,1,0,5,0,2,0,3,4,0,0,7,1,0.11765,24,2,4,0,0.491838843,0.968878567
1480140,[O-][N+](=O)c1cc(ccc1Cl)C(=O)OCCN2C(=O)c3ccccc3C2=O,0,1,0,8,0,2,0,3,5,0,0,9,1,0.11765,26,2,6,0,0.389104694,0.847725511
1480141,Cc1cc(ccc1Br)C(=O)OCCN2C(=O)c3ccccc3C2=O,0,1,0,5,0,2,0,3,4,0,0,6,1,0.16667,24,2,4,0,0.492299139,0.861745656
1480142,Clc1ncccc1C(=O)OCCN2C(=O)c3ccccc3C2=O,0,1,0,6,0,1,0,3,4,1,0,7,1,0.125,23,2,5,0,0.462801516,0.913925469
1480143,Cc1cccc(c1)C(=O)OCCN2C(=O)c3ccccc3C2=O,0,1,0,5,0,2,0,3,4,0,0,5,1,0.16667,23,2,4,0,0.484773338,0.857658207
1480145,CC1=Nc2ccccc2C(=O)N1NC(=O)Nc3ccc(Cl)cc3,0,0,0,6,0,2,2,3,2,1,0,7,0,0.0625,23,3,4,2,-0.000684562,0.497945398
1480146,CC1=Nc2ccccc2C(=O)N1NC(=O)Nc3ccc(Br)cc3,0,0,0,6,0,2,2,3,2,1,0,7,0,0.0625,23,3,4,2,-0.012756553,0.486962825
1480147,CC1=Nc2ccccc2C(=O)N1NC(=O)Nc3ccc(I)cc3,0,0,0,6,0,2,2,3,2,1,0,7,0,0.0625,23,3,4,2,-0.008572545,0.502443731
1480148,CC1=Nc2ccccc2C(=O)N1NC(=O)Nc3ccc(cc3)[N+](=O)[O-],0,0,0,9,0,2,2,3,3,1,0,9,0,0.0625,25,3,6,2,-0.004316966,0.497296482
1480149,CC1=Nc2ccccc2C(=O)N1NC(=O)Nc3ccccc3C,0,0,0,6,0,2,2,3,2,1,0,6,0,0.11765,23,3,4,2,-0.00588007,0.501223505
1480150,CC1=Nc2ccccc2C(=O)N1NC(=O)Nc3cccc(C)c3,0,0,0,6,0,2,2,3,2,1,0,6,0,0.11765,23,3,4,2,-0.007154957,0.489750206
1480151,CC1=Nc2ccccc2C(=O)N1NC(=O)Nc3ccc(C)cc3,0,0,0,6,0,2,2,3,2,1,0,6,0,0.11765,23,3,4,2,-0.003947068,0.496630728
1480152,CCc1ccc(NC(=O)NN2C(=Nc3ccccc3C2=O)C)cc1,0,0,0,6,0,2,2,3,3,1,0,6,0,0.16667,24,3,4,2,-0.007250654,0.488425285
1480153,COc1ccc(NC(=O)NN2C(=Nc3ccccc3C2=O)C)cc1,0,0,0,7,0,2,2,3,3,1,0,7,0,0.11765,24,3,5,2,-0.014197428,0.487112343
1480154,CCOc1ccc(NC(=O)NN2C(=Nc3ccccc3C2=O)C)cc1,0,0,0,7,0,2,2,3,4,1,0,7,0,0.16667,25,3,5,2,-0.011870214,0.47995016
1480155,CC1=Nc2ccccc2C(=O)N1NC(=O)Nc3ccc(F)cc3,0,0,0,6,0,2,2,3,2,1,0,7,0,0.0625,23,3,4,2,-0.01404163,0.491413206
1480156,COc1ccc2c(c1)c(CC(=O)Oc3cc(O)c4C(=O)C[C@H](Oc4c3)c5ccc(O)cc5)c(C)n2C(=O)c6ccc(Cl)cc6,0,1,0,9,0,4,2,6,6,1,0,10,1,0.14706,44,5,9,2,0.298124969,-0.632565439
1480157,COc1ccc2c(c1)c(CC(=O)Oc3cc(O)c4C(=O)C[C@H](Oc4c3)c5ccc(OC)c(O)c5)c(C)n2C(=O)c6ccc(Cl)cc6,0,1,0,10,0,4,2,6,7,1,0,11,1,0.17143,46,5,10,2,0.279131413,-0.643566012
1480158,COc1ccc2cc(ccc2c1)C(C)C(=O)OCC(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)\C=N\CC(=O)O,0,0,0,14,0,2,1,2,15,0,0,14,0,0.43333,44,2,13,1,0.151080832,-0.872071266
1480159,COc1ccc2cc(ccc2c1)C(C)C(=O)OCC(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)\C=N\[C@@H](C)C(=O)O,0,0,0,14,0,2,1,2,15,0,0,14,0,0.45161,45,2,13,1,0.146483943,-0.866748035
1480172,COc1ccc(cc1)C2=CS\C(=N/NC(=O)c3ccc(O)cc3)\N2c4ccc(OC)cc4OC,0,0,0,8,0,3,2,4,7,1,0,9,0,0.12,34,4,8,2,0.689777732,-0.259502769
1480162,COc1ccc2cc(ccc2c1)C(C)C(=O)OCC(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)\C=N\[C@@H](CC(C)C)C(=O)O,0,0,0,14,0,2,1,2,17,0,0,14,0,0.5,48,2,13,1,0.150186688,-0.873028874
1480163,COc1ccc2cc(ccc2c1)C(C)C(=O)OCC(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)\C=N\[C@@H]([C@@H](C)O)C(=O)O,0,0,0,15,0,2,2,2,16,0,0,15,0,0.46875,47,2,14,2,0.148058489,-0.86845994
1480164,COc1ccc2cc(ccc2c1)C(C)C(=O)OCC(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)\C=N\[C@@H](Cc3ccccc3)C(=O)O,0,0,0,14,0,3,1,3,17,0,0,14,0,0.37838,51,3,13,1,0.142396018,-0.861719131
1480165,COc1ccc2cc(ccc2c1)C(C)C(=O)OCC(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)\C=N\[C@@H](Cc3ccc(O)cc3)C(=O)O,0,0,0,15,0,3,2,3,17,0,0,15,0,0.37838,52,3,14,2,0.144954681,-0.864990354
1480166,COc1ccc2cc(ccc2c1)C(C)C(=O)OCC(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)\C=N\[C@@H](Cc3cnc[nH]3)C(=O)O,0,0,0,16,0,2,2,3,17,1,0,16,0,0.41176,50,3,14,2,0.14730373,-0.866519511
1503688,CCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H]1CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@@H]3CCCCN3C1=O)[C@@H](C)O)[C@H](C)CC,3,3,0,31,3,0,14,3,26,0,0,31,3,0.74138,89,0,16,14,-0.636134446,-0.346881598
1480167,COc1ccc2cc(ccc2c1)C(C)C(=O)OCC(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)\C=N\[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,0,0,0,15,0,3,2,4,17,1,0,15,0,0.35897,54,4,13,2,0.147642672,-0.869662404
1480168,COc1ccc2cc(ccc2c1)C(C)C(=O)OCC(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)\C=N\[C@@H](CC(=O)O)C(=O)O,0,0,0,16,0,2,2,2,17,0,0,16,0,0.4375,48,2,14,2,0.147555783,-0.868376136
1480169,COc1ccc2cc(ccc2c1)C(C)C(=O)OCC(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)\C=N\[C@@H](CCC(=O)O)C(=O)O,0,0,0,16,0,2,2,2,18,0,0,16,0,0.45455,49,2,14,2,0.148700476,-0.873450518
1480170,COc1ccc2cc(ccc2c1)C(C)C(=O)OCC(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)\C=N\[C@@H](CCCN)C(=O)O,0,0,0,15,0,2,3,2,18,0,0,15,0,0.48485,48,2,14,2,0.147394389,-0.875270426
1480171,COc1ccc2cc(ccc2c1)C(C)C(=O)OCC(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)\C=N\[C@@H](Cc3ccc(O)c(O)c3)C(=O)O,0,0,0,16,0,3,3,3,17,0,0,16,0,0.37838,53,3,15,3,0.148053333,-0.869415402
1511829,CCCCCCCCCCCCCC(CCCCCCCCCCCCC)C(=O)OC[C@H]1O[C@H](O[C@H]2O[C@H](COC(=O)C(CCCCCCCCCCCCC)CCCCCCCCCCCCC)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,2,2,0,13,2,0,6,2,56,0,0,13,2,0.97059,81,0,13,6,-0.381287754,-0.22241734
1480173,Cc1ccc(cc1)C2=CS\C(=N/NC(=O)c3ccc(O)cc3)\N2c4c(C)cccc4C,0,0,0,5,0,3,2,4,4,1,0,6,0,0.12,31,4,5,2,0.694562554,-0.264383584
1480174,COc1ccc(N2\C(=N\NC(=O)c3ccc(O)cc3)\SC=C2c4ccc(Cl)cc4)c(OC)c1,0,0,0,7,0,3,2,4,6,1,0,9,0,0.08333,33,4,7,2,0.692002058,-0.264646232
1480175,Oc1ccc(cc1)C(=O)N\N=C\2/SC=C(N2c3ccc(Cl)cc3Cl)c4ccc(Cl)cc4,0,0,0,5,0,3,2,4,4,1,0,9,0,0,31,4,5,2,0.688412964,-0.260035694
1480176,COc1ccc(cc1)C2=NN(C(=O)c3ccc(O)cc3)C(=S)S2,0,0,0,5,0,2,1,3,3,1,0,7,0,0.0625,23,3,7,1,0.664518356,-0.250914931
1480182,CCOC(=O)C1=C(C)N(CC(O)COc2ccc(\C=N\C(=S)Nc3ccc(OC)cc3)cc2)C(=S)NC1c4cccc(c4)[N+](=O)[O-],0,1,0,12,0,3,3,4,12,0,0,14,1,0.25,46,3,9,3,-0.961065233,1.126201153
1480177,Oc1ccc(cc1)C(=O)N2N=C(SC2=S)c3ccc(O)cc3,0,0,0,5,0,2,2,3,2,1,0,7,0,0,22,3,7,2,0.660110891,-0.244153097
1480178,Oc1ccc(cc1)C(=O)N2N=C(SC2=S)c3c(Cl)cccc3Cl,0,0,0,4,0,2,1,3,2,1,0,8,0,0,23,3,6,1,0.651291728,-0.224107653
1480179,CCOC(=O)C1=C(C)N(CC(O)COc2ccc(\C=N\C(=S)Nc3ccccc3OC)cc2)C(=S)NC1c4ccccc4[N+](=O)[O-],0,1,0,12,0,3,3,4,12,0,0,14,1,0.25,46,3,9,3,-0.959313452,1.125036955
1480180,CCOC(=O)C1=C(C)N(CC(O)COc2ccc(\C=N\C(=S)Nc3ccccc3OC)cc2)C(=S)NC1c4cccc(c4)[N+](=O)[O-],0,1,0,12,0,3,3,4,12,0,0,14,1,0.25,46,3,9,3,-0.960790098,1.12725246
1480181,CCOC(=O)C1=C(C)N(CC(O)COc2ccc(\C=N\C(=S)Nc3ccc(OC)cc3)cc2)C(=S)NC1c4ccccc4[N+](=O)[O-],0,1,0,12,0,3,3,4,12,0,0,14,1,0.25,46,3,9,3,-0.961344361,1.127157807
1480216,COc1ccc2cc(\C=N\NC(=O)C3=C(O)c4ccccc4S(=O)(=O)N3)c(Cl)nc2c1,0,1,0,9,0,2,3,4,4,1,0,11,1,0.05,31,3,7,3,0.305891484,0.377867818
1480183,Fc1ccc(cc1)N2CCN(CCCCN3C(=O)C4=C(SCCS4)C3=O)CC2,1,3,0,5,1,1,0,4,6,0,0,8,3,0.5,28,1,6,0,0.204036087,-2.31317091
1480184,O=C1N(CCCCN2CCN(CC2)c3ccccn3)C(=O)C4=C1SCCS4,1,3,0,6,1,0,0,4,6,1,0,8,3,0.52632,27,1,7,0,0.195313469,-2.310915947
1480185,O=C1N(CCCN2CCN(CC2)c3ccccn3)C(=O)C4=C1SCCS4,1,3,0,6,1,0,0,4,5,1,0,8,3,0.5,26,1,7,0,0.195372581,-2.312159061
1480186,Fc1ccc(cc1)N2CCN(CCCN3C(=O)C4=C(SCCS4)C3=O)CC2,1,3,0,5,1,1,0,4,5,0,0,8,3,0.47368,27,1,6,0,0.203024313,-2.307730675
1480209,COc1ccc2cc(ccc2c1)C(C)C(=O)N3CCCC3C(=O)Oc4ccc(C)cc4OC,1,1,0,6,1,3,0,4,6,0,0,6,1,0.33333,33,3,5,0,0.133434281,-0.761880517
1480187,O=C1N(CCCCN2CCN(CC2)c3ccccc3)C(=O)C4=C1SCCS4,1,3,0,5,1,1,0,4,6,0,0,7,3,0.5,27,1,6,0,0.201616913,-2.306522369
1480188,O=C1OC(=O)C2=C1SCCS2,0,2,0,3,0,0,0,2,0,0,0,5,2,0.33333,11,0,5,0,0.186556742,-2.316682577
1480189,O=C1NC(=O)C2=C1SCCS2,0,2,0,3,0,0,1,2,0,0,0,5,2,0.33333,11,0,4,1,0.189125493,-2.311866522
1480190,CN(C)CC(O)CN1C(=O)C2=C(SCCS2)C1=O,0,2,0,5,0,0,1,2,4,0,0,7,2,0.63636,18,0,6,1,0.179441661,-2.328395367
1480191,CCN(CC)CC(O)CN1C(=O)C2=C(SCCS2)C1=O,0,2,0,5,0,0,1,2,6,0,0,7,2,0.69231,20,0,6,1,0.179751843,-2.329470158
1480192,CC(C)(C)NCC(O)CN1C(=O)C2=C(SCCS2)C1=O,0,2,0,5,0,0,2,2,4,0,0,7,2,0.69231,20,0,6,2,0.173506767,-2.338674307
1502990,C\C=C(/C)\O[C@H]1[C@H](O)[C@]2(COC(=O)C)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(O[C@@H]6O[C@@H]([C@@H](O)[C@H](O[C@@H]7OC[C@H](O)[C@H](O)[C@H]7O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]6O[C@]9(C)O[C@H](CO)[C@H](O)[C@H](O)[C@H]9O)C(=O)O)[C@@](C)(C=O)[C@@H]5CC[C@@]34C)[C@@H]2CC1(C)C,4,4,5,26,8,0,13,9,15,0,4,26,9,0.88136,85,0,25,13,-1.902547836,-0.11070627
1480193,OC(CN1CCCCC1)CN2C(=O)C3=C(SCCS3)C2=O,1,3,0,5,1,0,1,3,4,0,0,7,3,0.71429,21,0,6,1,0.185486987,-2.329162359
1480194,CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,1,3,0,5,1,0,1,3,4,0,0,7,3,0.73333,22,0,6,1,0.184115514,-2.326256037
1480195,OC(CN1CCN(CC1)c2ccccc2)CN3C(=O)C4=C(SCCS4)C3=O,1,3,0,6,1,1,1,4,5,0,0,8,3,0.47368,27,1,7,1,0.191889942,-2.319734335
1480196,OC(CN1CCN(CC1)c2ccc(F)cc2)CN3C(=O)C4=C(SCCS4)C3=O,1,3,0,6,1,1,1,4,5,0,0,9,3,0.47368,28,1,7,1,0.191284865,-2.321227312
1480207,OC1=C(C(C2=C(O)c3ccccc3OC2=O)c4ccc5CC=CCc5c4)C(=O)Oc6ccccc16,0,0,1,6,0,3,2,6,3,2,0,6,1,0.10345,35,5,6,2,0.015380532,-0.12393859
1511830,CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)C(=O)OC[C@H]1O[C@H](O[C@H]2O[C@H](COC(=O)C(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,2,2,0,13,2,0,6,2,60,0,0,13,2,0.97222,85,0,13,6,-0.385117352,-0.219442174
1480197,OC(CN1CCN(CC1)c2ccccn2)CN3C(=O)C4=C(SCCS4)C3=O,1,3,0,7,1,0,1,4,5,1,0,9,3,0.5,27,1,8,1,0.191314623,-2.31723237
1480198,COc1ccccc1N2CCN(CC(O)CN3C(=O)C4=C(SCCS4)C3=O)CC2,1,3,0,7,1,1,1,4,6,0,0,9,3,0.5,29,1,8,1,0.189320341,-2.325924158
1480199,OC1=C(C(C2=C(O)c3ccccc3OC2=O)c4ccc(OCc5ccccc5)c(OCc6ccccc6)c4)C(=O)Oc7ccccc17,0,0,0,8,0,5,2,7,9,2,0,8,0,0.07692,47,7,8,2,0.005087949,-0.136118233
1480200,OC1=C(C(C2=C(O)c3ccc(O)cc3OC2=O)c4ccc5CC=CCc5c4)C(=O)Oc6cc(O)ccc16,0,0,1,8,0,3,4,6,3,2,0,8,1,0.10345,37,5,8,4,0.007758501,-0.132354319
1480201,OC1=C(C(C2=C(O)c3ccc(O)cc3OC2=O)c4ccc(CCc5ccccc5)cc4)C(=O)Oc6cc(O)ccc16,0,0,0,8,0,4,4,6,6,2,0,8,0,0.09091,41,6,8,4,0.013577646,-0.125794053
1511831,CCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCC)C(=O)OC[C@H]1O[C@H](O[C@H]2O[C@H](COC(=O)C(CCCCCCCCCCCCCCC)CCCCCCCCCCCCCCC)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,2,2,0,13,2,0,6,2,64,0,0,13,2,0.97368,89,0,13,6,-0.379378766,-0.22060205
1480202,OC1=C(C(=O)Oc2ccccc12)c3ccccc3C4=C(O)c5ccccc5OC4=O,0,0,0,6,0,3,2,5,2,2,0,6,0,0,30,5,6,2,0.014705396,-0.123777181
1480203,OC1=C(C(=O)Oc2ccccc12)c3cccc(c3)C4=C(O)c5ccccc5OC4=O,0,0,0,6,0,3,2,5,2,2,0,6,0,0,30,5,6,2,0.023817034,-0.110346459
1480204,CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2ccccc12,0,0,0,5,0,1,2,2,4,1,0,5,0,0.14286,19,2,4,2,0.899433434,0.339074463
1480205,CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,0,1,0,7,0,1,2,3,4,1,0,7,1,0.2,22,2,6,2,0.90433234,0.334059119
1480206,OC1=C(C(C2=C(O)c3ccccc3OC2=O)c4cnc5CC=CCc5c4)C(=O)Oc6ccccc16,0,0,1,7,0,2,2,6,3,3,0,7,1,0.10714,35,5,7,2,0.011881164,-0.126370028
1480211,O=C(NN=C(c1ccccc1)c2ccccc2)c3ccncc3,0,0,0,4,0,2,1,3,4,1,0,4,0,0,23,3,3,1,0.275734991,0.277895451
1480212,Brc1ccc(cc1)\C(=N\NC(=O)c2ccncc2)\c3ccccc3,0,0,0,4,0,2,1,3,4,1,0,5,0,0,24,3,3,1,0.271471024,0.270862848
1480213,Cc1ccc2cc(\C=N\NC(=O)C3=C(O)c4ccccc4S(=O)(=O)N3)c(Cl)nc2c1,0,1,0,8,0,2,3,4,3,1,0,10,1,0.05,30,3,6,3,0.306044936,0.382535905
1480214,Cc1cccc2cc(\C=N\NC(=O)C3=C(O)c4ccccc4S(=O)(=O)N3)c(Cl)nc12,0,1,0,8,0,2,3,4,3,1,0,10,1,0.05,30,3,6,3,0.299699932,0.384825557
1480215,COc1ccc2nc(Cl)c(\C=N\NC(=O)C3=C(O)c4ccccc4S(=O)(=O)N3)cc2c1,0,1,0,9,0,2,3,4,4,1,0,11,1,0.05,31,3,7,3,0.299924731,0.378399462
1480222,Cc1ccc2nc(Cl)c(\C=N\NC(=O)C3=C(O)c4ccccc4S(=O)(=O)N3)cc2c1,0,1,0,8,0,2,3,4,3,1,0,10,1,0.05,30,3,6,3,0.302152604,0.380561829
1480223,COC(=O)[C@]1(C)CCC[C@@]2(C)[C@H]1CC(=O)c3cc(c(Nc4ccc(OC)cc4)cc23)[N+](=O)[O-],0,0,2,8,1,2,1,4,5,0,1,8,2,0.44,33,2,7,1,-1.352162957,1.314486265
1511832,CCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCC)C(=O)OC[C@H]1O[C@H](O[C@H]2O[C@H](COC(=O)C(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,2,2,0,13,2,0,6,2,68,0,0,13,2,0.975,93,0,13,6,-0.381189227,-0.222486287
1480224,COC(=O)[C@]1(C)CCC[C@@]2(C)[C@H]1CC(=O)c3cc(c(Nc4ccc(C)cc4)cc23)[N+](=O)[O-],0,0,2,7,1,2,1,4,4,0,1,7,2,0.44,32,2,6,1,-1.354095697,1.316285133
1480225,COC(=O)[C@]1(C)CCC[C@@]2(C)[C@H]1CC(=O)c3cc(c(Nc4ccccc4)cc23)[N+](=O)[O-],0,0,2,7,1,2,1,4,4,0,1,7,2,0.41667,31,2,6,1,-1.352151275,1.314847112
1480226,COC(=O)[C@]1(C)CCC[C@@]2(C)[C@H]1CC(=O)c3cc(c(NCCN)cc23)[N+](=O)[O-],0,0,2,8,1,1,3,3,5,0,1,8,2,0.6,28,1,7,2,-1.356336236,1.318689466
1480227,COC(=O)[C@]1(C)CCC[C@@]2(C)[C@H]1CC(=O)c3cc(c(NCCO)cc23)[N+](=O)[O-],0,0,2,8,1,1,2,3,5,0,1,8,2,0.6,28,1,7,2,-1.349507928,1.311547756
1480228,COC(=O)[C@]1(C)CCC[C@@]2(C)[C@H]1CC(=O)c3cc(c(NC(C)(C)C)cc23)[N+](=O)[O-],0,0,2,7,1,1,1,3,3,0,1,7,2,0.63636,29,1,6,1,-1.349466562,1.311612487
1480229,CCCCNc1cc2c(cc1[N+](=O)[O-])C(=O)C[C@H]3[C@@](C)(CCC[C@]23C)C(=O)OC,0,0,2,7,1,1,1,3,6,0,1,7,2,0.63636,29,1,6,1,-1.353960156,1.316084266
1480230,COC(=O)[C@]1(C)CCC[C@@]2(C)[C@H]1CC(=O)c3cc(c(NC(C)C)cc23)[N+](=O)[O-],0,0,2,7,1,1,1,3,4,0,1,7,2,0.61905,28,1,6,1,-1.35071373,1.312882662
1480231,CCCNc1cc2c(cc1[N+](=O)[O-])C(=O)C[C@H]3[C@@](C)(CCC[C@]23C)C(=O)OC,0,0,2,7,1,1,1,3,5,0,1,7,2,0.61905,28,1,6,1,-1.356059551,1.318396091
1480232,CCNc1cc2c(cc1[N+](=O)[O-])C(=O)C[C@H]3[C@@](C)(CCC[C@]23C)C(=O)OC,0,0,2,7,1,1,1,3,4,0,1,7,2,0.6,27,1,6,1,-1.352920532,1.315146446
1480233,CNc1cc2c(cc1[N+](=O)[O-])C(=O)C[C@H]3[C@@](C)(CCC[C@]23C)C(=O)OC,0,0,2,7,1,1,1,3,3,0,1,7,2,0.57895,26,1,6,1,-1.345601797,1.307540298
1480234,COc1cc2CCN(C)[C@H]3Cc4ccc(O)c(c4)c5cc(C[C@H]6N(C)CCc7cc(OC)c(Oc(c1O)c23)cc67)ccc5OC,0,3,0,8,0,4,2,7,3,0,0,8,3,0.35135,45,4,8,2,2.560311317,-2.241419554
1480246,OC(COc1ccc(cc1)C(F)(F)F)CN2CCC(CC2)Oc3ccc(cc3)C(F)(F)F,1,1,0,4,1,2,1,3,7,0,0,10,1,0.45455,32,2,4,1,-1.859981298,0.714882672
1480235,COc1ccc2C[C@@H]3N(C)CCc4cc5Oc6c(OC)cc7CCN=C(Cc8ccc(Oc1c2)cc8)c7c6Oc5cc34,0,5,0,7,0,4,0,9,2,0,0,7,5,0.28571,42,4,7,0,2.557808876,-2.238792658
1480236,C[C@H]1O[C@H](OC[C@H]2O[C@@H](Oc3cc(O)c4C(=O)C(=C(Oc4c3)c5ccc(O)cc5)O)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,3,3,0,20,3,2,12,6,9,1,0,20,3,0.54545,53,3,20,12,-0.133466795,-0.297608167
1480237,C\C=C\1/CN2CC[C@@]34[C@@H]2C[C@@H]1[C@H](CO)[C@@H]3N(C(=O)C)c5ccccc45,2,3,1,4,3,1,1,5,1,0,1,4,4,0.57143,25,1,3,1,-0.646017134,1.18536675
1480238,COC(=O)c1ccc(OCC(O)CN2CCC(CC2)Oc3ccc(cc3)C(F)(F)F)cc1,1,1,0,6,1,2,1,3,8,0,0,9,1,0.43478,32,2,6,1,-1.863834381,0.713626087
1480239,COc1cccc(OCC(O)CN2CCC(CC2)Oc3ccc(cc3)C(F)(F)F)c1,1,1,0,5,1,2,1,3,8,0,0,8,1,0.45455,30,2,5,1,-1.8538239,0.721790612
1480240,COc1ccc(OCC(O)CN2CCC(CC2)Oc3ccc(cc3)C(F)(F)F)cc1,1,1,0,5,1,2,1,3,8,0,0,8,1,0.45455,30,2,5,1,-1.859549165,0.71818918
1480241,CC(=O)c1ccc(OCC(O)CN2CCC(CC2)Oc3ccc(cc3)C(F)(F)F)cc1,1,1,0,5,1,2,1,3,8,0,0,8,1,0.43478,31,2,5,1,-1.865648031,0.724857807
1480242,CCC(=O)c1ccc(OCC(O)CN2CCC(CC2)Oc3ccc(cc3)C(F)(F)F)cc1,1,1,0,5,1,2,1,3,9,0,0,8,1,0.45833,32,2,5,1,-1.857614756,0.7166605
1480243,CC(=O)Nc1ccc(OCC(O)CN2CCC(CC2)Oc3ccc(cc3)C(F)(F)F)cc1,1,1,0,6,1,2,2,3,8,0,0,9,1,0.43478,32,2,5,2,-1.858229995,0.717913568
1480244,OC(COc1ccc(cc1)C#N)CN2CCC(CC2)Oc3ccc(cc3)C(F)(F)F,1,1,0,5,1,2,1,3,7,0,0,8,1,0.40909,30,2,5,1,-1.858146787,0.71844703
1480247,CCCNCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,0,0,0,6,0,2,3,3,6,1,0,7,0,0.17391,30,3,5,3,-0.029811246,0.397487283
1480323,O=C1NC(=O)C(=CN2CCOCC2)C(=O)N1,2,2,0,7,2,0,2,2,1,0,0,7,2,0.44444,16,0,5,2,0.379399717,-0.092778988
1480248,CC(C)NCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,0,0,0,6,0,2,3,3,5,1,0,7,0,0.17391,30,3,5,3,-0.036056131,0.400962263
