Age, Workclass, Education, Marital Status, Occupation, Relationship, Race, Sex, Capital Gain, Capital Loss, Hours per week, Country
30,Private,Dropout,Separated,Sales,Own-child,White,Male,0,0,40,United-States
39,Local-gov,Associates,Married,Blue-Collar,Wife,White,Female,0,0,50,United-States
37,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,50,United-States
33,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
48,Private,High School grad,Widowed,Service,Unmarried,White,Female,0,0,40,United-States
43,Self-emp-inc,High School grad,Married,Service,Husband,Asian-Pac-Islander,Male,0,0,78,SE-Asia
39,Private,Bachelors,Married,Professional,Husband,White,Male,0,0,40,United-States
53,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,45,United-States
52,Self-emp-not-inc,Dropout,Married,White-Collar,Husband,White,Male,0,0,60,United-States
28,State-gov,High School grad,Married,Admin,Husband,Asian-Pac-Islander,Male,0,0,20,United-States
32,Private,High School grad,Never-Married,Service,Not-in-family,White,Male,0,0,52,United-States
31,Private,Bachelors,Married,Sales,Husband,Black,Male,0,0,90,United-States
31,Private,Bachelors,Married,Professional,Wife,White,Female,0,0,40,United-States
47,Private,High School grad,Never-Married,Admin,Not-in-family,White,Female,0,0,40,United-States
19,?,High School grad,Never-Married,?,Own-child,White,Male,0,0,50,United-States
40,Private,Associates,Married,Blue-Collar,Husband,Black,Male,0,0,40,United-States
40,Private,Associates,Never-Married,Admin,Own-child,White,Female,0,0,45,United-States
41,Private,Dropout,Separated,Service,Not-in-family,White,Male,0,0,40,United-States
53,Federal-gov,High School grad,Married,Admin,Husband,Black,Male,0,0,40,United-States
46,Private,Dropout,Separated,Blue-Collar,Unmarried,Amer-Indian-Eskimo,Male,0,0,43,Euro_1
45,Self-emp-inc,Bachelors,Married,Blue-Collar,Husband,White,Male,4386,0,35,United-States
39,Private,Dropout,Married,Service,Wife,Black,Female,3411,0,34,United-States
19,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States
57,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,1887,40,United-States
49,Private,Associates,Married,Blue-Collar,Wife,White,Female,0,0,40,South-America
59,Private,High School grad,Separated,White-Collar,Not-in-family,White,Female,0,0,40,United-States
32,Private,Associates,Separated,Sales,Not-in-family,White,Male,0,0,50,United-States
18,?,High School grad,Never-Married,?,Own-child,White,Female,594,0,15,United-States
35,State-gov,High School grad,Never-Married,Other,Not-in-family,Black,Male,0,0,40,United-States
58,Self-emp-inc,Dropout,Married,Blue-Collar,Wife,White,Female,0,0,40,United-States
28,Private,Bachelors,Never-Married,Service,Not-in-family,White,Male,0,0,43,Latin-America
36,Federal-gov,Associates,Married,Admin,Wife,White,Female,0,0,40,United-States
41,Self-emp-not-inc,Masters,Separated,Professional,Unmarried,White,Female,0,0,35,United-States
47,Private,High School grad,Married,Sales,Husband,White,Male,0,0,40,United-States
50,Self-emp-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,1672,60,United-States
61,?,High School grad,Married,?,Husband,White,Male,0,0,16,United-States
36,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,50,United-States
38,Private,Associates,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States
56,Self-emp-not-inc,High School grad,Married,Service,Husband,White,Male,0,1902,60,United-States
50,Private,Associates,Married,Blue-Collar,Husband,White,Male,0,0,45,United-States
45,Self-emp-not-inc,High School grad,Married,Sales,Husband,White,Male,5013,0,40,United-States
44,Self-emp-not-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,66,United-States
51,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,45,United-States
44,Self-emp-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,50,United-States
25,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,50,United-States
60,Private,Dropout,Widowed,Blue-Collar,Unmarried,Black,Male,0,0,40,United-States
17,?,Dropout,Never-Married,?,Own-child,White,Male,1055,0,30,United-States
49,Self-emp-inc,Masters,Married,White-Collar,Husband,White,Male,0,0,50,United-States
46,Private,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,60,United-States
56,Private,High School grad,Widowed,Admin,Unmarried,Black,Female,0,0,38,United-States
25,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,3325,0,45,United-States
22,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States
76,?,High School grad,Widowed,?,Not-in-family,Black,Female,0,0,2,United-States
41,Self-emp-inc,Prof-School,Married,Professional,Husband,White,Male,0,0,60,United-States
48,Self-emp-inc,High School grad,Married,White-Collar,Husband,White,Male,7688,0,40,United-States
46,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,Black,Male,0,0,40,United-States
30,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States
39,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
40,Private,Dropout,Separated,Blue-Collar,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States
70,Federal-gov,High School grad,Married,Admin,Husband,Black,Male,0,0,40,United-States
35,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,2051,45,United-States
49,Private,Masters,Separated,White-Collar,Not-in-family,White,Female,0,0,75,United-States
24,Private,Associates,Never-Married,Other,Not-in-family,White,Male,0,0,60,United-States
40,Private,Associates,Married,Professional,Husband,White,Male,7298,0,36,United-States
61,Private,Prof-School,Married,Blue-Collar,Husband,White,Male,0,0,5,United-States
25,Private,Bachelors,Never-Married,Professional,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States
28,Local-gov,Bachelors,Never-Married,Professional,Not-in-family,White,Female,0,0,40,United-States
69,State-gov,Masters,Married,Professional,Husband,White,Male,0,0,11,United-States
22,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Female,0,0,36,United-States
47,Private,High School grad,Married,Admin,Husband,White,Male,0,0,38,United-States
38,Private,High School grad,Separated,Service,Unmarried,White,Female,0,0,48,United-States
26,Private,Associates,Never-Married,Admin,Own-child,White,Female,0,0,40,United-States
17,Private,Dropout,Never-Married,Admin,Own-child,Asian-Pac-Islander,Female,0,0,24,United-States
33,Self-emp-not-inc,High School grad,Never-Married,Service,Not-in-family,White,Male,0,0,35,United-States
43,Self-emp-not-inc,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States
58,Private,Associates,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
53,Self-emp-inc,High School grad,Married,Sales,Husband,White,Male,99999,0,40,United-States
26,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,25,United-States
43,Local-gov,Bachelors,Married,Professional,Husband,Black,Male,0,0,40,United-States
31,Private,Dropout,Married,Blue-Collar,Husband,White,Male,2105,0,40,Latin-America
30,Private,High School grad,Never-Married,Admin,Unmarried,White,Male,0,2001,42,United-States
25,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,25,United-States
57,Federal-gov,High School grad,Separated,Admin,Unmarried,White,Female,0,0,40,United-States
37,Private,Masters,Separated,White-Collar,Unmarried,White,Male,0,0,60,United-States
32,Private,High School grad,Married,Sales,Husband,White,Male,0,0,48,United-States
26,Private,High School grad,Separated,White-Collar,Not-in-family,White,Female,0,0,41,United-States
45,Private,High School grad,Married,Admin,Husband,White,Male,0,0,40,United-States
53,State-gov,High School grad,Married,Admin,Husband,White,Male,15024,0,35,United-States
27,Private,High School grad,Never-Married,Blue-Collar,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,United-States
28,Self-emp-inc,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,50,United-States
32,Private,Dropout,Separated,Sales,Not-in-family,White,Male,0,0,43,United-States
35,Private,Bachelors,Separated,Sales,Not-in-family,White,Female,0,1980,65,United-States
36,Self-emp-not-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,55,United-States
19,Private,High School grad,Never-Married,Admin,Not-in-family,White,Male,0,0,40,United-States
37,Self-emp-inc,Bachelors,Married,White-Collar,Husband,White,Male,0,0,80,United-States
49,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,3325,0,45,United-States
20,Private,High School grad,Never-Married,Service,Not-in-family,White,Male,0,0,45,United-States
64,Self-emp-inc,Bachelors,Married,White-Collar,Husband,White,Male,15024,0,55,United-States
60,?,Masters,Married,?,Husband,White,Male,0,0,40,United-States
32,Private,Associates,Married,Blue-Collar,Husband,White,Male,0,0,42,United-States
58,State-gov,High School grad,Married,White-Collar,Husband,White,Male,0,0,40,United-States
42,Private,High School grad,Married,Sales,Husband,White,Male,0,0,50,United-States
20,Private,High School grad,Never-Married,Admin,Not-in-family,Black,Female,0,0,14,United-States
42,State-gov,High School grad,Married,Admin,Husband,Black,Male,0,0,40,United-States
25,Private,High School grad,Separated,Professional,Unmarried,Black,Male,0,0,40,United-States
30,Self-emp-not-inc,Associates,Married,Professional,Husband,White,Male,15024,0,65,United-States
37,Self-emp-inc,Bachelors,Married,Professional,Husband,White,Male,0,0,35,United-States
66,Self-emp-not-inc,Associates,Married,Professional,Husband,White,Male,0,0,50,United-States
59,Self-emp-inc,Bachelors,Married,White-Collar,Husband,White,Male,0,0,40,British-Commonwealth
44,Private,Bachelors,Separated,Service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,China
46,Private,High School grad,Married,Admin,Husband,White,Male,0,0,58,United-States
59,Private,Bachelors,Married,Admin,Wife,White,Female,2885,0,30,United-States
25,Private,Bachelors,Never-Married,White-Collar,Own-child,White,Male,0,1340,40,United-States
17,Local-gov,Dropout,Never-Married,Service,Own-child,Black,Male,0,0,9,United-States
47,Local-gov,Bachelors,Married,Other,Husband,White,Male,0,0,40,United-States
47,State-gov,Dropout,Separated,Service,Not-in-family,White,Female,0,0,40,United-States
30,Private,High School grad,Separated,White-Collar,Unmarried,White,Female,0,0,40,United-States
20,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Female,0,0,40,United-States
26,Local-gov,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,2339,55,United-States
20,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,Black,Male,0,0,15,United-States
33,Private,High School grad,Separated,Service,Unmarried,White,Male,0,0,40,United-States
48,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
52,Private,Bachelors,Married,White-Collar,Husband,White,Male,99999,0,50,United-States
37,Private,High School grad,Separated,White-Collar,Unmarried,White,Female,0,0,12,United-States
47,Private,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,40,United-States
40,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
48,Private,Masters,Separated,White-Collar,Unmarried,White,Female,0,0,40,United-States
49,Private,Dropout,Married,Blue-Collar,Husband,Black,Male,0,0,42,United-States
50,Private,High School grad,Separated,Service,Not-in-family,White,Female,0,0,40,United-States
30,Private,Associates,Never-Married,Professional,Not-in-family,White,Female,0,0,40,United-States
34,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,40,United-States
43,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
22,Private,Dropout,Married,Blue-Collar,Wife,White,Female,0,0,40,United-States
35,Private,High School grad,Separated,Service,Not-in-family,Black,Male,0,0,40,United-States
26,State-gov,High School grad,Separated,Admin,Own-child,White,Female,0,0,30,United-States
62,Private,Prof-School,Married,Professional,Husband,White,Male,0,1628,70,United-States
39,Local-gov,High School grad,Separated,Other,Not-in-family,White,Male,0,0,40,United-States
59,Local-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
69,?,Dropout,Separated,?,Not-in-family,White,Male,0,0,40,United-States
27,Private,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
17,Private,Dropout,Never-Married,Sales,Own-child,White,Male,0,0,30,United-States
38,Private,Bachelors,Married,Admin,Husband,White,Male,0,0,40,United-States
41,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,1887,50,United-States
27,Private,Dropout,Never-Married,Blue-Collar,Unmarried,White,Female,0,0,40,United-States
23,Private,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,40,United-States
17,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,24,United-States
56,Private,Dropout,Separated,Blue-Collar,Not-in-family,White,Female,0,0,40,United-States
24,Private,High School grad,Never-Married,Admin,Not-in-family,White,Female,0,0,40,United-States
62,Private,Doctorate,Married,Professional,Husband,White,Male,7688,0,40,?
44,Private,Dropout,Separated,Blue-Collar,Unmarried,Black,Male,0,0,40,United-States
23,Private,Bachelors,Never-Married,Admin,Not-in-family,White,Male,0,0,30,United-States
41,Self-emp-not-inc,High School grad,Never-Married,Sales,Not-in-family,White,Male,0,0,50,?
25,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,65,United-States
21,Private,High School grad,Never-Married,Service,Other-relative,Black,Female,0,0,8,United-States
18,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,6,United-States
45,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
75,?,Bachelors,Widowed,?,Not-in-family,White,Female,25124,0,16,United-States
51,Private,Dropout,Married,Other,Husband,White,Male,0,0,40,United-States
42,Federal-gov,High School grad,Separated,Service,Other-relative,Black,Female,0,0,40,United-States
47,Private,High School grad,Never-Married,Service,Not-in-family,Black,Female,0,0,35,Latin-America
29,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
33,Private,Dropout,Never-Married,Service,Not-in-family,Black,Male,0,0,40,United-States
43,Local-gov,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
20,?,High School grad,Never-Married,?,Own-child,White,Male,0,0,16,United-States
19,?,Bachelors,Never-Married,?,Own-child,Black,Female,0,0,40,Latin-America
44,Private,Associates,Married,Blue-Collar,Husband,White,Male,0,1848,40,United-States
24,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,30,United-States
19,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,United-States
49,?,Dropout,Separated,?,Own-child,White,Male,2176,0,40,United-States
52,Private,Associates,Married,Admin,Husband,White,Male,0,0,40,United-States
38,Self-emp-not-inc,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,52,United-States
24,State-gov,High School grad,Never-Married,Other,Not-in-family,White,Male,0,0,50,United-States
32,Local-gov,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,50,United-States
72,?,High School grad,Widowed,?,Not-in-family,White,Female,0,0,8,United-States
26,Private,High School grad,Married,Sales,Husband,White,Male,0,0,50,United-States
31,Private,Bachelors,Never-Married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,40,?
29,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,50,United-States
39,Private,High School grad,Separated,Admin,Not-in-family,White,Male,10520,0,40,United-States
48,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,50,United-States
40,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,45,United-States
51,Private,High School grad,Separated,White-Collar,Unmarried,White,Male,0,0,45,British-Commonwealth
28,Self-emp-not-inc,High School grad,Separated,Blue-Collar,Own-child,White,Male,0,0,40,United-States
22,Private,High School grad,Never-Married,White-Collar,Own-child,White,Female,0,0,20,United-States
23,Private,Bachelors,Never-Married,Admin,Not-in-family,White,Female,0,0,40,United-States
65,Private,High School grad,Married,Other,Husband,White,Male,0,0,16,United-States
26,Local-gov,Bachelors,Married,Professional,Husband,White,Male,0,0,40,United-States
20,?,High School grad,Never-Married,?,Own-child,White,Male,1055,0,50,United-States
55,Private,Masters,Married,Professional,Husband,White,Male,15024,0,50,?
38,Self-emp-not-inc,Bachelors,Married,Service,Husband,White,Male,0,0,10,United-States
33,Private,High School grad,Never-Married,Professional,Not-in-family,White,Male,0,0,60,United-States
33,Local-gov,High School grad,Married,Admin,Wife,White,Female,0,0,60,United-States
37,Private,Bachelors,Never-Married,Sales,Not-in-family,Black,Female,0,0,40,United-States
19,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,60,United-States
24,Private,Bachelors,Never-Married,Sales,Not-in-family,White,Male,0,0,50,United-States
30,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,45,United-States
57,State-gov,High School grad,Separated,White-Collar,Not-in-family,White,Female,0,0,50,United-States
22,State-gov,High School grad,Never-Married,Professional,Own-child,White,Female,0,0,20,United-States
57,Private,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,40,United-States
46,State-gov,High School grad,Married,Other,Husband,White,Male,0,0,40,United-States
67,Private,High School grad,Married,Admin,Husband,White,Male,0,0,35,United-States
35,?,High School grad,Never-Married,?,Unmarried,Black,Female,0,0,40,United-States
47,Private,High School grad,Separated,Blue-Collar,Own-child,White,Male,0,0,40,United-States
39,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
50,Private,High School grad,Separated,Service,Unmarried,Asian-Pac-Islander,Male,0,0,40,SE-Asia
58,Self-emp-not-inc,Dropout,Separated,Sales,Not-in-family,White,Female,0,0,52,United-States
36,Private,Associates,Married,Professional,Wife,White,Female,0,0,30,United-States
45,Private,Masters,Married,Professional,Husband,White,Male,0,0,36,British-Commonwealth
54,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
26,Private,Bachelors,Never-Married,Admin,Own-child,White,Male,0,0,30,United-States
60,Private,High School grad,Married,Professional,Husband,White,Male,0,0,40,United-States
46,Private,Prof-School,Married,Professional,Husband,White,Male,99999,0,60,United-States
26,Private,High School grad,Married,White-Collar,Wife,White,Female,0,0,35,United-States
32,Private,Dropout,Never-Married,Blue-Collar,Other-relative,White,Male,0,0,40,United-States
38,Local-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
48,Self-emp-not-inc,High School grad,Married,Sales,Husband,White,Male,0,0,70,United-States
44,Self-emp-not-inc,High School grad,Married,White-Collar,Husband,White,Male,0,1977,45,United-States
37,Private,High School grad,Never-Married,Service,Own-child,Asian-Pac-Islander,Female,0,0,40,SE-Asia
44,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,40,United-States
31,Private,High School grad,Never-Married,Service,Not-in-family,Other,Female,0,0,35,United-States
61,Self-emp-not-inc,Prof-School,Married,Professional,Husband,White,Male,0,0,35,United-States
51,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
52,Private,Bachelors,Married,Sales,Wife,White,Female,15024,0,60,United-States
45,Private,High School grad,Married,Blue-Collar,Wife,White,Female,0,1740,40,United-States
36,?,Associates,Married,?,Wife,Black,Female,0,0,21,Latin-America
39,Private,Dropout,Married,Service,Husband,White,Male,2407,0,70,Latin-America
67,Local-gov,High School grad,Separated,Service,Not-in-family,White,Female,0,0,24,United-States
40,State-gov,Associates,Married,Admin,Husband,White,Male,0,0,40,United-States
27,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,35,Latin-America
37,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,Latin-America
57,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,50,United-States
27,Private,Dropout,Separated,Service,Not-in-family,White,Female,0,0,40,United-States
28,Private,High School grad,Never-Married,Sales,Not-in-family,White,Female,2202,0,48,United-States
34,Self-emp-inc,Bachelors,Married,Professional,Husband,White,Male,0,0,60,United-States
54,Private,High School grad,Married,Blue-Collar,Husband,White,Male,5178,0,50,United-States
52,Private,High School grad,Separated,Service,Other-relative,Black,Female,0,0,38,United-States
42,Private,Bachelors,Married,Professional,Husband,White,Male,0,0,45,United-States
48,Private,Masters,Married,Professional,Husband,White,Male,15024,0,40,United-States
65,State-gov,Masters,Married,Professional,Husband,White,Male,6514,0,35,United-States
55,Self-emp-not-inc,Prof-School,Married,Professional,Wife,White,Female,0,0,10,United-States
71,Self-emp-inc,High School grad,Married,Admin,Wife,White,Female,0,0,20,United-States
33,Private,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,40,United-States
30,Private,High School grad,Married,Sales,Husband,White,Male,0,0,40,United-States
35,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,55,United-States
59,Private,Dropout,Separated,Admin,Not-in-family,Black,Female,0,0,40,United-States
19,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,20,United-States
36,Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,30,United-States
26,Self-emp-not-inc,High School grad,Never-Married,Sales,Own-child,White,Male,0,0,40,United-States
34,Local-gov,High School grad,Married,Other,Husband,White,Male,0,0,40,United-States
41,Private,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,40,United-States
44,Private,Bachelors,Married,Professional,Husband,White,Male,15024,0,50,Euro_1
26,?,High School grad,Separated,?,Unmarried,White,Female,0,0,40,United-States
47,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,48,United-States
18,Private,High School grad,Never-Married,Sales,Own-child,White,Male,0,0,16,United-States
55,Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,18,United-States
49,Local-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,2002,40,United-States
44,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,40,United-States
43,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,40,United-States
62,Private,Dropout,Married,Other,Husband,White,Male,0,0,40,Other
44,Private,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,40,United-States
39,?,High School grad,Separated,?,Unmarried,White,Female,0,0,40,United-States
50,Self-emp-inc,High School grad,Married,Sales,Husband,White,Male,0,0,60,United-States
35,Private,Dropout,Never-Married,Sales,Not-in-family,White,Male,0,0,45,United-States
52,Private,High School grad,Married,Admin,Husband,White,Male,0,0,40,United-States
46,Private,Prof-School,Married,Professional,Husband,White,Male,0,0,60,United-States
44,Private,Associates,Married,Sales,Husband,White,Male,7688,0,40,United-States
43,Private,High School grad,Never-Married,White-Collar,Unmarried,White,Male,0,0,50,United-States
51,Private,Dropout,Married,Blue-Collar,Husband,White,Male,2961,0,40,United-States
20,Private,High School grad,Never-Married,Sales,Own-child,White,Male,0,0,20,United-States
47,Private,Associates,Married,Admin,Wife,White,Female,0,0,40,Euro_1
43,Private,Masters,Separated,White-Collar,Unmarried,White,Male,0,0,50,United-States
64,?,High School grad,Married,?,Husband,White,Male,0,0,40,?
24,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States
27,Federal-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,50,United-States
32,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
37,Private,High School grad,Separated,Service,Unmarried,White,Female,0,0,12,United-States
26,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,60,United-States
43,Private,Bachelors,Married,White-Collar,Husband,White,Male,99999,0,60,United-States
50,Private,High School grad,Married,Blue-Collar,Wife,White,Female,0,0,40,United-States
20,Self-emp-not-inc,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,80,United-States
37,Private,High School grad,Married,White-Collar,Husband,White,Male,0,1902,45,United-States
43,Private,High School grad,Never-Married,Service,Not-in-family,Black,Female,0,0,45,United-States
37,Private,High School grad,Married,White-Collar,Husband,White,Male,0,1887,50,United-States
53,Private,Dropout,Separated,Service,Not-in-family,White,Female,0,0,36,British-Commonwealth
44,Private,Doctorate,Married,Professional,Husband,White,Male,0,0,40,United-States
25,Private,High School grad,Never-Married,Service,Not-in-family,White,Female,0,0,40,United-States
17,Private,Dropout,Never-Married,Admin,Own-child,White,Female,1055,0,20,United-States
19,Private,High School grad,Never-Married,Sales,Own-child,White,Male,0,0,50,United-States
53,State-gov,High School grad,Married,White-Collar,Wife,White,Female,15024,0,40,United-States
44,Private,High School grad,Married,Sales,Husband,White,Male,0,0,50,United-States
51,Private,High School grad,Married,Blue-Collar,Husband,Black,Male,0,1902,40,United-States
49,Private,High School grad,Married,White-Collar,Wife,White,Female,0,0,43,United-States
35,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
44,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,45,United-States
54,Private,Masters,Married,Professional,Husband,White,Male,0,0,60,United-States
37,Private,High School grad,Separated,Admin,Unmarried,Black,Female,0,0,35,United-States
18,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,15,United-States
24,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
29,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Female,0,0,50,United-States
22,?,High School grad,Separated,?,Not-in-family,White,Female,0,0,35,United-States
35,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States
56,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,48,United-States
32,?,Dropout,Widowed,?,Not-in-family,White,Female,0,0,40,United-States
24,Private,Bachelors,Never-Married,Blue-Collar,Not-in-family,Asian-Pac-Islander,Male,0,0,45,China
43,Private,Masters,Married,White-Collar,Husband,White,Male,0,1902,40,United-States
73,Private,High School grad,Widowed,Sales,Other-relative,White,Female,0,0,15,United-States
47,Federal-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,?
49,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,39,United-States
38,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,40,United-States
31,Private,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,40,United-States
39,Private,High School grad,Separated,Admin,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States
42,Private,Bachelors,Separated,Admin,Not-in-family,White,Female,0,0,40,United-States
41,Private,Masters,Married,Professional,Husband,Asian-Pac-Islander,Male,0,0,45,China
35,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,45,United-States
38,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,45,United-States
31,Private,High School grad,Separated,Admin,Not-in-family,White,Female,0,0,40,United-States
51,Local-gov,High School grad,Married,Other,Husband,White,Male,0,0,70,United-States
38,Private,Bachelors,Separated,Sales,Not-in-family,White,Male,0,0,48,United-States
40,Local-gov,High School grad,Married,White-Collar,Husband,White,Male,0,0,42,United-States
21,Private,High School grad,Never-Married,Service,Not-in-family,White,Female,0,0,30,United-States
44,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States
55,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
29,Private,High School grad,Separated,Sales,Not-in-family,White,Male,0,0,45,United-States
49,Private,Masters,Married,Professional,Wife,White,Female,0,0,50,United-States
31,Private,Associates,Married,Service,Husband,White,Male,0,0,42,United-States
24,Private,Masters,Never-Married,White-Collar,Own-child,White,Male,6849,0,90,United-States
46,Private,High School grad,Never-Married,White-Collar,Not-in-family,Black,Male,0,0,40,United-States
26,Private,High School grad,Never-Married,Sales,Not-in-family,Black,Male,0,0,40,United-States
35,Private,Bachelors,Never-Married,Service,Not-in-family,White,Male,0,0,38,United-States
27,Private,Associates,Never-Married,Sales,Not-in-family,White,Male,0,0,50,United-States
64,Self-emp-not-inc,Bachelors,Married,White-Collar,Husband,White,Male,15024,0,35,United-States
26,Private,Bachelors,Never-Married,Blue-Collar,Other-relative,White,Male,0,0,40,United-States
21,Private,High School grad,Never-Married,Service,Not-in-family,White,Female,0,1719,16,United-States
45,Private,Bachelors,Separated,Service,Not-in-family,White,Male,0,0,45,?
57,Local-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,72,United-States
30,Private,Bachelors,Married,Admin,Husband,White,Male,0,0,40,United-States
45,Private,Dropout,Married,Service,Wife,White,Female,0,0,32,United-States
