Age, Workclass, Education, Marital Status, Occupation, Relationship, Race, Sex, Capital Gain, Capital Loss, Hours per week, Country
24,4,4,1,1,3,4,0,0,0,40,9
35,4,4,1,6,1,4,1,0,0,40,9
32,6,3,0,2,0,4,1,0,0,40,9
66,0,1,0,0,0,4,1,0,2174,40,9
68,4,4,3,1,1,4,0,0,2206,30,9
29,4,3,0,2,0,4,1,0,0,60,9
24,6,1,1,6,1,4,1,0,0,40,9
61,4,3,0,2,0,4,1,0,0,40,9
34,4,4,0,2,0,4,1,0,0,44,9
55,5,6,0,5,0,4,1,0,2415,35,4
20,0,4,1,0,3,4,1,0,0,36,9
41,4,4,1,6,3,4,0,0,0,40,9
36,6,4,0,2,0,4,1,0,0,84,9
60,4,4,0,2,0,4,1,7298,0,40,9
61,6,4,0,2,0,4,1,0,0,52,9
35,4,6,0,6,0,1,1,0,0,35,2
42,7,1,0,8,0,4,1,0,0,50,9
26,4,1,1,4,1,4,1,0,0,40,9
44,2,4,1,7,4,2,0,0,0,40,9
31,7,5,1,1,1,4,1,0,0,25,9
39,7,4,1,7,1,2,1,0,0,40,9
20,4,4,1,4,3,4,0,0,0,24,9
32,5,4,0,2,0,4,1,0,0,40,9
32,6,4,0,6,0,4,1,0,0,40,9
61,4,3,0,2,0,2,1,0,0,20,5
54,2,4,2,1,4,4,0,0,0,40,9
23,4,0,1,2,2,4,1,0,0,40,9
19,4,4,1,6,3,4,1,0,0,3,9
31,4,4,0,5,0,0,1,0,0,40,9
35,4,3,0,2,0,4,1,0,0,40,5
29,4,4,2,7,1,4,0,0,0,25,9
29,2,4,1,4,1,2,0,0,0,40,9
25,4,3,2,7,3,4,0,0,0,25,9
46,4,1,2,6,1,4,0,0,0,40,9
35,4,0,1,7,4,4,0,0,0,30,9
20,4,3,1,6,1,3,1,0,0,40,9
24,6,4,0,1,5,4,0,0,0,40,9
48,4,4,2,1,4,4,0,0,0,37,9
37,4,4,2,2,1,4,0,0,0,40,9
60,6,4,0,6,0,4,1,0,0,40,9
39,4,4,0,2,0,4,1,0,0,40,9
29,2,4,2,1,4,4,0,0,0,38,9
31,6,0,2,2,3,4,1,0,0,20,9
38,4,0,0,2,0,4,1,4386,0,40,9
26,6,0,1,2,1,4,1,0,0,40,9
64,4,1,0,8,0,4,1,15024,0,40,9
46,4,0,2,4,1,2,1,0,0,40,9
69,0,4,0,0,0,4,1,0,0,8,9
39,4,4,0,6,0,4,1,3103,0,44,9
48,4,4,2,2,1,4,0,0,0,55,9
46,4,4,2,6,2,4,0,0,0,40,9
42,4,1,2,6,1,4,1,0,1590,40,9
39,6,4,0,6,5,2,0,0,0,54,5
50,1,5,0,4,0,4,1,0,0,40,9
24,4,1,1,5,1,4,0,0,0,40,9
30,4,0,0,4,2,4,0,0,0,40,1
39,5,1,0,6,0,4,1,0,2415,60,9
29,6,4,0,2,0,4,1,0,0,40,9
23,4,3,1,2,3,4,0,0,0,38,9
21,0,0,1,0,1,4,1,0,0,40,9
32,4,3,2,2,1,4,1,0,0,40,9
69,5,1,0,2,0,4,1,3818,0,30,9
55,4,4,2,2,4,4,1,0,0,40,9
41,4,4,0,6,0,4,1,0,0,50,9
44,5,1,0,8,0,4,1,7688,0,52,9
18,4,3,1,1,1,4,1,0,0,40,9
74,6,1,0,8,0,4,1,0,0,10,9
40,4,2,0,5,0,4,1,0,0,40,9
27,4,4,0,2,0,4,1,0,0,40,9
75,0,3,0,0,0,2,1,1409,0,5,9
55,4,4,2,1,1,4,0,0,0,40,9
52,6,3,0,2,0,0,1,0,0,40,9
54,4,4,2,6,4,4,0,0,0,48,9
36,4,4,2,2,4,4,1,0,0,48,9
76,0,4,0,0,0,4,1,0,0,8,9
26,4,4,1,2,3,4,0,0,0,40,9
18,4,3,1,2,3,4,1,0,0,20,9
38,4,4,2,8,1,4,1,0,0,50,9
50,4,1,0,2,0,4,1,7298,0,40,9
19,0,4,1,0,3,4,0,0,0,25,9
32,4,4,0,8,0,4,1,0,0,60,9
57,4,1,0,6,0,4,1,0,0,40,9
20,4,4,1,4,3,2,1,0,0,40,9
27,4,4,1,1,1,4,0,0,0,40,9
31,6,1,2,8,1,4,1,0,1980,60,9
60,4,3,2,2,1,4,0,0,0,40,5
52,4,4,2,2,4,4,0,0,0,50,9
61,4,3,0,2,0,4,1,0,0,40,9
57,6,4,3,2,1,4,1,0,0,55,9
19,0,4,1,0,3,4,1,0,0,40,9
59,6,6,0,6,0,4,1,0,0,25,9
34,6,4,1,2,1,4,1,0,0,45,9
31,4,0,0,2,1,1,1,0,0,50,9
42,4,4,2,4,1,2,1,0,0,35,9
70,4,4,1,1,1,4,0,0,0,6,9
47,4,1,0,1,0,1,1,0,0,40,0
47,0,4,0,0,0,4,1,3942,0,40,0
29,4,4,0,2,0,4,1,0,0,45,9
27,4,3,1,2,2,2,1,0,0,40,9
25,4,3,0,7,5,4,0,0,0,40,9
51,4,1,0,8,0,4,1,5178,0,60,9
28,4,4,1,7,3,2,0,0,0,40,0
35,4,1,0,2,0,4,1,0,0,40,9
36,6,4,0,2,0,4,1,0,0,60,9
54,0,5,1,0,1,4,0,0,0,40,9
46,4,0,0,2,0,4,1,0,0,40,9
52,4,0,2,7,4,4,0,0,0,35,9
65,4,3,0,2,0,4,1,0,0,40,9
43,4,0,2,2,1,4,1,0,0,40,9
41,2,4,2,5,4,1,0,0,0,40,9
34,4,1,1,8,2,4,0,0,1741,45,9
47,6,1,0,8,0,4,1,0,0,30,9
49,1,5,1,8,1,4,1,0,0,56,9
21,4,4,1,7,1,4,0,0,0,25,9
20,4,4,1,7,1,4,0,0,0,25,9
18,2,3,1,4,3,4,1,0,0,40,9
27,4,4,1,6,1,2,1,0,0,40,9
34,6,4,0,2,0,4,1,0,0,50,9
38,4,4,2,1,4,4,0,0,0,40,9
24,4,4,1,1,1,4,1,0,0,40,9
34,4,4,1,6,1,4,1,0,0,65,9
47,4,4,0,2,0,4,1,0,0,50,9
27,1,4,2,8,4,2,0,0,0,40,9
63,4,0,3,1,4,4,0,0,0,8,9
34,4,4,0,1,0,2,1,0,0,40,9
25,4,4,2,6,1,4,1,0,0,50,9
54,4,4,3,2,4,4,1,914,0,40,9
19,0,4,1,0,3,4,0,0,0,35,9
35,4,4,2,6,1,4,0,0,0,50,9
24,4,4,0,2,0,4,1,0,0,70,9
26,4,4,1,1,3,1,0,0,0,35,9
59,2,0,2,1,1,4,0,0,0,40,9
43,4,2,2,5,1,4,0,0,0,40,0
20,4,4,1,7,3,4,0,0,0,40,9
41,4,4,0,2,0,4,1,0,0,40,9
51,4,4,0,6,0,4,1,0,0,40,9
27,4,4,1,1,4,3,0,0,0,40,9
36,4,4,0,8,0,4,1,0,0,40,9
25,4,4,1,2,3,4,1,0,0,60,9
55,4,1,0,6,0,4,1,0,0,50,9
22,2,4,1,5,1,4,0,0,0,21,9
58,7,2,0,5,0,1,1,4064,0,40,1
43,4,4,0,1,5,4,0,4064,0,15,9
39,4,0,0,1,5,4,0,0,0,20,9
40,4,3,1,2,4,2,0,0,0,40,5
46,4,4,2,8,1,4,1,0,0,45,9
54,1,4,1,1,4,4,0,0,0,20,9
19,4,4,1,6,3,2,1,0,0,30,9
24,4,4,0,1,0,4,1,0,0,40,9
53,0,4,0,0,0,4,1,0,0,40,9
24,7,5,1,5,1,4,1,0,0,13,9
29,6,4,1,2,3,4,1,0,0,65,9
56,5,4,0,8,0,4,1,7688,0,50,9
54,0,4,0,0,0,4,1,0,0,40,9
21,0,4,1,0,1,4,0,0,0,30,9
34,4,3,2,2,1,4,1,0,0,40,0
56,4,3,2,2,1,4,0,0,0,40,9
34,4,1,0,5,0,4,1,7688,0,50,9
19,4,3,1,6,4,2,0,0,0,40,9
32,5,4,0,6,0,4,1,0,0,65,9
48,4,4,2,1,4,4,0,0,0,52,9
67,0,5,0,0,0,2,1,0,0,40,9
47,4,4,0,2,0,4,1,0,0,25,9
52,4,4,0,2,0,4,1,0,0,60,9
40,4,3,2,2,4,4,0,0,0,40,5
28,4,3,0,2,0,4,1,0,0,50,9
41,4,1,0,8,0,4,1,7298,0,50,9
57,4,3,2,2,4,4,1,0,0,40,4
51,4,4,2,1,1,4,0,0,0,40,9
26,0,3,1,0,1,4,0,0,0,35,3
36,4,1,0,5,0,1,1,0,0,45,0
33,4,4,0,8,0,4,1,0,0,50,9
46,4,1,0,2,0,4,1,0,0,45,9
50,4,4,2,1,2,1,0,0,0,40,7
33,4,4,2,2,1,4,1,0,0,40,0
77,6,4,1,2,1,4,1,401,0,20,9
39,4,5,1,8,1,2,1,8614,0,52,9
67,0,4,3,0,4,4,1,0,0,3,9
35,4,0,2,2,4,4,0,0,0,24,9
23,4,3,1,2,3,2,0,0,0,40,9
37,4,0,2,5,1,4,0,8614,0,45,9
41,4,4,0,2,0,4,1,0,0,50,9
60,4,0,0,1,0,4,1,0,0,35,9
32,4,1,1,1,1,4,1,0,0,55,9
56,1,4,0,2,0,0,1,0,0,40,9
45,7,0,2,4,4,4,0,0,0,40,9
24,4,4,2,8,1,4,0,0,0,45,9
18,4,3,1,2,3,4,1,0,0,27,9
31,4,4,0,7,0,3,1,0,0,40,9
21,0,4,1,0,3,4,1,0,0,50,9
45,4,1,0,8,0,4,1,0,1977,55,9
23,4,4,1,7,1,4,0,0,0,40,9
45,7,4,0,8,0,4,1,0,0,40,9
18,4,3,1,6,2,0,0,0,0,25,9
25,4,4,0,2,0,2,1,0,0,30,9
31,7,4,0,6,0,4,1,0,0,40,9
19,4,4,1,2,2,4,1,0,0,45,9
41,4,1,0,8,0,4,1,0,0,40,9
74,4,6,3,1,1,2,0,0,0,20,9
27,4,3,1,2,1,4,1,0,0,40,5
23,4,4,1,1,1,4,0,0,0,40,9
31,4,0,0,6,0,4,1,0,0,40,9
40,5,4,0,2,0,4,1,0,0,40,9
41,1,4,0,2,0,4,1,0,0,40,9
25,4,5,1,6,1,4,1,0,0,20,9
42,4,4,0,2,0,0,1,0,0,60,9
24,4,1,1,2,1,4,0,0,0,40,9
42,4,0,0,2,0,4,1,0,0,50,9
45,6,3,0,2,0,4,1,0,0,70,9
52,1,4,0,8,0,4,1,7298,0,40,9
34,4,0,2,2,1,4,1,0,0,40,9
32,4,4,1,2,2,4,1,0,0,60,9
54,4,4,0,2,0,4,1,0,0,45,9
42,1,3,1,4,1,4,1,0,1340,40,9
32,4,1,0,4,0,4,1,15024,0,40,9
40,0,4,0,0,5,4,0,0,0,20,9
55,5,1,0,6,0,4,1,0,0,60,9
66,0,3,1,0,1,4,1,0,0,30,9
52,7,5,0,5,0,4,1,0,0,40,9
21,7,4,1,1,1,4,0,0,0,15,9
33,4,1,0,8,5,4,0,0,0,40,9
52,0,0,0,0,0,4,1,0,0,50,9
28,4,3,1,2,1,4,0,0,0,40,0
27,6,3,0,2,0,4,1,0,0,40,9
42,2,1,2,5,1,4,0,0,0,50,9
27,5,4,1,1,3,4,0,0,0,45,9
47,4,0,0,2,0,4,1,7688,0,40,9
19,4,4,1,7,1,4,0,0,0,40,9
46,4,4,0,2,0,4,1,0,0,40,9
55,6,4,3,7,1,4,0,0,0,25,5
50,4,3,0,6,0,3,1,0,0,49,5
32,4,4,1,1,1,4,0,4101,0,50,9
28,4,4,0,1,5,4,0,0,0,40,9
23,4,4,1,1,3,2,0,0,0,40,9
43,4,5,2,8,1,4,1,0,0,50,9
34,4,1,0,5,0,4,1,0,0,40,6
19,4,4,1,1,1,1,1,0,0,40,7
37,4,4,0,8,0,1,1,0,0,55,9
27,4,1,1,1,2,1,0,0,0,40,2
18,4,4,1,6,3,4,0,0,0,24,9
31,4,4,3,1,4,4,0,0,0,40,9
49,4,4,0,2,0,4,1,0,0,50,9
26,1,6,0,5,0,4,1,0,0,60,8
48,4,4,0,2,0,4,1,0,0,45,9
39,4,4,0,2,0,2,1,0,0,40,9
41,4,4,2,2,4,4,0,0,0,40,9
48,7,0,2,5,4,4,0,0,0,56,9
40,4,1,2,8,1,4,0,10520,0,40,9
70,4,1,0,6,0,4,1,0,0,70,9
20,4,4,1,2,3,4,1,0,0,43,9
38,4,3,0,7,0,4,1,0,0,75,5
37,6,4,2,7,3,4,0,0,0,40,6
49,4,4,3,8,1,4,0,0,0,40,9
51,4,4,0,2,0,4,1,3103,0,40,9
43,4,3,1,6,3,4,1,0,0,40,9
38,4,6,1,5,1,4,1,0,0,50,9
18,0,3,1,0,3,4,1,0,0,36,9
23,4,3,1,7,1,4,1,0,0,25,5
34,4,4,0,2,0,4,1,0,0,40,9
62,0,4,0,0,0,4,1,0,0,24,9
33,4,4,1,1,4,4,1,0,0,40,9
31,4,4,1,2,1,4,0,0,0,45,9
64,4,4,3,4,4,4,0,0,0,40,9
26,2,1,0,5,0,4,1,0,0,28,8
55,4,4,0,5,0,4,1,0,0,40,9
61,2,1,2,5,1,4,1,0,0,40,9
37,4,4,0,4,0,4,1,0,0,40,9
78,2,1,0,8,0,4,1,0,0,15,9
27,1,4,1,1,4,2,0,0,0,40,9
49,4,4,2,5,1,4,1,0,0,42,9
55,7,5,0,5,0,4,1,7688,0,45,9
42,4,1,0,2,0,4,1,0,0,58,9
22,0,4,1,0,2,4,0,0,0,40,9
61,4,3,0,2,0,4,1,0,0,40,9
64,6,1,0,1,0,4,1,0,0,5,9
46,2,4,0,7,0,4,1,0,0,40,9
24,4,1,1,8,1,4,1,0,0,40,9
27,4,4,0,2,0,4,1,2829,0,70,9
47,4,4,0,2,0,4,1,7688,0,55,9
18,4,4,2,7,3,4,1,0,0,15,9
48,4,4,0,6,0,4,1,0,0,50,9
50,6,4,2,2,1,4,1,0,0,40,9
40,7,5,2,5,1,4,0,0,0,45,9
56,6,3,2,6,3,4,1,0,0,40,9
34,4,4,1,1,1,4,0,4865,0,40,9
56,1,1,0,6,0,4,1,0,0,40,9
18,4,3,1,7,3,4,1,0,0,20,9
21,4,4,1,7,3,4,0,0,0,25,9
40,4,4,2,4,4,4,0,0,0,40,9
27,2,4,0,2,2,4,1,0,0,50,9
52,6,6,0,5,0,4,1,99999,0,45,9
46,4,4,2,6,1,4,0,0,0,30,9
23,4,4,1,1,3,4,0,0,0,40,9
50,4,4,0,4,0,4,1,0,0,45,9
19,4,4,1,2,2,4,1,0,0,50,9
20,4,4,1,7,1,4,1,0,0,40,9
39,4,4,2,8,1,4,0,8614,0,40,9
24,4,3,1,2,3,4,1,0,0,35,9
72,4,0,3,1,1,4,0,0,0,40,9
42,7,5,0,5,5,4,0,0,0,20,9
42,4,1,2,6,4,4,1,0,0,45,0
51,4,1,2,8,1,0,1,0,0,50,9
39,4,4,0,6,0,4,1,0,0,50,9
40,2,4,1,1,4,0,0,2977,0,35,9
34,4,4,0,6,0,4,1,0,0,55,9
19,4,3,1,2,3,4,1,0,0,40,5
26,4,4,1,8,3,4,0,0,0,40,9
45,2,1,2,5,4,4,0,4934,0,50,9
28,4,5,1,5,1,4,0,0,0,40,9
30,1,1,1,5,1,4,1,0,0,40,9
32,4,4,1,1,1,4,0,0,0,40,9
19,4,4,1,7,3,4,0,0,0,25,9
21,4,4,1,7,3,4,1,0,0,35,9
54,4,4,0,7,2,2,0,0,0,20,9
62,4,6,0,5,0,4,1,0,0,30,9
25,4,4,1,7,1,4,1,2597,0,48,9
49,5,4,2,8,4,4,0,0,0,32,9
32,4,4,0,2,0,4,1,0,0,40,9
26,4,4,1,5,1,4,1,0,1602,40,0
37,2,4,0,4,0,4,1,0,0,40,9
58,4,4,2,6,2,4,0,0,0,40,9
37,4,4,0,1,5,4,0,7298,0,45,9
41,4,4,1,8,1,4,0,0,0,40,9
38,4,1,0,8,0,4,1,7688,0,40,9
47,7,4,0,7,0,4,1,0,0,40,9
42,4,4,2,7,4,2,1,0,0,35,9
30,7,4,0,1,0,4,1,0,1902,40,9
43,4,4,0,6,0,4,1,7688,0,40,9
34,4,4,0,2,0,2,1,0,0,40,9
57,4,4,2,8,2,4,0,594,0,10,9
46,4,3,0,2,0,4,1,0,0,40,9
32,4,4,0,2,0,4,1,0,0,55,9
20,4,3,1,2,3,4,0,0,0,11,5
47,4,0,2,6,1,4,1,0,0,50,9
55,0,4,2,0,1,4,1,0,0,20,9
53,6,3,0,8,0,4,1,4386,0,50,4
43,4,1,0,6,0,4,1,0,0,65,9
80,6,3,0,2,0,4,1,0,0,30,9
24,4,4,1,7,3,4,0,0,0,40,5
43,2,5,0,8,0,4,1,0,1977,60,9
22,4,4,1,2,3,4,1,0,0,40,9
40,4,4,2,8,1,2,1,0,0,40,9
48,4,4,0,8,0,4,1,0,0,50,9
56,0,4,0,0,0,4,1,0,0,25,9
34,0,3,2,0,3,4,1,0,0,84,9
51,4,4,0,2,0,4,1,0,0,45,9
24,1,4,1,1,1,4,0,0,0,40,9
19,4,4,1,7,3,4,0,0,0,40,9
34,4,4,2,1,4,4,0,0,0,30,9
24,4,4,1,2,3,4,1,0,0,40,9
41,4,1,0,2,0,4,1,0,0,48,1
24,4,4,2,6,1,4,0,0,0,38,9
22,2,4,1,4,3,4,1,0,0,40,9
32,1,4,2,1,4,4,0,0,0,40,9
41,4,1,2,8,1,4,0,0,0,55,9
20,4,4,1,7,3,4,1,0,0,35,9
31,4,4,1,7,1,2,1,0,0,40,9
55,4,1,0,4,0,4,1,0,0,18,9
49,7,2,0,5,0,2,1,0,1902,60,0
26,4,1,1,6,3,4,1,0,0,40,9
27,6,4,2,2,1,4,1,0,0,70,9
35,4,4,2,1,1,4,0,0,0,40,9
40,4,4,2,7,1,4,1,0,0,60,4
59,4,4,0,5,0,4,1,0,0,34,9
61,4,4,0,6,0,4,1,0,0,45,9
31,4,4,1,6,3,2,0,0,0,40,9
43,1,5,2,4,1,4,1,0,0,60,9
61,4,3,1,2,1,2,1,0,2339,40,9
54,4,0,3,1,4,4,0,0,0,30,9
30,4,4,0,6,0,4,1,0,0,50,9
20,4,4,1,6,1,4,0,0,0,50,9
27,7,5,1,5,1,4,0,0,0,50,3
44,5,4,2,2,1,4,1,0,0,60,9
64,4,4,3,1,1,4,0,0,0,40,6
55,4,4,2,1,1,4,0,0,0,40,9
34,4,4,2,2,1,4,1,6849,0,55,9
61,4,4,3,6,1,4,0,0,0,35,9
28,4,1,0,5,0,4,1,0,0,40,0
34,4,4,2,2,4,2,0,0,0,40,9
47,5,6,0,5,0,4,1,0,1977,60,9
26,4,1,1,1,1,4,1,0,0,45,9
35,4,3,1,7,4,0,1,0,0,40,9
36,4,1,0,5,0,4,1,0,0,38,9
47,4,1,0,5,0,4,1,0,0,40,9
17,4,3,1,7,3,2,0,0,0,25,9
35,4,4,0,5,0,4,1,0,0,60,9
33,4,5,1,5,3,4,1,0,0,20,9
25,4,0,0,1,5,4,0,0,0,40,9
18,4,3,1,6,3,4,1,0,0,10,9
47,7,5,2,5,1,4,1,0,0,38,9
44,4,4,3,7,4,2,0,0,0,30,9
41,4,4,2,7,4,4,0,0,0,30,9
30,4,1,1,1,1,4,0,0,0,40,9
53,6,4,0,2,0,4,1,0,0,50,9
53,4,4,3,7,4,2,0,0,0,20,9
40,4,4,0,6,5,4,0,5013,0,20,9
24,4,4,1,1,1,4,1,0,2205,24,9
27,4,1,1,6,3,4,1,0,0,40,9
50,4,3,0,2,0,4,1,0,0,37,5
36,4,3,0,2,0,4,1,0,0,50,9
41,4,3,0,2,0,4,1,0,0,40,5
41,4,5,1,5,1,4,0,0,0,40,9
31,4,4,1,7,1,4,0,0,0,40,9
32,1,1,0,8,0,4,1,0,0,40,9
22,4,4,1,2,3,4,1,0,0,48,9
22,4,3,2,2,3,4,1,0,0,40,9
18,2,3,1,5,3,4,1,0,0,30,9
39,4,1,0,5,0,2,1,0,0,30,9
38,4,4,0,8,5,4,0,0,0,55,9
35,7,4,0,2,0,4,1,0,0,40,9
23,4,4,1,2,1,4,1,0,0,40,9
54,6,1,0,8,0,4,1,0,0,40,9
36,4,5,0,5,0,4,1,0,0,60,9
63,2,4,0,8,0,4,1,0,0,55,9
39,4,4,0,8,0,4,1,0,0,48,9
57,6,4,0,6,0,4,1,0,0,60,9
58,5,6,0,5,0,4,1,0,1977,50,9
29,4,1,1,1,1,1,0,0,0,40,6
17,4,3,1,6,3,4,0,0,0,20,9
40,4,4,2,2,1,4,1,0,0,40,9
69,6,4,0,7,5,4,0,0,0,15,9
28,4,3,2,6,1,4,0,0,0,40,9
38,4,3,0,2,0,4,1,0,0,40,9
44,4,6,1,5,1,4,1,14084,0,40,9
45,2,6,2,5,4,2,0,0,1726,40,9
33,7,1,0,1,0,2,1,0,0,40,9
41,2,4,0,7,0,4,1,0,1485,40,9
37,5,4,0,6,0,4,1,7688,0,60,9
50,4,4,0,6,0,4,1,0,0,45,9
48,4,1,0,5,0,4,1,0,0,50,9
26,0,4,1,0,4,2,0,0,0,40,9
36,4,4,0,8,0,4,1,0,0,60,9
21,4,4,1,7,3,4,0,0,0,37,9
37,4,0,0,2,0,4,1,0,0,40,9
20,7,4,1,5,3,4,0,0,0,20,9
54,6,4,0,6,5,4,0,0,0,30,9
28,4,4,2,6,2,4,0,0,0,40,9
27,4,4,1,5,1,4,1,0,0,40,9
33,4,0,1,7,4,2,0,0,0,40,9
46,0,4,0,0,0,4,1,0,0,40,9
28,0,3,2,0,4,4,0,0,0,58,1
17,0,3,1,0,3,4,1,0,0,40,9
40,6,6,1,5,1,4,1,0,2444,45,9
47,4,5,0,6,0,4,1,0,0,40,9
44,4,3,1,2,1,4,0,0,0,40,8
25,4,3,1,2,4,4,1,0,0,43,9
35,4,1,0,5,0,4,1,0,0,55,9
29,4,4,0,6,5,4,0,0,0,25,9
30,4,4,2,2,4,4,1,0,0,40,9
30,4,4,0,2,0,4,1,0,0,40,9
56,6,3,2,7,4,4,0,0,0,40,9
25,6,1,1,5,3,4,1,0,0,30,9
28,4,4,1,2,3,2,1,0,0,40,9
43,6,3,0,2,0,4,1,0,0,40,9
47,2,4,0,4,0,4,1,0,0,60,9
46,6,1,0,2,0,4,1,0,0,40,9
41,7,5,2,5,4,4,0,0,0,35,9
38,1,0,0,1,5,4,0,7688,0,33,9
29,4,4,1,4,2,2,1,0,0,40,9
25,4,3,1,2,1,4,1,0,0,40,5
56,4,3,0,2,0,4,1,0,0,45,9
31,4,3,0,2,0,4,1,0,0,40,9
22,4,3,1,7,2,4,1,0,0,40,9
31,4,4,1,2,2,4,1,0,0,40,9
28,4,4,2,1,1,4,0,0,0,40,9
53,4,1,0,8,0,2,1,0,0,40,9
45,4,5,2,8,1,4,0,0,0,50,9
71,4,3,3,2,4,2,1,0,0,10,9
65,0,4,3,0,4,4,0,0,0,40,9
39,4,4,0,2,0,4,1,7298,0,50,9
19,1,4,0,6,5,4,0,0,0,40,9
34,2,1,2,5,4,4,0,0,0,40,9
36,4,4,0,1,0,4,1,0,0,45,9
40,4,4,2,7,3,4,0,0,0,40,9
90,4,4,2,1,3,4,0,0,0,40,5
56,4,6,0,8,0,4,1,0,0,16,9
21,4,4,1,5,1,4,0,0,0,40,9
48,4,1,0,8,0,4,1,0,0,45,9
45,4,4,2,1,4,4,0,0,0,27,9
46,4,4,0,2,0,4,1,0,0,40,9
64,4,3,2,7,1,4,0,0,0,35,9
29,2,5,1,5,3,1,1,0,0,40,2
22,4,4,2,4,4,4,0,0,0,30,3
47,4,4,0,2,0,4,1,0,0,48,3
67,5,1,0,8,0,4,1,0,2392,75,9
43,4,4,0,2,0,4,1,0,0,40,9
42,4,4,0,6,0,4,1,0,0,40,9
31,4,4,0,7,0,4,1,0,1672,50,9
53,4,3,2,7,4,4,0,0,0,40,9
81,4,3,3,7,1,2,0,2062,0,5,9
33,2,4,2,1,3,4,0,0,1138,40,9
17,4,3,1,7,3,4,0,0,0,8,9
55,5,6,0,8,0,4,1,0,0,50,0
28,4,4,1,2,3,4,1,0,0,30,9
24,4,4,1,6,3,4,0,0,0,40,9
40,4,4,2,1,4,4,0,0,0,45,9
30,2,5,1,1,1,4,0,0,0,40,9
24,4,3,1,2,4,4,0,0,0,40,9
26,4,5,0,6,5,4,0,0,0,40,9
38,4,4,2,6,4,4,0,0,0,38,9
30,4,4,0,4,0,4,1,0,0,40,9
33,4,1,0,8,0,4,1,0,0,50,9
40,4,4,0,6,0,4,1,0,0,60,9
63,6,4,0,2,0,4,1,0,0,98,9
23,4,3,1,2,2,4,1,0,0,36,9
56,4,4,2,2,4,2,1,0,0,40,9
42,6,0,0,8,0,4,1,0,0,60,9
40,4,4,1,2,1,4,1,0,0,40,1
49,4,0,0,6,5,4,0,0,1902,40,9
35,4,4,2,2,1,1,1,0,0,40,0
52,4,4,2,2,3,2,0,0,0,35,9
28,4,1,1,1,3,4,0,0,0,40,9
35,4,3,0,2,0,4,1,0,0,70,9
21,0,4,1,0,3,4,0,0,0,5,9
43,6,4,1,2,1,4,1,0,0,35,9
32,0,0,1,0,4,4,0,0,0,2,9
29,6,6,1,5,3,4,1,0,0,50,3
23,4,1,1,2,3,4,1,0,0,25,9
50,2,4,0,1,0,4,1,0,1740,48,9
34,4,4,1,7,3,2,1,0,0,40,9
19,4,4,1,7,3,4,1,0,0,40,9
47,4,3,0,2,5,2,0,0,0,40,9
37,6,4,0,2,0,4,1,0,0,40,9
25,4,4,1,6,4,2,0,0,0,35,9
75,4,4,0,8,0,4,1,0,0,35,9
24,4,4,0,2,0,4,1,0,0,40,9
28,7,1,1,4,3,1,1,0,0,20,9
17,2,3,1,7,3,4,0,0,0,16,9
31,4,4,1,2,3,2,1,0,0,40,9
31,4,3,1,7,2,4,0,0,0,35,5
18,0,4,1,0,3,4,1,0,0,10,9
45,4,1,0,5,0,4,1,0,0,55,9
31,4,4,1,2,3,4,1,0,0,42,9
27,4,1,0,5,0,4,1,0,0,42,9
48,4,4,3,8,4,2,0,0,1669,38,9
22,0,4,0,0,5,4,0,0,0,22,9
34,4,1,0,4,0,2,1,0,0,30,9
26,4,4,1,2,4,2,0,0,0,40,9
53,4,4,0,5,0,4,1,0,0,40,9
60,4,1,0,8,0,4,1,0,0,35,9
49,2,5,2,5,4,4,0,0,0,50,9
40,4,4,2,8,1,4,0,0,0,40,9
48,5,3,0,2,0,4,1,0,0,80,9
23,4,1,1,5,1,4,1,0,0,50,9
68,0,3,3,0,1,2,1,0,0,10,9
42,4,0,0,5,0,4,1,0,0,40,9
37,6,4,1,2,3,4,1,0,0,85,9
27,4,4,1,2,3,4,0,0,0,45,9
38,4,4,0,8,0,4,1,0,0,44,9
27,4,4,1,2,1,4,1,0,0,35,1
75,4,4,3,1,1,4,0,0,0,40,9
49,5,1,0,6,0,4,1,0,0,52,9
27,4,4,1,6,1,4,1,0,0,20,9
36,6,1,1,2,1,4,1,0,0,50,5
36,4,1,0,5,0,4,1,3103,0,45,9
35,4,4,2,2,3,4,1,0,0,35,9
36,4,4,0,6,0,4,1,0,0,40,9
53,4,3,0,2,0,2,1,0,0,40,9
27,4,4,1,1,4,2,0,0,0,40,9
34,4,4,2,2,1,4,1,3325,0,35,9
61,4,4,0,6,0,4,1,0,0,44,9
29,4,4,2,2,4,4,1,0,0,56,9
40,7,4,2,1,4,2,0,0,0,35,9
37,4,5,1,8,1,4,1,0,0,40,9
22,4,3,1,2,2,4,1,0,0,30,9
43,5,4,0,8,0,4,1,0,0,40,9
55,6,4,0,2,0,4,1,0,0,30,9
28,4,4,2,1,4,4,0,0,0,40,9
23,4,1,1,7,3,4,0,0,0,30,9
64,2,3,0,2,0,2,1,0,0,40,9
46,4,4,1,2,1,4,1,0,0,40,9
29,4,4,1,2,3,4,1,0,0,40,9
44,4,5,0,8,0,1,1,0,0,48,1
20,4,4,1,5,3,4,1,0,0,25,9
62,6,4,2,6,1,4,1,0,0,40,9
49,4,0,1,8,4,4,0,0,0,35,8
29,4,3,0,2,5,0,0,0,0,40,9
35,6,1,0,6,0,4,1,0,0,60,6
