Time,Temperature
6911,22.00000001
6912,22.00000001
6913,22.00000001
6914,22.00000001
6915,22.00000001
6916,22.00000001
6917,22.00000001
6918,22.00000001
6919,22.00000001
6920,22.00000001
6921,22.00000001
6922,22.00000001
6923,22.00000001
6924,22.00000001
6925,22.00000001
6926,22.00000001
6927,22.00000001
6928,22.00000001
6929,22.00000001
6930,22.00000001
6931,22.00000001
6932,22.00000001
6933,22.00000001
6934,22.00000001
6935,22.00000001
6936,22.00000001
6937,22.00000001
6938,22.00000001
6939,22.00000001
6940,22.00000001
6941,22.00000001
6942,22.00000001
6943,22.00000001
6944,22.00000001
6945,22.00000001
6946,22.00000001
6947,22.00000001
6948,22.00000001
6949,22.00000001
6950,22.00000001
6951,22.00000001
6952,22.00000001
6953,22.00000001
6954,22.00000001
6955,22.00000001
6956,22.00000001
6957,22.00000001
6958,22.00000001
6959,22.00000001
6960,22.00000001
6961,22.00000001
6962,22.00000001
6963,22.00000001
6964,22.00000001
6965,22.00000001
6966,22.00000001
6967,22.00000001
6968,22.00000001
6969,22.00000001
6970,22.00000001
6971,22.00000001
6972,22.00000001
6973,22.00000001
6974,22.00000001
6975,22.00000001
6976,22.00000001
6977,22.00000001
6978,22.00000001
6979,22.00000001
6980,22.00000001
6981,22.00000001
6982,22.00000001
6983,22.00000001
6984,22.00000001
6985,22.00000001
6986,22.00000001
6987,22.00000001
6988,22.00000001
6989,22.00000001
6990,22.00000001
6991,22.00000001
6992,22.00000001
6993,22.00000001
6994,22.00000001
6995,22.00000001
6996,22.00000001
6997,22.00000001
6998,22.00000001
6999,22.00000001
7000,22.00000001
7001,22.00000001
7002,22.00000001
7003,22.00000001
7004,22.00000001
7005,22.00000001
7006,22.00000001
7007,22.00000001
7008,22.00000001
7009,22.00000001
7010,22.00000001
7011,22.00000001
7012,22.00000001
7013,22.00000001
7014,22.00000001
7015,22.00000001
7016,22.00000001
7017,22.00000001
7018,22.00000001
7019,22.00000001
7020,22.00000001
7021,22.00000001
7022,22.00000001
7023,22.00000001
7024,22.00000001
7025,22.00000001
7026,22.00000001
7027,22.00000001
7028,22.00000001
7029,22.00000001
7030,22.00000001
7031,22.00000001
7032,22.00000001
7033,22.00000001
7034,22.00000001
7035,22.00000001
7036,22.00000001
7037,22.00000001
7038,22.00000001
7039,22.00000001
7040,22.00000001
7041,22.00000001
7042,22.00000001
7043,22.00000001
7044,22.00000001
7045,22.00000001
7046,22.00000001
7047,22.00000001
7048,22.00000001
7049,22.00000001
7050,22.00000001
7051,22.00000001
7052,22.00000001
7053,22.00000001
7054,22.00000001
7055,22.00000001
7056,22.00000001
7057,22.00000001
7058,22.00000001
7059,22.00000001
7060,22.00000001
7061,22.00000001
7062,22.00000001
7063,22.00000001
7064,22.00000001
7065,22.00000001
7066,22.00000001
7067,22.00000001
7068,22.00000001
7069,22.00000001
7070,22.00000001
7071,22.00000001
7072,22.00000001
7073,22.00000001
7074,22.00000001
7075,22.00000001
7076,22.00000001
7077,22.00000001
7078,22.00000001
7079,22.00000001
7080,22.00000001
7081,22.00000001
7082,22.00000001
7083,22.00000001
7084,22.00000001
7085,22.00000001
7086,22.00000001
7087,22.00000001
7088,22.00000001
7089,22.00000001
7090,22.00000001
7091,22.00000001
7092,22.00000001
7093,22.00000001
7094,22.00000001
7095,22.00000001
7096,22.00000001
7097,22.00000001
7098,22.00000001
7099,22.00000001
7100,22.00000001
7101,22.00000001
7102,22.00000001
7103,22.00000001
7104,22.00000001
7105,22.00000001
7106,22.00000001
7107,22.00000001
7108,22.00000001
7109,22.00000001
7110,22.00000001
7111,22.00000001
7112,22.00000001
7113,22.00000001
7114,22.00000001
7115,22.00000001
7116,22.00000001
7117,22.00000001
7118,22.00000001
7119,22.00000001
7120,22.00000001
7121,22.00000001
7122,22.00000001
7123,22.00000001
7124,22.00000001
7125,22.00000001
7126,22.00000001
7127,22.00000001
7128,22.00000001
7129,22.00000001
7130,22.00000001
7131,22.00000001
7132,22.00000001
7133,22.00000001
7134,22.00000001
7135,22.00000001
7136,22.00000001
7137,22.00000001
7138,22.00000001
7139,22.00000001
7140,22.00000001
7141,22.00000001
7142,22.00000001
7143,22.00000001
7144,22.00000001
7145,22.00000001
7146,22.00000001
7147,22.00000001
7148,22.00000001
7149,22.00000001
7150,22.00000001
7151,22.00000001
7152,22.00000001
7153,22.00000001
7154,22.00000001
7155,22.00000001
7156,22.00000001
7157,22.00000001
7158,22.00000001
7159,22.00000001
7160,22.00000001
7161,22.00000001
7162,22.00000001
7163,22.00000001
7164,22.00000001
7165,22.00000001
7166,22.00000001
7167,22.00000001
7168,22.00000001
7169,22.00000001
7170,22.00000001
7171,22.00000001
7172,22.00000001
7173,22.00000001
7174,22.00000001
7175,22.00000001
7176,22.00000001
7177,22.00000001
7178,22.00000001
7179,22.00000001
7180,22.00000001
7181,22.00000001
7182,22.00000001
7183,22.00000001
7184,22.00000001
7185,22.00000001
7186,22.00000001
7187,22.00000001
7188,22.00000001
7189,22.00000001
7190,22.00000001
7191,22.00000001
7192,22.00000001
7193,22.00000001
7194,22.00000001
7195,22.00000001
7196,22.00000001
7197,22.00000001
7198,22.00000001
7199,22.00000001
7200,22.00000001
7201,22.00000001
7202,22.00000001
7203,22.00000001
7204,22.00000001
7205,22.00000001
7206,22.00000001
7207,22.00000001
7208,22.00000001
7209,22.00000001
7210,22.00000001
7211,22.00000001
7212,22.00000001
7213,22.00000001
7214,22.00000001
7215,22.00000001
7216,22.00000001
7217,22.00000001
7218,22.00000001
7219,22.00000001
7220,22.00000001
7221,22.00000001
7222,22.00000001
7223,22.00000001
7224,22.00000001
7225,22.00000001
7226,22.00000001
7227,22.00000001
7228,22.00000001
7229,22.00000001
7230,22.00000001
7231,22.00000001
7232,22.00000001
7233,22.00000001
7234,22.00000001
7235,22.00000001
7236,22.00000001
7237,22.00000001
7238,22.00000001
7239,22.00000001
7240,22.00000001
7241,22.00000001
7242,22.00000001
7243,22.00000001
7244,22.00000001
7245,22.00000001
7246,22.00000001
7247,22.00000001
7248,22.00000001
7249,22.00000001
7250,22.00000001
7251,22.00000001
7252,22.00000001
7253,22.00000001
7254,22.00000001
7255,22.00000001
7256,22.00000001
7257,22.00000001
7258,22.00000001
7259,22.00000001
7260,22.00000001
7261,22.00000001
7262,22.00000001
7263,22.00000001
7264,22.00000001
7265,22.00000001
7266,22.00000001
7267,22.00000001
7268,22.00000001
7269,22.00000001
7270,22.00000001
7271,22.00000001
7272,22.00000001
7273,22.00000001
7274,22.00000001
7275,22.00000001
7276,22.00000001
7277,22.00000001
7278,22.00000001
7279,22.00000001
7280,22.00000001
7281,22.00000001
7282,22.00000001
7283,22.00000001
7284,22.00000001
7285,22.00000001
7286,22.00000001
7287,22.00000001
7288,22.00000001
7289,22.00000001
7290,22.00000001
7291,22.00000001
7292,22.00000001
7293,22.00000001
7294,22.00000001
7295,22.00000001
7296,22.00000001
7297,22.00000001
7298,22.00000001
7299,22.00000001
7300,22.00000001
7301,22.00000001
7302,22.00000001
7303,22.00000001
7304,22.00000001
7305,22.00000001
7306,22.00000001
7307,22.00000001
7308,22.00000001
7309,22.00000001
7310,22.00000001
7311,22.00000001
7312,22.00000001
7313,22.00000001
7314,22.00000001
7315,22.00000001
7316,22.00000001
7317,22.00000001
7318,22.00000001
7319,22.00000001
7320,22.00000001
7321,22.00000001
7322,22.00000001
7323,22.00000001
7324,22.00000001
7325,22.00000001
7326,22.00000001
7327,22.00000001
7328,22.00000001
7329,22.00000001
7330,22.00000001
7331,22.00000001
7332,22.00000001
7333,22.00000001
7334,22.00000001
7335,22.00000001
7336,22.00000001
7337,22.00000001
7338,22.00000001
7339,22.00000001
7340,22.00000001
7341,22.00000001
7342,22.00000001
7343,22.00000001
7344,22.00000001
7345,22.00000001
7346,22.00000001
7347,22.00000001
7348,22.00000001
7349,22.00000001
7350,22.00000001
7351,22.00000001
7352,22.00000001
7353,22.00000001
7354,22.00000001
7355,22.00000001
7356,22.00000001
7357,22.00000001
7358,22.00000001
7359,22.00000001
7360,22.00000001
7361,22.00000001
7362,22.00000001
7363,22.00000001
7364,22.00000001
7365,22.00000001
7366,22.00000001
7367,22.00000001
7368,22.00000001
7369,22.00000001
7370,22.00000001
7371,22.00000001
7372,22.00000001
7373,22.00000001
7374,22.00000001
7375,22.00000001
7376,22.00000001
7377,22.00000001
7378,22.00000001
7379,22.00000001
7380,22.00000001
7381,22.00000001
7382,22.00000001
7383,22.00000001
7384,22.00000001
7385,22.00000001
7386,22.00000001
7387,22.00000001
7388,22.00000001
7389,22.00000001
7390,22.00000001
7391,22.00000001
7392,22.00000001
7393,22.00000001
7394,22.00000001
7395,22.00000001
7396,22.00000001
7397,22.00000001
7398,22.00000001
7399,22.00000001
7400,22.00000001
7401,22.00000001
7402,22.00000001
7403,22.00000001
7404,22.00000001
7405,22.00000001
7406,22.00000001
7407,22.00000001
7408,22.00000001
7409,22.00000001
7410,22.00000001
7411,22.00000001
7412,22.00000001
7413,22.00000001
7414,22.00000001
7415,22.00000001
7416,22.00000001
7417,22.00000001
7418,22.00000001
7419,22.00000001
7420,22.00000001
7421,22.00000001
7422,22.00000001
7423,22.00000001
7424,22.00000001
7425,22.00000001
7426,22.00000001
7427,22.00000001
7428,22.00000001
7429,22.00000001
7430,22.00000001
7431,22.00000001
7432,22.00000001
7433,22.00000001
7434,22.00000001
7435,22.00000001
7436,22.00000001
7437,22.00000001
7438,22.00000001
7439,22.00000001
7440,22.00000001
7441,22.00000001
7442,22.00000001
7443,22.00000001
7444,22.00000001
7445,22.00000001
7446,22.00000001
7447,22.00000001
7448,22.00000001
7449,22.00000001
7450,22.00000001
7451,22.00000001
7452,22.00000001
7453,22.00000001
7454,22.00000001
7455,22.00000001
7456,22.00000001
7457,22.00000001
7458,22.00000001
7459,22.00000001
7460,22.00000001
7461,22.00000001
7462,22.00000001
7463,22.00000001
7464,22.00000001
7465,22.00000001
7466,22.00000001
7467,22.00000001
7468,22.00000001
7469,22.00000001
7470,22.00000001
7471,22.00000001
7472,22.00000001
7473,22.00000001
7474,22.00000001
7475,22.00000001
7476,22.00000001
7477,22.00000001
7478,22.00000001
7479,22.00000001
7480,22.00000001
7481,22.00000001
7482,22.00000001
7483,22.00000001
7484,22.00000001
7485,22.00000001
7486,22.00000001
7487,22.00000001
7488,22.00000001
7489,22.00000001
7490,22.00000001
7491,22.00000001
7492,22.00000001
7493,22.00000001
7494,22.00000001
7495,22.00000001
7496,22.00000001
7497,22.00000001
7498,22.00000001
7499,22.00000001
7500,22.00000001
7501,22.00000001
7502,22.00000001
7503,22.00000001
7504,22.00000001
7505,22.00000001
7506,22.00000001
7507,22.00000001
7508,22.00000001
7509,22.00000001
7510,22.00000001
7511,22.00000001
7512,22.00000001
7513,22.00000001
7514,22.00000001
7515,22.00000001
7516,22.00000001
7517,22.00000001
7518,22.00000001
7519,22.00000001
7520,22.00000001
7521,22.00000001
7522,22.00000001
7523,22.00000001
7524,22.00000001
7525,22.00000001
7526,22.00000001
7527,22.00000001
7528,22.00000001
7529,22.00000001
7530,22.00000001
7531,22.00000001
7532,22.00000001
7533,22.00000001
7534,22.00000001
7535,22.00000001
7536,22.00000001
7537,22.00000001
7538,22.00000001
7539,22.00000001
7540,22.00000001
7541,22.00000001
7542,22.00000001
7543,22.00000001
7544,22.00000001
7545,22.00000001
7546,22.00000001
7547,22.00000001
7548,22.00000001
7549,22.00000001
7550,22.00000001
7551,22.00000001
7552,22.00000001
7553,22.00000001
7554,22.00000001
7555,22.00000001
7556,22.00000001
7557,22.00000001
7558,22.00000001
7559,22.00000001
7560,22.00000001
7561,22.00000001
7562,22.00000001
7563,22.00000001
7564,22.00000001
7565,22.00000001
7566,22.00000001
7567,22.00000001
7568,22.00000001
7569,22.00000001
7570,22.00000001
7571,22.00000001
7572,22.00000001
7573,22.00000001
7574,22.00000001
7575,22.00000001
7576,22.00000001
7577,22.00000001
7578,22.00000001
7579,22.00000001
7580,22.00000001
7581,22.00000001
7582,22.00000001
7583,22.00000001
7584,22.00000001
7585,22.00000001
7586,22.00000001
7587,22.00000001
7588,22.00000001
7589,22.00000001
7590,22.00000001
7591,22.00000001
7592,22.00000001
7593,22.00000001
7594,22.00000001
7595,22.00000001
7596,22.00000001
7597,22.00000001
7598,22.00000001
7599,22.00000001
7600,22.00000001
7601,22.00000001
7602,22.00000001
7603,22.00000001
7604,22.00000001
7605,22.00000001
7606,22.00000001
7607,22.00000001
7608,22.00000001
7609,22.00000001
7610,22.00000001
7611,22.00000001
7612,22.00000001
7613,22.00000001
7614,22.00000001
7615,22.00000001
7616,22.00000001
7617,22.00000001
7618,22.00000001
7619,22.00000001
7620,22.00000001
7621,22.00000001
7622,22.00000001
7623,22.00000001
7624,22.00000001
7625,22.00000001
7626,22.00000001
7627,22.00000001
7628,22.00000001
7629,22.00000001
7630,22.00000001
7631,22.00000001
7632,22.00000001
7633,22.00000001
7634,22.00000001
7635,22.00000001
7636,22.00000001
7637,22.00000001
7638,22.00000001
7639,22.00000001
7640,22.00000001
7641,22.00000001
7642,22.00000001
7643,22.00000001
7644,22.00000001
7645,22.00000001
7646,22.00000001
7647,22.00000001
7648,22.00000001
7649,22.00000001
7650,22.00000001
7651,22.00000001
7652,22.00000001
7653,22.00000001
7654,22.00000001
7655,22.00000001
7656,22.00000001
7657,22.00000001
7658,22.00000001
7659,22.00000001
7660,22.00000001
7661,22.00000001
7662,22.00000001
7663,22.00000001
7664,22.00000001
7665,22.00000001
7666,22.00000001
7667,22.00000001
7668,22.00000001
7669,22.00000001
7670,22.00000001
7671,22.00000001
7672,22.00000001
7673,22.00000001
7674,22.00000001
7675,22.00000001
7676,22.00000001
7677,22.00000001
7678,22.00000001
7679,22.00000001
7680,22.00000001
7681,22.00000001
7682,22.00000001
7683,22.00000001
7684,22.00000001
7685,22.00000001
7686,22.00000001
7687,22.00000001
7688,22.00000001
7689,22.00000001
7690,22.00000001
7691,22.00000001
7692,22.00000001
7693,22.00000001
7694,22.00000001
7695,22.00000001
7696,22.00000001
7697,22.00000001
7698,22.00000001
7699,22.00000001
7700,22.00000001
7701,22.00000001
7702,22.00000001
7703,22.00000001
7704,22.00000001
7705,22.00000001
7706,22.00000001
7707,22.00000001
7708,22.00000001
7709,22.00000001
7710,22.00000001
7711,22.00000001
7712,22.00000001
7713,22.00000001
7714,22.00000001
7715,22.00000001
7716,22.00000001
7717,22.00000001
7718,22.00000001
7719,22.00000001
7720,22.00000001
7721,22.00000001
7722,22.00000001
7723,22.00000001
7724,22.00000001
7725,22.00000001
7726,22.00000001
7727,22.00000001
7728,22.00000001
7729,22.00000001
7730,22.00000001
7731,22.00000001
7732,22.00000001
7733,22.00000001
7734,22.00000001
7735,22.00000001
7736,22.00000001
7737,22.00000001
7738,22.00000001
7739,22.00000001
7740,22.00000001
7741,22.00000001
7742,22.00000001
7743,22.00000001
7744,22.00000001
7745,22.00000001
7746,22.00000001
7747,22.00000001
7748,22.00000001
7749,22.00000001
7750,22.00000001
7751,22.00000001
7752,22.00000001
7753,22.00000001
7754,22.00000001
7755,22.00000001
7756,22.00000001
7757,22.00000001
7758,22.00000001
7759,22.00000001
7760,22.00000001
7761,22.00000001
7762,22.00000001
7763,22.00000001
7764,22.00000001
7765,22.00000001
7766,22.00000001
7767,22.00000001
7768,22.00000001
7769,22.00000001
7770,22.00000001
7771,22.00000001
7772,22.00000001
7773,22.00000001
7774,22.00000001
7775,22.00000001
7776,22.00000001
7777,22.00000001
7778,22.00000001
7779,22.00000001
7780,22.00000001
7781,22.00000001
7782,22.00000001
7783,22.00000001
7784,22.00000001
7785,22.00000001
7786,22.00000001
7787,22.00000001
7788,22.00000001
7789,22.00000001
7790,22.00000001
7791,22.00000001
7792,22.00000001
7793,22.00000001
7794,22.00000001
7795,22.00000001
7796,22.00000001
7797,22.00000001
7798,22.00000001
7799,22.00000001
7800,22.00000001
7801,22.00000001
7802,22.00000001
7803,22.00000001
7804,22.00000001
7805,22.00000001
7806,22.00000001
7807,22.00000001
7808,22.00000001
7809,22.00000001
7810,22.00000001
7811,22.00000001
7812,22.00000001
7813,22.00000001
7814,22.00000001
7815,22.00000001
7816,22.00000001
7817,22.00000001
7818,22.00000001
7819,22.00000001
7820,22.00000001
7821,22.00000001
7822,22.00000001
7823,22.00000001
7824,22.00000001
7825,22.00000001
7826,22.00000001
7827,22.00000001
7828,22.00000001
7829,22.00000001
7830,22.00000001
7831,22.00000001
7832,22.00000001
7833,22.00000001
7834,22.00000001
7835,22.00000001
7836,22.00000001
7837,22.00000001
7838,22.00000001
7839,22.00000001
7840,22.00000001
7841,22.00000001
7842,22.00000001
7843,22.00000001
7844,22.00000001
7845,22.00000001
7846,22.00000001
7847,22.00000001
7848,22.00000001
7849,22.00000001
7850,22.00000001
7851,22.00000001
7852,22.00000001
7853,22.00000001
7854,22.00000001
7855,22.00000001
7856,22.00000001
7857,22.00000001
7858,22.00000001
7859,22.00000001
7860,22.00000001
7861,22.00000001
7862,22.00000001
7863,22.00000001
7864,22.00000001
7865,22.00000001
7866,22.00000001
7867,22.00000001
7868,22.00000001
7869,22.00000001
7870,22.00000001
7871,22.00000001
7872,22.00000001
7873,22.00000001
7874,22.00000001
7875,22.00000001
7876,22.00000001
7877,22.00000001
7878,22.00000001
7879,22.00000001
7880,22.00000001
7881,22.00000001
7882,22.00000001
7883,22.00000001
7884,22.00000001
7885,22.00000001
7886,22.00000001
7887,22.00000001
7888,22.00000001
7889,22.00000001
7890,22.00000001
7891,22.00000001
7892,22.00000001
7893,22.00000001
7894,22.00000001
7895,22.00000001
7896,22.00000001
7897,22.00000001
7898,22.00000001
7899,22.00000001
7900,22.00000001
7901,22.00000001
7902,22.00000001
7903,22.00000001
7904,22.00000001
7905,22.00000001
7906,22.00000001
7907,22.00000001
7908,22.00000001
7909,22.00000001
7910,22.00000001
7911,22.00000001
7912,22.00000001
7913,22.00000001
7914,22.00000001
7915,22.00000001
7916,22.00000001
7917,22.00000001
7918,22.00000001
7919,22.00000001
7920,22.00000001
7921,22.00000001
7922,22.00000001
7923,22.00000001
7924,22.00000001
7925,22.00000001
7926,22.00000001
7927,22.00000001
7928,22.00000001
7929,22.00000001
7930,22.00000001
7931,22.00000001
7932,22.00000001
7933,22.00000001
7934,22.00000001
7935,22.00000001
7936,22.00000001
7937,22.00000001
7938,22.00000001
7939,22.00000001
7940,22.00000001
7941,22.00000001
7942,22.00000001
7943,22.00000001
7944,22.00000001
7945,22.00000001
7946,22.00000001
7947,22.00000001
7948,22.00000001
7949,22.00000001
7950,22.00000001
7951,22.00000001
7952,22.00000001
7953,22.00000001
7954,22.00000001
7955,22.00000001
7956,22.00000001
7957,22.00000001
7958,22.00000001
7959,22.00000001
7960,22.00000001
7961,22.00000001
7962,22.00000001
7963,22.00000001
7964,22.00000001
7965,22.00000001
7966,22.00000001
7967,22.00000001
7968,22.00000001
7969,22.00000001
7970,22.00000001
7971,22.00000001
7972,22.00000001
7973,22.00000001
7974,22.00000001
7975,22.00000001
7976,22.00000001
7977,22.00000001
7978,22.00000001
7979,22.00000001
7980,22.00000001
7981,22.00000001
7982,22.00000001
7983,22.00000001
7984,22.00000001
7985,22.00000001
7986,22.00000001
7987,22.00000001
7988,22.00000001
7989,22.00000001
7990,22.00000001
7991,22.00000001
7992,22.00000001
7993,22.00000001
7994,22.00000001
7995,22.00000001
7996,22.00000001
7997,22.00000001
7998,22.00000001
7999,22.00000001
8000,22.00000001
8001,22.00000001
8002,22.00000001
8003,22.00000001
8004,22.00000001
8005,22.00000001
8006,22.00000001
8007,22.00000001
8008,22.00000001
8009,22.00000001
8010,22.00000001
8011,22.00000001
8012,22.00000001
8013,22.00000001
8014,22.00000001
8015,22.00000001
8016,22.00000001
8017,22.00000001
8018,22.00000001
8019,22.00000001
8020,22.00000001
8021,22.00000001
8022,22.00000001
8023,22.00000001
8024,22.00000001
8025,22.00000001
8026,22.00000001
8027,22.00000001
8028,22.00000001
8029,22.00000001
8030,22.00000001
8031,22.00000001
8032,22.00000001
8033,22.00000001
8034,22.00000001
8035,22.00000001
8036,22.00000001
8037,22.00000001
8038,22.00000001
8039,22.00000001
8040,22.00000001
8041,22.00000001
8042,22.00000001
8043,22.00000001
8044,22.00000001
8045,22.00000001
8046,22.00000001
8047,22.00000001
8048,22.00000001
8049,22.00000001
8050,22.00000001
8051,22.00000001
8052,22.00000001
8053,22.00000001
8054,22.00000001
8055,22.00000001
8056,22.00000001
8057,22.00000001
8058,22.00000001
8059,22.00000001
8060,22.00000001
8061,22.00000001
8062,22.00000001
8063,22.00000001
8064,22.00000001
8065,22.00000001
8066,22.00000001
8067,22.00000001
8068,22.00000001
8069,22.00000001
8070,22.00000001
8071,22.00000001
8072,22.00000001
8073,22.00000001
8074,22.00000001
8075,22.00000001
8076,22.00000001
8077,22.00000001
8078,22.00000001
8079,22.00000001
8080,22.00000001
8081,22.00000001
8082,22.00000001
8083,22.00000001
8084,22.00000001
8085,22.00000001
8086,22.00000001
8087,22.00000001
8088,22.00000001
8089,22.00000001
8090,22.00000001
8091,22.00000001
8092,22.00000001
8093,22.00000001
8094,22.00000001
8095,22.00000001
8096,22.00000001
8097,22.00000001
8098,22.00000001
8099,22.00000001
8100,22.00000001
8101,22.00000001
8102,22.00000001
8103,22.00000001
8104,22.00000001
8105,22.00000001
8106,22.00000001
8107,22.00000001
8108,22.00000001
8109,22.00000001
8110,22.00000001
8111,22.00000001
8112,22.00000001
8113,22.00000001
8114,22.00000001
8115,22.00000001
8116,22.00000001
8117,22.00000001
8118,22.00000001
8119,22.00000001
8120,22.00000001
8121,22.00000001
8122,22.00000001
8123,22.00000001
8124,22.00000001
8125,22.00000001
8126,22.00000001
8127,22.00000001
8128,22.00000001
8129,22.00000001
8130,22.00000001
8131,22.00000001
8132,22.00000001
8133,22.00000001
8134,22.00000001
8135,22.00000001
8136,22.00000001
8137,22.00000001
8138,22.00000001
8139,22.00000001
8140,22.00000001
8141,22.00000001
8142,22.00000001
8143,22.00000001
8144,22.00000001
8145,22.00000001
8146,22.00000001
8147,22.00000001
8148,22.00000001
8149,22.00000001
8150,22.00000001
8151,22.00000001
8152,22.00000001
8153,22.00000001
8154,22.00000001
8155,22.00000001
8156,22.00000001
8157,22.00000001
8158,22.00000001
8159,22.00000001
8160,22.00000001
8161,22.00000001
8162,22.00000001
8163,22.00000001
8164,22.00000001
8165,22.00000001
8166,22.00000001
8167,22.00000001
8168,22.00000001
8169,22.00000001
8170,22.00000001
8171,22.00000001
8172,22.00000001
8173,22.00000001
8174,22.00000001
8175,22.00000001
8176,22.00000001
8177,22.00000001
8178,22.00000001
8179,22.00000001
8180,22.00000001
8181,22.00000001
8182,22.00000001
8183,22.00000001
8184,22.00000001
8185,22.00000001
8186,22.00000001
8187,22.00000001
8188,22.00000001
8189,22.00000001
8190,22.00000001
8191,22.00000001
8192,22.00000001
8193,22.00000001
8194,22.00000001
8195,22.00000001
8196,22.00000001
8197,22.00000001
8198,22.00000001
8199,22.00000001
8200,22.00000001
8201,22.00000001
8202,22.00000001
8203,22.00000001
8204,22.00000001
8205,22.00000001
8206,22.00000001
8207,22.00000001
8208,22.00000001
8209,22.00000001
8210,22.00000001
8211,22.00000001
8212,22.00000001
8213,22.00000001
8214,22.00000001
8215,22.00000001
8216,22.00000001
8217,22.00000001
8218,22.00000001
8219,22.00000001
8220,22.00000001
8221,22.00000001
8222,22.00000001
8223,22.00000001
8224,22.00000001
8225,22.00000001
8226,22.00000001
8227,22.00000001
8228,22.00000001
8229,22.00000001
8230,22.00000001
8231,22.00000001
8232,22.00000001
8233,22.00000001
8234,22.00000001
8235,22.00000001
8236,22.00000001
8237,22.00000001
8238,22.00000001
8239,22.00000001
8240,22.00000001
8241,22.00000001
8242,22.00000001
8243,22.00000001
8244,22.00000001
8245,22.00000001
8246,22.00000001
8247,22.00000001
8248,22.00000001
8249,22.00000001
8250,22.00000001
8251,22.00000001
8252,22.00000001
8253,22.00000001
8254,22.00000001
8255,22.00000001
8256,22.00000001
8257,22.00000001
8258,22.00000001
8259,22.00000001
8260,22.00000001
8261,22.00000001
8262,22.00000001
8263,22.00000001
8264,22.00000001
8265,22.00000001
8266,22.00000001
8267,22.00000001
8268,22.00000001
8269,22.00000001
8270,22.00000001
8271,22.00000001
8272,22.00000001
8273,22.00000001
8274,22.00000001
8275,22.00000001
8276,22.00000001
8277,22.00000001
8278,22.00000001
8279,22.00000001
8280,22.00000001
8281,22.00000001
8282,22.00000001
8283,22.00000001
8284,22.00000001
8285,22.00000001
8286,22.00000001
8287,22.00000001
8288,22.00000001
8289,22.00000001
8290,22.00000001
8291,22.00000001
8292,22.00000001
8293,22.00000001
8294,22.00000001
8295,22.00000001
8296,22.00000001
8297,22.00000001
8298,22.00000001
8299,22.00000001
8300,22.00000001
8301,22.00000001
8302,22.00000001
8303,22.00000001
8304,22.00000001
8305,22.00000001
8306,22.00000001
8307,22.00000001
8308,22.00000001
8309,22.00000001
8310,22.00000001
8311,22.00000001
8312,22.00000001
8313,22.00000001
8314,22.00000001
8315,22.00000001
8316,22.00000001
8317,22.00000001
8318,22.00000001
8319,22.00000001
8320,22.00000001
8321,22.00000001
8322,22.00000001
8323,22.00000001
8324,22.00000001
8325,22.00000001
8326,22.00000001
8327,22.00000001
8328,22.00000001
8329,22.00000001
8330,22.00000001
8331,22.00000001
8332,22.00000001
8333,22.00000001
8334,22.00000001
8335,22.00000001
8336,22.00000001
8337,22.00000001
8338,22.00000001
8339,22.00000001
8340,22.00000001
8341,22.00000001
8342,22.00000001
8343,22.00000001
8344,22.00000001
8345,22.00000001
8346,22.00000001
8347,22.00000001
8348,22.00000001
8349,22.00000001
8350,22.00000001
8351,22.00000001
8352,22.00000001
8353,22.00000001
8354,22.00000001
8355,22.00000001
8356,22.00000001
8357,22.00000001
8358,22.00000001
8359,22.00000001
8360,22.00000001
8361,22.00000001
8362,22.00000001
8363,22.00000001
8364,22.00000001
8365,22.00000001
8366,22.00000001
8367,22.00000001
8368,22.00000001
8369,22.00000001
8370,22.00000001
8371,22.00000001
8372,22.00000001
8373,22.00000001
8374,22.00000001
8375,22.00000001
8376,22.00000001
8377,22.00000001
8378,22.00000001
8379,22.00000001
8380,22.00000001
8381,22.00000001
8382,22.00000001
8383,22.00000001
8384,22.00000001
8385,22.00000001
8386,22.00000001
8387,22.00000001
8388,22.00000001
8389,22.00000001
8390,22.00000001
8391,22.00000001
8392,22.00000001
8393,22.00000001
8394,22.00000001
8395,22.00000001
8396,22.00000001
8397,22.00000001
8398,22.00000001
8399,22.00000001
8400,22.00000001
8401,22.00000001
8402,22.00000001
8403,22.00000001
8404,22.00000001
8405,22.00000001
8406,22.00000001
8407,22.00000001
8408,22.00000001
8409,22.00000001
8410,22.00000001
8411,22.00000001
8412,22.00000001
8413,22.00000001
8414,22.00000001
8415,22.00000001
8416,22.00000001
8417,22.00000001
8418,22.00000001
8419,22.00000001
8420,22.00000001
8421,22.00000001
8422,22.00000001
8423,22.00000001
8424,22.00000001
8425,22.00000001
8426,22.00000001
8427,22.00000001
8428,22.00000001
8429,22.00000001
8430,22.00000001
8431,22.00000001
8432,22.00000001
8433,22.00000001
8434,22.00000001
8435,22.00000001
8436,22.00000001
8437,22.00000001
8438,22.00000001
8439,22.00000001
8440,22.00000001
8441,22.00000001
8442,22.00000001
8443,22.00000001
8444,22.00000001
8445,22.00000001
8446,22.00000001
8447,22.00000001
8448,22.00000001
8449,22.00000001
8450,22.00000001
8451,22.00000001
8452,22.00000001
8453,22.00000001
8454,22.00000001
8455,22.00000001
8456,22.00000001
8457,22.00000001
8458,22.00000001
8459,22.00000001
8460,22.00000001
8461,22.00000001
8462,22.00000001
8463,22.00000001
8464,22.00000001
